,index,x,y,docks_num,centrality,centrali_1,AD
690.0,"Fulham Broadway, Walham Green",525498.188585695,177208.896044887,26,0.019084209367794,0.153175591531756,0.004077170217581777
691.0,"Imperial Road, Sands End",525993.289091842,176697.654400455,37,0.007194878917763,0.079701120797011,0.004233747840263437
692.0,"Hortensia Road, West Brompton",526111.147307101,177430.147024871,28,0.006236916749054,0.077210460772105,0.004315383835010479
693.0,"Sirdar Road, Avondale",523992.100371708,180620.693352934,26,0.000130038621538,0.0186799501868,0.004015537042607737
694.0,"Freston Road, Avondale",523654.171659406,180844.504707991,23,0.001643910216211,0.023661270236613,0.00240530181595902
695.0,"Blenheim Crescent, Ladbroke Grove",524403.361952101,181093.081853096,22,0.007924250601712,0.082191780821918,0.002232154150652221
696.0,"Oxford Road, Putney",524274.608136836,175048.371235118,29,0.001145921188062,0.037359900373599,0.005161796717258232
697.0,"Ingrave Street, Clapham Junction",527050.81631077,175863.522708491,30,0.000960655714284,0.033623910336239,0.003769681297050298
698.0,"Upcerne Road, West Chelsea",526319.3836340889,177035.438416959,29,0.023056531858393,0.092154420921544,0.0034739218611279706
699.0,"Lots Road, West Chelsea",526550.085798935,177194.305731354,24,0.021358201723856,0.080946450809465,0.0029966376399155146
700.0,"Ormonde Gate, Chelsea",527721.815524451,178156.094285792,24,0.016679703637417,0.103362391033624,0.0036053062683161627
701.0,"Hertford Road, De Beauvoir Town",533309.364355964,183790.228677206,25,0.008445929415683,0.093399750933998,0.002858298798169718
702.0,"Haggerston Road, Haggerston",533652.255265453,184030.044569449,37,0.010926233403148,0.092154420921544,0.0034702767627319358
703.0,"Culvert Road, Battersea",528042.443820582,176288.880335851,27,0.000903961982321,0.048567870485679,0.002879332847323468
704.0,"Newton Street, Covent Garden",530483.71473154,181366.201473243,24,0.027247095856164,0.063511830635118,0.008488220841875815
705.0,"London Street, Paddington",526819.420147304,181157.428842228,19,0.041292071939515,0.239103362391034,0.0028552571884665648
706.0,"Grenfell Road, Avondale",523977.630963287,180843.837644268,24,0.00248259598754,0.034869240348692,0.0032188969989129443
707.0,"The Vale, Chelsea",526812.651709685,177817.436055865,24,0.028593319583723,0.133250311332503,0.003116261528015862
708.0,"Prince of Wales Drive, Battersea Park",527941.609912892,176733.944819095,21,0.005078952482263,0.075965130759651,0.0023122846926788556
709.0,"Harcourt Terrace, West Brompton",525947.947807375,178117.414212738,24,0.016047849475164,0.122042341220423,0.002811475536664512
710.0,"Westbourne Park Road, Portobello",524915.668678156,181422.782423015,23,0.004140934342663,0.054794520547945,0.002671609068611606
711.0,"Broadley Terrace, Marylebone",527353.889630482,182218.82514376697,18,0.009532105650703,0.056039850560399,0.00656171827926863
712.0,"Humbolt Road, Fulham",524264.32500244095,177546.976705072,26,0.009610248506967,0.092154420921544,0.002600731072601134
713.0,"Storey's Gate, Westminster",529914.311606548,179628.600787141,21,0.090316331824655,0.194271481942715,0.0033656126160087054
714.0,"Mile End Park Leisure Centre, Mile End",536592.725752016,182020.390314248,47,0.005431325199674,0.075965130759651,0.004494327772189749
715.0,"St. John's Road, Clapham Junction",527341.37036624,175306.05936023,33,0.010437785246415,0.082191780821918,0.00293532042831181
716.0,"Ranelagh Gardens, Fulham",524650.29955195,175808.837046312,39,0.003885435453521,0.052303860523039,0.0034075056951216906
717.0,"Ram Street, Wandsworth",525695.162832198,174722.524062317,25,0.013353677653429,0.123287671232877,0.0017911595732956875
718.0,"Santos Road, Wandsworth",525096.248597797,174654.560688794,30,0.001580163498137,0.044831880448319,0.0031915490631721794
719.0,"Clapham Common North Side, Clapham Common",527967.93991827,175204.661948563,37,0.002979944999734,0.094645080946451,0.002067133568602881
720.0,"Sandilands Road, Walham Green",525677.419913347,176514.835563044,21,0.002669360831511,0.089663760896638,0.002155343726490385
721.0,"Gwendwr Road, West Kensington",524427.606783967,178420.085413302,30,0.002794685476004,0.054794520547945,0.004349403034157024
722.0,"Rifle Place, Avondale",523900.46605829906,180429.46961901896,21,0.003329808862209,0.028642590286426,0.002809360808624901
723.0,"Binfield Road, Stockwell",530473.67882282,176513.528680333,35,0.013096031763483,0.108343711083437,0.004304118520314606
724.0,"Tallis Street, Temple",531433.282846523,180913.30528199897,24,0.073272625683703,0.144458281444583,0.007078351776729792
725.0,"Hurlingham Park, Parsons Green",524795.927191523,176103.264089786,20,0.001011338255179,0.029887920298879,0.002031306193890992
726.0,"Little Brook Green, Brook Green",523390.564168216,179019.772898328,33,0.00577205403005,0.051058530510585,0.002442148077755616
727.0,"Limburg Road, Clapham Junction",527551.250511202,175257.844878713,21,0.000628940551721,0.039850560398506,0.001759431901013217
728.0,"Houndsditch, Aldgate",533518.1964612912,181253.53150468896,28,0.067882297281397,0.170610211706102,0.007434951574745172
729.0,"Imperial Wharf Station, Sands End",526266.805083688,176646.029318602,25,0.015316543801711,0.141967621419676,0.002544618216202833
730.0,"Victoria & Albert Museum, South Kensington",526921.353405056,179023.344024153,30,0.011567725509598,0.044831880448319,0.023312896283573678
731.0,"Halford Road, West Kensington",525245.407735247,177649.033984919,24,0.008910644865766,0.098381070983811,0.0022683269439386757
732.0,"Monier Road, Hackney Wick",537293.985058571,184235.36087823697,27,0.007925834055873,0.082191780821918,0.0010609451619486257
733.0,"East Village, Queen Elizabeth Olympic Park",538088.195265059,184924.436816696,34,0.00554995286253,0.051058530510585,0.0010596466271996488
734.0,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",537677.065678366,185253.559433017,44,0.000699114634613,0.034869240348692,0.0016590987185092516
735.0,"Timber Lodge, Queen Elizabeth Olympic Park",537758.095450273,184967.16467864296,35,0.001529741576816,0.032378580323786,0.0016851859801714974
736.0,"Copper Box Arena, Queen Elizabeth Olympic Park",537357.135985704,184746.816465512,31,0.003199235430132,0.033623910336239,0.0021143730589340015
737.0,"Podium, Queen Elizabeth Olympic Park",537976.134700388,184073.839453327,40,0.003512003499373,0.039850560398506,0.0010827868881620776
738.0,"Stratford Station, Stratford",538458.490515442,184431.20968572097,28,0.005825391999261,0.047322540473225,0.0005465184247787354
739.0,"Blackfriars Road, Southwark",531642.90585212,180205.824379311,42,0.065405015808133,0.159402241594022,0.013672609303779976
740.0,"Cromer Street, Bloomsbury",530538.242944307,182719.456531058,28,0.015312559227293,0.047322540473225,0.007213581208124838
741.0,"Victoria Rise, Clapham Common",528768.905591077,175229.151507667,23,0.005022041116409,0.077210460772105,0.0009146458775349629
742.0,"Euston Square Gardens, Euston",529688.6332747729,182560.990771295,30,0.01813749814831,0.10958904109589,0.010210424446968343
743.0,"Coram Street, Bloomsbury",530076.992338008,182226.54465643497,29,0.017463916247465,0.090909090909091,0.00863837375141271
744.0,"Ossulston Street, Somers Town",529934.536873458,182816.6100703,30,0.019662733536956,0.110834371108344,0.005492418809629468
745.0,"Birkenhead Street, King's Cross",530347.628039157,182927.664363292,27,0.028314377404502,0.14321295143213,0.010737006981520122
746.0,"Kings Gate House, Westminster",529371.4694809009,179282.887614396,24,0.067077612752539,0.119551681195517,0.008139276283023347
747.0,"Sopwith Way, Battersea Park",528622.1996360009,177419.546363107,30,0.012422954914967,0.108343711083437,0.0033152453041799443
748.0,"Lavington Street, Bankside",532101.118696095,180198.749592376,29,0.042835187992772,0.103362391033624,0.04961826814849407
749.0,"Albert Square, Stockwell",530776.488162885,176969.387796857,32,0.005042762886934,0.094645080946451,0.0033660053273223654
750.0,"Southwark Street, Bankside",532075.523950943,180205.45593091697,23,0.025043213292895,0.056039850560399,0.03984862944728189
751.0,"Good's Way, King's Cross",530135.671555018,183424.36337603,27,0.042247834562302,0.119551681195517,0.00400439040691021
752.0,"The Metropolitan, Portobello",524925.053788288,181714.310819494,18,0.008101500638134,0.082191780821918,0.0014206934154528772
753.0,"Handyside Street, King's Cross",530153.027730703,183715.98304133,27,0.033076807126816,0.112079701120797,0.002806310846796175
754.0,"Bevington Road West, North Kensington",524361.0072231169,181765.69300295296,24,0.011829552352893,0.087173100871731,0.0013352758936877548
755.0,"Gauden Road, Clapham",529932.187110946,175659.384985475,28,0.00730904880193,0.148194271481943,0.0011322234194662904
756.0,"Lincoln's Inn Fields, Holborn",530659.517355671,181382.31376750296,28,0.031135203450599,0.066002490660025,0.010262209584708214
757.0,"Tate Modern, Bankside",532041.577462558,180351.03427700096,30,0.022459919955035,0.069738480697385,0.010309617488600736
758.0,"Westferry Circus, Canary Wharf",536971.668684942,180373.350041613,36,0.026048559879173,0.088418430884184,0.0021375572998391596
759.0,"Here East North, Queen Elizabeth Olympic Park",537203.4627424792,185166.280670098,28,0.000404837065129,0.01120797011208,0.0011192351229277573
760.0,"New Spring Gardens Walk, Vauxhall",530432.67636484,178207.999344289,37,0.028662536545275,0.072229140722291,0.008684628970485497
761.0,"Clapham Road, Lingham Street, Stockwell",530427.136973118,176380.186566669,30,0.006892521009276,0.059775840597758,0.0037677344479250703
762.0,"Lambeth Palace Road, Waterloo",530826.919084349,179586.258358511,35,0.072500592731867,0.207970112079701,0.00831546536377333
763.0,"Here East South, Queen Elizabeth Olympic Park",537350.5878795369,184923.391493462,28,0.002750334434108,0.008717310087173,0.002080465554850331
764.0,"Riverlight South, Nine Elms",529379.553128597,177461.747550111,26,0.015377218457728,0.095890410958904,0.003352448877563312
765.0,"Westminster Pier, Westminster",530321.866959632,179732.149269644,27,0.083163530602247,0.188044831880448,0.004384334613262365
766.0,"Belvedere Road 2, South Bank",530929.711065811,180270.69426072,38,0.022694196610827,0.100871731008717,0.1723701083745766
767.0,"Victory Place, Walworth",532559.409603039,178818.208031935,24,0.010869734123576,0.082191780821918,0.0038590698541910375
768.0,"Battersea Power Station, Battersea Park",528712.393522952,177684.553639519,27,0.023889659281766,0.122042341220423,0.0032668410181894334
769.0,"Allington Street, Victoria",529006.29637589,179182.360967942,28,0.102001922775936,0.312577833125778,0.007531235729858751
770.0,"Cranmer Road, Stockwell",531239.182834876,177312.98032515,24,0.031216045362172,0.156911581569116,0.001862077245911344
771.0,"Normandy Road, Stockwell",531179.006336061,176676.439782014,32,0.005505195578172,0.10958904109589,0.0018778815053811788
772.0,"Wynne Road, Stockwell",531185.525665073,176156.933890716,25,0.002642853498845,0.053549190535492,0.0013423597690085714
773.0,"Sidney Road, Stockwell",530743.170474967,176149.853439024,27,0.007705282118532,0.088418430884184,0.0016840074258668374
774.0,"St John's Crescent, Brixton",531158.346597737,175830.120609688,25,0.003183251107618,0.033623910336239,0.001310682746182217
775.0,"Ferndale Road, Brixton",530985.232662247,175578.394781479,30,0.004534597631413,0.088418430884184,0.0013560044698591065
776.0,"Saltoun Road, Brixton",531023.781248414,175158.389400327,42,0.006304721429491,0.084682440846824,0.0011064279430346795
777.0,"Gas Holders, Battersea Park",528717.972532881,177072.301454615,26,0.032704217083972,0.216687422166874,0.004129140221083464
778.0,"Farringdon Street, Holborn",531586.047237761,181464.350302508,25,0.076649273283156,0.134495641344956,0.010347667113297508
779.0,"York Way, Kings Cross",530099.167525896,184189.524159588,24,0.021316421817073,0.088418430884184,0.0014189159450157785
780.0,"Fore Street Avenue, Guildhall",532521.368735377,181632.65904703896,25,0.062916278620598,0.146948941469489,0.00896119970083786
781.0,"Sea Containers, South Bank",531480.580750791,180488.19811262,30,0.060921507049615,0.185554171855542,0.009089231096997871
782.0,"George Row, Bermondsey",534131.767975528,179502.124973869,22,0.019765932388836,0.12826899128269,0.0018280800710749607
783.0,"Tower Wharf, Bermondsey",533729.988135929,179745.564726706,20,0.022247863209002,0.122042341220423,0.0029047015085511617
784.0,"Temple Gardens, Temple",531370.470031905,180810.994638758,24,0.040252151805574,0.11332503113325,0.006738647926372694
785.0,"Canada Water Station, Rotherhithe",535508.0896258468,179527.84475945,35,0.014558493428395,0.099626400996264,0.0015233673482001405
786.0,"Bermondsey Station, Bermondsey",534523.291980935,179451.751227549,30,0.013727581322614,0.075965130759651,0.002299084967071337
787.0,"Burgess Park Albany Road, Walworth",532425.24470179,177650.42156141,30,0.016257143933732,0.11706102117061,0.0014204464626707577
788.0,"South Bermondsey Station, Bermondsey",534950.877188904,178362.716371072,24,0.006973087627783,0.048567870485679,0.0007399544243556872
789.0,"Crimscott Street, Bermondsey",533454.753045124,179155.642693382,19,0.012938593638291,0.090909090909091,0.0017886352194749742
790.0,"Brandon Street, Walworth",532599.977560594,178412.274199717,22,0.004289861049129,0.048567870485679,0.002043582956709647
791.0,"The Blue, Bermondsey",534602.313461959,178815.433592869,22,0.009217183930087,0.039850560398506,0.0011652365014501878
792.0,"Coomer Place, West Kensington",524943.848009928,177602.762032049,27,0.007122446181869,0.088418430884184,0.0029548244378653434
