,index,x,y,docks_num,centrality,centrali_1,AD
231.0,"Beaumont Street, Marylebone",528352.5876658108,181957.37977719496,23,0.039112085876977,0.110834371108344,0.003945394024033379
232.0,"Gloucester Street, Pimlico",529257.631756226,178537.657306535,25,0.013524589362925,0.125778331257783,0.006471364887676057
233.0,"Earnshaw Street , Covent Garden",529951.476209893,181353.246090646,18,0.045838252482643,0.10958904109589,0.004673263428868013
234.0,"Grosvenor Road, Pimlico",529088.420045066,177898.645713368,29,0.003338280174133,0.057285180572852,0.0038496166229780608
235.0,"Berry Street, Clerkenwell",531906.610821598,182158.26752292697,41,0.061134635124946,0.153175591531756,0.008817630038624378
236.0,"St. John's Wood Church, The Regent's Park",527209.268562311,182881.212777497,50,0.006147187256193,0.049813200498132,0.005419849893395185
237.0,"Triangle Car Park, Hyde Park",527077.115423415,180189.082811192,27,0.012987714034339,0.059775840597758,0.0032090908488350773
238.0,"Harper Road, The Borough",532250.182907173,179462.370708107,42,0.013801410366533,0.079701120797011,0.008001848940318697
239.0,"Royal Avenue 1, Chelsea",527649.071286504,178379.093857988,10,0.00855391725993,0.051058530510585,0.015997757977018447
240.0,"Brushfield Street, Liverpool Street",533363.4984191072,181740.108926504,34,0.109339762204156,0.278953922789539,0.007773259617728798
241.0,"Shoreditch Park, Hoxton",532822.8577306849,183416.00706868496,30,0.015428255305174,0.110834371108344,0.0038690917074899467
242.0,"Chadwell Street, Angel",531446.775636479,182988.91169771296,18,0.023924951200385,0.130759651307597,0.0038673705322260477
243.0,"Clifton Road, Maida Vale",526387.264085368,182304.75110364,22,0.005160053275813,0.088418430884184,0.002447889235754587
244.0,"Houghton Street, Strand",530779.994339956,181091.700656467,15,0.040059589945838,0.073474470734745,0.00734807689112005
245.0,"Westminster University, Marylebone",528101.806733829,182015.12809722897,16,0.024036666476621,0.082191780821918,0.0029509701849736213
246.0,"Kensington Gore, Knightsbridge",526513.38199593,179642.052516044,23,0.016128503282147,0.039850560398506,0.00816069430632815
247.0,"Bourne Street, Belgravia",528303.371419808,178501.776306649,16,0.026746412594451,0.118306351183064,0.0023296093362112865
248.0,"Broadwick Street, Soho",529470.834386608,181062.155392687,18,0.04518258040203,0.12453300124533,0.004355258096505329
249.0,"Princes Square, Bayswater",525597.81643754,180945.53857725696,16,0.008312998598118,0.051058530510585,0.0037280694554409147
250.0,"LSBU (Borough Road), Elephant & Castle",531762.724052651,179468.034354633,35,0.011605537337836,0.056039850560399,0.008052658928420046
251.0,"St. Mary Axe, Aldgate",533279.129016535,181225.929839296,21,0.066015609770488,0.145703611457036,0.004361782027269892
252.0,"Tysoe Street, Clerkenwell",531263.4599354409,182525.925944058,20,0.03792979004715,0.114570361145704,0.004702423081608731
253.0,"Southwick Street, Paddington",527124.741573209,181256.26145521496,17,0.010681301615539,0.097135740971357,0.0027539353950034326
254.0,"Queen's Gate (North), Kensington",526401.339069635,179578.702760931,41,0.016494674602582,0.061021170610212,0.015312606595035989
255.0,"Regency Street, Westminster",529761.550574782,178666.076604599,22,0.024244597935613,0.11332503113325,0.004796083848328541
256.0,"Belgrave Road, Victoria",528929.423250168,178765.647325134,29,0.034444887390281,0.14321295143213,0.006238739287015372
257.0,"Empire Square, The Borough",532689.115230953,179720.999776294,46,0.032012149008267,0.13947696139477,0.007920740656021096
258.0,"Kennington Lane Rail Bridge, Vauxhall",530455.409018997,178047.635471394,31,0.054803382727412,0.25280199252802,0.0067428175508159735
259.0,"London Zoo,  The Regent's Park",527962.575817052,183488.348757569,32,0.001382451505302,0.017434620174346,0.002252468497929027
260.0,"Baylis Road, Waterloo",531228.094175083,179745.338612054,22,0.063678056103966,0.25653798256538,0.005253873937135473
261.0,"Belvedere Road 1, South Bank",530943.8233438468,180264.190373627,38,0.017823819706588,0.107098381070984,0.1733930861913746
262.0,"Warwick Road, Olympia",524678.476418857,179056.093711169,36,0.01666934295878,0.123287671232877,0.003872969078797787
263.0,"Barbican Centre, Barbican",532460.421009479,181843.479263434,19,0.033806520622315,0.090909090909091,0.0050873857280758945
264.0,"Lower Thames Street, Monument",532993.500487997,180673.92133109696,24,0.034889720866503,0.112079701120797,0.017473115883408524
265.0,"Kensington Church Street, Kensington",525611.606476568,179793.844600944,17,0.013254268861262,0.11706102117061,0.0032351762294335644
266.0,"Tooley Street, Bermondsey",533374.215434521,180036.670236768,27,0.06185730953777,0.215442092154421,0.0036416714926854506
267.0,"North Wharf Road, Paddington",526606.347083735,181546.091769202,25,0.03132714635063,0.13200498132005,0.004739361585695165
268.0,"Royal Avenue 2, Chelsea",527672.057006847,178391.936651278,10,0.020188318055537,0.098381070983811,0.015977016853116973
269.0,"Smith Square, Westminster",530080.276029645,179091.96021016,18,0.095751118655531,0.161892901618929,0.0038824458727209714
270.0,"Kingsway, Covent Garden",530658.991817422,181178.25959797896,16,0.019684517253925,0.042341220423412,0.009591720584454396
271.0,"Lambeth North Station, Waterloo",531142.778766004,179490.773244579,20,0.017456308111425,0.078455790784558,0.005014725843155294
272.0,"St. John's Wood Road, St. John's Wood",526715.445796525,182516.336506941,35,0.001956353549808,0.054794520547945,0.004722064050556207
273.0,"Bedford Way, Bloomsbury",529947.130991815,182193.04286283,23,0.027750778471393,0.067247820672478,0.0063094238059867806
274.0,"Elizabeth Bridge, Victoria",528706.229258554,178678.888167061,34,0.035822167528906,0.13200498132005,0.006954158215556439
275.0,"South Audley Street, Mayfair",528393.345297731,180537.311674156,15,0.01728662612827,0.053549190535492,0.0033812417972177086
276.0,"St Mary's Hospital, Paddington",526990.94435636,181505.040061418,20,0.051469716540673,0.190535491905355,0.003539043259375929
277.0,"Claverton Street, Pimlico",529377.006550319,177850.660081647,32,0.009992975396785,0.052303860523039,0.004264327834479377
278.0,"Montpelier Street, Knightsbridge",527430.350505321,179364.30656532,16,0.034315495182137,0.10958904109589,0.0022508728619720685
279.0,"Kensington Olympia Station, Olympia",524387.073439414,179214.082547476,25,0.002014608423906,0.059775840597758,0.00303646201879371
280.0,"St. George's Square, Pimlico",529541.70469763,178235.1405075,16,0.024790957840466,0.13574097135741,0.0025014437528243704
281.0,"Swan Street, The Borough",532479.381305563,179654.395023894,27,0.018018742585597,0.095890410958904,0.00629445635217503
282.0,"Knaresborough Place, Earl's Court",525710.190377024,178741.70504707,18,0.003573080022725,0.063511830635118,0.0030357591970457585
283.0,"Geraldine Street, Elephant & Castle",531573.890453137,179164.502643371,17,0.005658308824839,0.029887920298879,0.0041890494453369655
284.0,"Curlew Street, Shad Thames",533762.907491536,179906.554253719,21,0.03150980720245,0.123287671232877,0.003027124210322335
285.0,"Vincent Square, Westminster",529429.859794552,178872.826237584,19,0.01667194214333,0.066002490660025,0.004970368284182893
286.0,"Serpentine Car Park, Hyde Park",526894.279173758,180035.204849575,18,0.038611296240912,0.169364881693649,0.0022352418231979224
287.0,"Marylebone Lane, Marylebone",528596.385022566,181161.727588572,24,0.055520837453208,0.136986301369863,0.010393202900324874
288.0,"Putney Pier, Wandsworth",523981.347640614,175731.068984751,28,0.005275765373831,0.095890410958904,0.0019369243667712365
289.0,"Albert Gate, Hyde Park",527911.816687462,179831.385320605,34,0.034116260422456,0.12079701120797,0.0072141160887524425
290.0,"Rathbone Street, Fitzrovia",529493.526350145,181562.256320978,16,0.035519996485511,0.084682440846824,0.004716886934051583
291.0,"Black Lion Gate, Kensington Gardens",525854.630698225,180547.64085144296,24,0.031012196715924,0.169364881693649,0.009159555562605653
292.0,"Long Lane , Bermondsey",532979.212309267,179535.924795114,20,0.020592227224522,0.110834371108344,0.0030776584788920563
293.0,"Embankment (Savoy), Strand",530627.661889436,180644.021560314,41,0.039051718771128,0.093399750933998,0.012466360169969442
294.0,"Black Prince Road, Vauxhall",530832.7912145188,178558.958433432,19,0.014930531880617,0.087173100871731,0.003517631758087906
295.0,"Foley Street, Fitzrovia",529112.4697208392,181670.448515748,24,0.043580252884699,0.11332503113325,0.0067048789325272334
296.0,"Grove End Road, St. John's Wood",526570.164029525,182907.464595484,20,0.005084673796105,0.061021170610212,0.0016063987957133743
297.0,"Wells Street, Fitzrovia",529289.444051606,181471.347450725,38,0.057639949072503,0.136986301369863,0.008950640968028166
298.0,"Tyers Gate, Bermondsey",533143.196923216,179738.747143094,36,0.024573322932397,0.114570361145704,0.0069617457782353235
299.0,"The Tennis Courts, The Regent's Park",528190.893245447,182331.23139385297,16,0.015762998855043,0.037359900373599,0.0019995300872667123
300.0,"Warwick Row, Westminster",528996.083869918,179309.082788702,21,0.077555538839587,0.194271481942715,0.004913573858914224
301.0,"Dickens Square, Borough",532405.346721753,179257.769703716,32,0.007178197744307,0.047322540473225,0.00536776473234009
302.0,"Sackville Street, Mayfair",529257.390937399,180657.49001910497,18,0.056939460373211,0.125778331257783,0.003943756426326576
303.0,"Baldwin Street, St. Luke's",532695.769850672,182628.656724576,21,0.052691129905787,0.153175591531756,0.004775994153625715
304.0,"Queen Mother Sports Centre, Victoria",529228.514701359,178828.999206378,26,0.040368883544029,0.13947696139477,0.00693651623786412
305.0,"Bermondsey Street, Bermondsey",533266.223608243,179398.184510463,24,0.0236082275401,0.148194271481943,0.0030594542179219705
306.0,"Palissy Street, Shoreditch",533706.728881298,182580.464367328,26,0.010306101516509,0.070983810709838,0.004643824215596522
307.0,"Clifton Street, Shoreditch",533084.230871332,182216.838550637,24,0.050815000894808,0.103362391033624,0.005700477084306762
308.0,"Ontario Street, Elephant & Castle",531892.291649852,179216.42446332,15,0.027703156827173,0.10958904109589,0.0029728619812234994
309.0,"St. Martin's Street, West End",529888.48010631,180563.576121257,18,0.024688802954469,0.046077210460772,0.005695285790016405
310.0,"Graham Street, Angel",531881.567152679,183233.93031686297,26,0.01445848878938,0.112079701120797,0.0038744303913222796
311.0,"New North Road 2, Hoxton",532855.730260992,183092.47238269696,22,0.015730908535353,0.075965130759651,0.004018518070554154
312.0,"Prince Albert Road, The Regent's Park",527652.1313379,183493.114150346,24,0.007795398184493,0.070983810709838,0.0015685460665847352
313.0,"Eastbourne Mews, Paddington",526437.549410361,181290.70621507696,34,0.04552333147568,0.254047322540473,0.005609266595946395
314.0,"Bunhill Row, Moorgate",532615.993812134,181944.58046845897,30,0.09984510908319,0.205479452054795,0.007644280008723733
315.0,"Nevern Place, Earl's Court",525421.131577464,178696.590492437,20,0.003110521200317,0.048567870485679,0.00327414222616828
316.0,"Palace Gardens Terrace, Notting Hill",525444.356045563,180398.21377734296,37,0.013304159801889,0.110834371108344,0.0053037102610563065
317.0,"Concert Hall Approach 1, South Bank",530861.663814897,180136.562812228,10,0.043228367992863,0.155666251556663,0.020212497857665445
318.0,"Tavistock Street, Covent Garden",530507.845354338,180897.667044346,33,0.028068481125032,0.042341220423412,0.008159619183152583
319.0,"Concert Hall Approach 2, South Bank",530883.963296175,180125.663277928,18,0.026858378975845,0.161892901618929,0.03710426469054032
320.0,"Pembridge Villas, Notting Hill",525174.045948433,180666.472706083,16,0.008162290278492,0.072229140722291,0.0023120013341082317
321.0,"Risinghill Street, Angel",531065.191815069,183286.82485331,25,0.004018370837312,0.053549190535492,0.00449510433957437
322.0,"Bank of England Museum, Bank",532792.9960242009,181233.08647799297,16,0.058053844759006,0.155666251556663,0.0030361989984080016
323.0,"Craven Street, Strand",530147.566194581,180460.15743804697,23,0.082880434860998,0.229140722291407,0.005787022615395872
324.0,"London Zoo Car Park, The Regent's Park",528388.790248693,183625.46739896297,36,0.005819513966773,0.043586550435866,0.0034066981767900393
325.0,"Goswell Road (City Uni), Finsbury",531825.960412628,182746.26943878896,17,0.031189371833189,0.087173100871731,0.0036933262746464057
326.0,"Flood Street, Chelsea",527365.655108793,178154.220308507,33,0.036040202731674,0.179327521793275,0.005268284123633553
327.0,"Lower Marsh, Waterloo",531006.592034392,179599.947808138,17,0.051408939596542,0.108343711083437,0.004517085865046063
328.0,"Grosvenor Square, Mayfair",528435.22109982,180870.18789769,17,0.050448100361918,0.123287671232877,0.004340708310260072
329.0,"St. George Street, Mayfair",528969.516467395,180859.020681055,18,0.055132302008611,0.118306351183064,0.005217142623176558
330.0,"Queen's Gate, Kensington Gardens",526430.315847876,179657.787782906,21,0.023901696052132,0.080946450809465,0.009035454204769254
331.0,"Macclesfield Rd, St Lukes",532091.059347144,182883.25267080896,28,0.028636438198902,0.13200498132005,0.005495306809774984
332.0,"Vauxhall Street, Vauxhall",530865.79156671,178128.683124772,19,0.014468021484562,0.074719800747198,0.002782444953444872
333.0,"Greycoat Street , Westminster",529623.761099103,178940.242349766,17,0.013528328594582,0.047322540473225,0.004427108031701453
334.0,"Northumberland Avenue, Strand",530313.308745387,180315.621565248,37,0.047931714572395,0.119551681195517,0.029175278663091594
335.0,"Clapham Common Station, Clapham Common",529364.963186607,175243.506314376,21,0.009960342725012,0.13200498132005,0.0007134717255951916
336.0,"South Kensington Station, South Kensington",526865.775211088,178853.172253565,15,0.046254512216848,0.169364881693649,0.0034897797502754036
337.0,"Howland Street, Fitzrovia",529217.876177402,181865.203048756,30,0.078710773411885,0.191780821917808,0.007479410853048001
338.0,"High Holborn , Covent Garden",530211.908739472,181359.402136688,20,0.081667506322379,0.170610211706102,0.0057390466144202155
339.0,"Butler Place, Westminster",529528.396099563,179301.299621485,18,0.069980964200571,0.150684931506849,0.004889435940058771
340.0,"Howick Place, Westminster",529298.341519127,179174.273676181,27,0.073522557510975,0.164383561643836,0.008323983905043873
341.0,"Waterloo Station 2, Waterloo",531033.929251847,180016.898368616,55,0.018183676946475,0.23412204234122,0.10104161701838049
342.0,"Royal College Street, Camden Town",529514.418883531,183576.597730752,57,0.016427185446793,0.067247820672478,0.0056525480933958434
343.0,"Lord's, St. John's Wood",526961.1503059489,182712.826549721,24,0.005484146349305,0.027397260273973,0.0028199814491400455
344.0,"Store Street, Bloomsbury",529691.145903072,181725.905992164,32,0.068039787197485,0.104607721046077,0.010159426415947958
345.0,"City Road, Angel",531880.584544073,182986.613159597,47,0.015469088774752,0.077210460772105,0.00909594701951501
346.0,"Millennium Hotel, Mayfair",528398.38689467,180730.05447216696,27,0.042636594338567,0.083437110834371,0.007064621117375944
347.0,"Harrowby Street, Marylebone",527471.990300373,181424.22152910897,16,0.014754839680623,0.058530510585305,0.00629634312412583
348.0,"Harriet Street, Knightsbridge",527858.009895075,179529.877484355,25,0.026645669473201,0.087173100871731,0.004424927901407418
349.0,"Paddington Green, Paddington",526744.252312046,181719.093595824,20,0.004104291426421,0.038605230386052,0.003249042387391583
350.0,"King Edward Walk, Waterloo",531302.165095357,179337.431861626,22,0.001811822493035,0.028642590286426,0.00551884203364196
351.0,"Sardinia Street, Holborn",530696.489183437,181260.638822737,24,0.038104714044679,0.066002490660025,0.011810623160418192
352.0,"Prince Consort Road, Knightsbridge",526672.972680019,179460.349689114,18,0.028507158273672,0.088418430884184,0.004255587835589976
353.0,"Waterloo Station 1, Waterloo",531003.068011832,180027.682049247,35,0.090367010626223,0.407222914072229,0.05333170020650293
354.0,"Kensington Town Hall, Kensington",525420.076085254,179656.658311811,18,0.009717831898965,0.059775840597758,0.003789392766526278
355.0,"Millbank Tower, Pimlico",530218.146614027,178658.417668458,24,0.047924339642699,0.094645080946451,0.004455458037624851
356.0,"Waterloo Bridge, South Bank",531013.002480095,180177.21604380297,15,0.017403582649668,0.077210460772105,0.011265175628129105
357.0,"Natural History Museum, South Kensington",526497.081069987,178976.368267292,42,0.010337284626565,0.072229140722291,0.008704752734685994
358.0,"Turquoise Island, Notting Hill",524938.3088286,181026.657534154,21,0.01235999987987,0.094645080946451,0.0026804297017506322
359.0,"Stanhope Gate, Mayfair",528444.706324942,180280.819053184,21,0.041817835527517,0.084682440846824,0.004651290315085115
360.0,"Charlotte Street, Fitzrovia",529435.859250538,181712.423145548,14,0.032238205909002,0.084682440846824,0.010734053265811923
361.0,"Farm Street, Mayfair",528658.561522736,180562.64341074496,15,0.024406274916852,0.078455790784558,0.0035887226766136704
362.0,"Frith Street, Soho",529778.084236605,181009.903150933,18,0.028381866780788,0.095890410958904,0.006876499072955473
363.0,"Marloes Road, Kensington",525581.095152696,179053.670462504,15,0.005021335243277,0.042341220423412,0.005232255065809128
364.0,"Moor Street, Soho",529849.140208264,181055.130034422,16,0.055456178876891,0.119551681195517,0.005766109679811145
365.0,"Fire Brigade Pier, Vauxhall",530510.213875477,178867.820559023,30,0.042645230943928,0.11332503113325,0.005190228169923867
366.0,"Upper Grosvenor Street, Mayfair",528080.862826057,180629.494234184,18,0.001483593874178,0.00747198007472,0.004743013472267224
367.0,"Buxton Street 1, Shoreditch",534075.268226057,182086.616171372,41,0.005846850113873,0.039850560398506,0.0068105632098508714
368.0,"Clifford Street, Mayfair",529007.591182872,180718.232563912,17,0.043057167145778,0.085927770859278,0.00637450341280006
369.0,"Imperial College, Knightsbridge",526441.150737678,179401.633604209,21,0.050065952296808,0.186799501867995,0.004603261832278218
370.0,"Snow Hill, Farringdon",531675.2939022388,181530.829574517,15,0.047965703700761,0.127023661270237,0.004999769196050061
371.0,"Aberdeen Place, St. John's Wood",526611.932306828,182236.835844915,18,0.005315734574533,0.051058530510585,0.002799468200034162
372.0,"Cadogan Gardens, Chelsea",527840.892505705,178662.794415564,15,0.027964831601422,0.12826899128269,0.0026335464423339486
373.0,"Shouldham Street, Marylebone",527511.20133882,181504.742756398,16,0.013948692010296,0.099626400996264,0.0050555674847972566
374.0,"Devonshire Terrace, Bayswater",526409.971147484,180970.18650315,16,0.010011168725976,0.127023661270237,0.0024436534733901327
375.0,"Holland Park, Kensington",524983.165573116,179689.541335373,30,0.000185070031302,0.028642590286426,0.004157220937415654
376.0,"Brick Lane Market, Shoreditch",533883.150899115,182172.929552548,24,0.006929880926934,0.056039850560399,0.004483016884908516
377.0,"George Street, Marylebone",528173.937975097,181474.88214467,27,0.045509769589638,0.102117061021171,0.006858966894867287
378.0,"Columbia Road, Shoreditch",533607.878680381,182791.32854934,24,0.012768090151311,0.119551681195517,0.004126203680311283
379.0,"Penfold Street, Marylebone",526936.267780939,182027.695033685,15,0.005551494681377,0.032378580323786,0.002306096825516763
380.0,"George Place Mews, Marylebone",527885.156272823,181389.693957118,16,0.034296489056236,0.10958904109589,0.0034423025314483965
381.0,"Palace Gate, Kensington Gardens",526113.998290017,179684.382377799,13,0.012329814185307,0.090909090909091,0.006441894918119283
382.0,"Gloucester Road Station, South Kensington",526257.913004016,178809.003147596,15,0.033115330368792,0.170610211706102,0.0029037096816307275
383.0,"Sun Street, Liverpool Street",533031.35177328,181853.931567087,24,0.056204697627928,0.176836861768369,0.008197730088365425
384.0,"Strata, Elephant & Castle",532009.288998847,178846.309889594,41,0.026911518213759,0.169364881693649,0.0070452107557465535
385.0,"Edgware Road Station, Marylebone",527079.722842132,181700.621451251,64,0.020817967118102,0.108343711083437,0.011018196499428576
386.0,"Rotherhithe Roundabout, Rotherhithe",535043.9849694,179595.772759078,19,0.011678800028659,0.077210460772105,0.0011221596373314471
387.0,"Cleaver Street, Kennington",531310.777499737,178268.829902327,17,0.016116857077004,0.069738480697385,0.003259286880739687
388.0,"Chelsea Bridge, Pimlico",528616.3104932312,177944.526276649,15,0.013737747649998,0.103362391033624,0.0017812649559568819
389.0,"Southwark Station 1, Southwark",531597.2033910289,180046.970178531,37,0.023541106591258,0.085927770859278,0.037513324412132995
390.0,"Southwark Station 2, Southwark",531633.132620979,180047.793382211,45,0.037474383105805,0.118306351183064,0.04582717439628345
391.0,"Eaton Square (South), Belgravia",528254.508821259,178901.44452492,31,0.030790451602248,0.092154420921544,0.005229035757358838
392.0,"Ebury Bridge, Pimlico",528592.269928494,178464.062498245,29,0.018412934209298,0.098381070983811,0.004547588380235091
393.0,"Vincent Street, Pimlico",529920.9737361,178775.18008554,17,0.016140622703591,0.089663760896638,0.004066360318941427
394.0,"Cheapside, Bank",532425.7929392969,181167.892881684,43,0.154348964661364,0.339975093399751,0.009842098704469256
395.0,"Exhibition Road, Knightsbridge",526802.443836778,179466.085983466,20,0.072289688725231,0.226650062266501,0.004187294876210659
396.0,"South Parade, Chelsea",526785.763201119,178253.094779952,18,0.020180117276302,0.082191780821918,0.002786363560275686
397.0,"Crinan Street, King's Cross",530338.07050823,183406.483430238,20,0.008756733376975,0.044831880448319,0.0031910708942716292
398.0,"Exhibition Road Museums 1, South Kensington",526865.429089314,179083.590632768,13,0.021545317066407,0.072229140722291,0.007860831883920701
399.0,"Wren Street, Holborn",530783.4520633388,182313.68586201296,33,0.045447615937849,0.10958904109589,0.006706930871245452
400.0,"Kennington Station, Kennington",531630.037915602,178352.038761898,23,0.00849671846241,0.082191780821918,0.0033361849414126118
401.0,"Red Lion Street, Holborn",530774.5451587,181604.69475613,36,0.078195999194889,0.13947696139477,0.00924971183545373
402.0,"Vauxhall Walk, Vauxhall",530563.805144011,178248.390320875,27,0.02148683279375,0.067247820672478,0.005801636695553522
403.0,"Killick Street, King's Cross",530581.901559129,183331.498216575,22,0.005602279143262,0.029887920298879,0.003726273839876273
404.0,"Kennington Oval, Oval",531114.49880886,177708.695664802,33,0.017690482011104,0.115815691158157,0.0037479129427688365
405.0,"Sail Street, Vauxhall",530969.270764146,179098.018052243,24,0.017143346616473,0.067247820672478,0.004844311743196864
406.0,"Walmer Road, Avondale",524225.667270192,180536.96455147,24,0.004285014198027,0.042341220423412,0.0030877487249137397
407.0,"Philpot Street, Whitechapel",534799.06814375,181377.29677622096,30,0.01279953874155,0.095890410958904,0.003945308387737722
408.0,"Bethnal Green Garden, Bethnal Green",535012.208785777,182545.452962196,24,0.007290613798155,0.069738480697385,0.003518227186425594
409.0,"Cheshire Street, Bethnal Green",534334.805265167,182325.47109123,28,0.007341580896279,0.070983810709838,0.004020297784938912
410.0,"York Hall, Bethnal Green",534950.158267175,182901.618538458,27,0.014396542095587,0.10958904109589,0.004498367559099187
411.0,"Jubilee Crescent, Cubitt Town",538422.579929577,179046.770237985,54,0.003907103667964,0.028642590286426,0.0020697713284291287
412.0,"Fisherman's Walk West, Canary Wharf",537305.587627657,180440.813204539,36,0.021320297685054,0.057285180572852,0.0026381894351955875
413.0,"Shadwell Station, Shadwell",534917.935504512,180921.139465109,35,0.014895615837097,0.099626400996264,0.013701409835282258
414.0,"Jubilee Street, Stepney",535186.666576486,181468.275337804,28,0.010791316588406,0.073474470734745,0.004073452287982516
415.0,"Hermitage Court, Wapping",534495.152324381,180198.17644099097,16,0.011075580632957,0.089663760896638,0.001727760028228933
416.0,"St. Katharine's Way, Tower",534006.345738135,180295.078675761,24,0.016705045542962,0.099626400996264,0.003338617979479939
417.0,"Garnet Street, Shadwell",535068.594766801,180628.306186026,24,0.009871523524848,0.058530510585305,0.002676796948083081
418.0,"Napier Avenue, Millwall",537456.38461426,178379.551493129,20,0.000340378704379,0.023661270236613,0.0005100857171771586
419.0,"East Ferry Road, Cubitt Town",537943.098940596,179148.951535768,17,0.002595024555516,0.013698630136986,0.0008993006047757424
420.0,"Parkway, Camden Town",528775.787781451,183756.32442880297,33,0.004773426489872,0.063511830635118,0.00470490549054458
421.0,"Castlehaven Road, Camden Town",528712.838122091,184208.073607736,29,0.008448346169643,0.087173100871731,0.003035837830319503
422.0,"Wapping Lane, Wapping",534917.450528272,180218.864329568,28,0.021462615858877,0.108343711083437,0.002614349674220606
423.0,"Gunmakers Lane, Old Ford",536498.804904153,183633.846406841,17,0.001707734299705,0.072229140722291,0.0012525509779500645
424.0,"Burdett Road, Mile End",536843.061201771,181536.499242223,33,0.008049025371765,0.094645080946451,0.0025994612654606972
425.0,"Aston Street, Stepney",536187.14529491,181497.61941980297,26,0.00338691669238,0.052303860523039,0.002300205392784553
426.0,"Bonny Street, Camden Town",529164.0888166169,184168.013810388,45,0.020404618738801,0.144458281444583,0.0038437294361945685
427.0,"Thurtle Road, Haggerston",533833.700061042,183525.787945196,22,0.007743880008767,0.057285180572852,0.0035819110025861016
428.0,"St. Mary & St. Michael Church, Stepney",535261.414885944,181269.576299704,25,0.002794359969561,0.019925280199253,0.003777907471920912
429.0,"Pitfield Street North,Hoxton",533090.704700877,183598.66473893696,28,0.029369032253905,0.189290161892902,0.0032944975300250837
430.0,"Whiston Road, Haggerston",533518.74998771,183487.45416859296,21,0.010549994100191,0.052303860523039,0.002995761090938214
431.0,"Southern Grove, Bow",536720.7562554348,182349.629035144,17,0.002122297579454,0.052303860523039,0.0016945767861774597
432.0,"Cantrell Road, Bow",537278.42158199,182143.746066814,24,0.002837183179997,0.038605230386052,0.0019133918971581969
433.0,"Lindfield Street, Poplar",537456.024071774,181285.344827885,44,0.00516914897686,0.052303860523039,0.0031477957961140216
434.0,"Mostyn Grove, Bow",537060.976358895,183142.18795288497,46,0.003530054409448,0.057285180572852,0.004317955314715839
435.0,"Hewison Street, Old Ford",536867.035497043,183435.414311236,19,0.001772632920313,0.062266500622665,0.0014625476905730096
436.0,"Malmesbury Road, Bow",536912.183104206,183019.514454646,21,0.002431203613999,0.023661270236613,0.002218755776384546
437.0,"Millharbour, Millwall",537594.578451996,179325.1248681,19,0.000210964316652,0.0186799501868,0.0011720211602407147
438.0,"Gascoyne Road, Victoria Park",536118.3518213112,184334.40864034896,20,0.005390932672208,0.039850560398506,0.0006816084973736491
439.0,"Lightermans Road, Millwall",537521.632046409,179643.068844009,31,0.005153767095893,0.049813200498132,0.0021308988985100225
440.0,"Stebondale Street, Cubitt Town",538309.034166205,178562.659137332,29,0.004224014702142,0.013698630136986,0.0014095505960365377
441.0,"Spindrift Avenue, Millwall",537645.694074459,178761.893762295,36,0.003524566204207,0.032378580323786,0.0016396377286906948
442.0,"Stepney Green Station, Stepney",535615.846700877,182133.144104375,21,0.014158101159861,0.115815691158157,0.002133972562602072
443.0,"Pott Street, Bethnal Green",534810.779856267,182707.890821402,20,0.00740785766563,0.073474470734745,0.006157225293044574
444.0,"Flamborough Street, Limehouse",536173.490876135,181149.479103979,25,0.009546545344516,0.122042341220423,0.0018456687715165828
445.0,"Saunders Ness Road, Cubitt Town",538331.017190518,178346.500541637,35,0.003407874217914,0.037359900373599,0.0013969245486019023
446.0,"Exhibition Road Museums 2, South Kensington",526874.533145536,179025.876387388,14,0.01815023957,0.063511830635118,0.012949119712007278
447.0,"Albert Gardens, Stepney",535564.255924712,181189.441036961,33,0.003919664749116,0.068493150684932,0.0034076163478515085
448.0,"Bromley High Street, Bow",537917.888147341,182978.373409364,24,0.002759395651449,0.061021170610212,0.0009644022647174163
449.0,"Old Ford Road, Bethnal Green",535492.380418664,183165.932232479,24,0.005644496013254,0.059775840597758,0.0024065149210057914
450.0,"Granby Street, Shoreditch",534015.51444973,182515.258523994,37,0.011968386843262,0.097135740971357,0.0057625979519641424
451.0,"Canton Street, Poplar",537103.889091673,181056.353427086,23,0.005988968786654,0.021170610211706,0.0017191674307408897
452.0,"Reardon Street, Wapping",534830.330649738,180454.97211076497,22,0.008040369388503,0.082191780821918,0.0025106676380756638
453.0,"Pennington Street, Wapping",534380.239241165,180635.48292040697,45,0.014640124436844,0.066002490660025,0.0063965774537716145
454.0,"Queen Mary's, Mile End",535978.073615099,182219.644053861,45,0.012322018827156,0.10958904109589,0.005106480000425951
455.0,"Maplin Street, Mile End",536601.375948844,182568.64548342297,39,0.006411330073055,0.092154420921544,0.004168567147126594
456.0,"Bow Church Station, Bow",537535.348587993,182887.613776546,39,0.003047730586707,0.090909090909091,0.0022560316672160827
457.0,"Devons Road, Bow",537757.418344824,182553.779736916,39,0.007705805374107,0.044831880448319,0.0019187925098060486
458.0,"Merchant Street, Bow",536923.91287267,182695.53861719096,27,0.002647965864538,0.051058530510585,0.0031612143480338473
459.0,"Bow Road Station, Bow",537080.5789488449,182754.528155386,41,0.007185335185075,0.082191780821918,0.004510188021347442
460.0,"Furze Green, Bow",537374.398698785,181897.553861377,36,0.004770939469788,0.073474470734745,0.0027077838354286274
