index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance,leisure,residence,shopping,university,restaurant
"Devonshire Square, Liverpool Street",533339.669973156997003,181475.178572103002807,84.000000000000000,533339.669973156997003,181475.178572103002807,"16",0.0037126,200.000000,379.79134,"8","0",0.1469489410,0.2739726020,64.09495,0.0641193680,0.0310385130,5.00000,17.00000,4.00000,5.00000,0.00001,12.00000
"Bayley Street , Bloomsbury",529699.174698653048836,181617.647514845011756,85.000000000000000,529699.174698653048836,181617.647514845011756,"25",0.0080482,200.000000,774.58732,"2","0",0.1444582810,0.3499377330,3.14904,0.0632119120,0.0453877300,6.00000,3.00000,13.00000,6.00000,0.00001,7.00000
"Tavistock Place, Bloomsbury",530273.394716550013982,182478.357280483003706,86.000000000000000,530273.394716550013982,182478.357280483003706,"19",0.0045806,200.000000,3787.87211,"0","0",0.0933997500,0.1917808210,54.35823,0.0234205710,0.0345442460,0.00001,0.00001,0.00001,2.00000,0.00001,0.00001
"Harrington Square 1, Camden Town",529158.242569781956263,183208.861943233991042,87.000000000000000,529158.242569781956263,183208.861943233991042,"27",0.0035809,200.000000,1935.36485,"6","1",0.0996264010,0.2054794520,6.28446,0.0285952990,0.0353003070,0.00001,2.00000,3.00000,0.00001,0.00001,1.00000
"Walnut Tree Walk, Vauxhall",531230.637200177996419,178884.828405625012238,88.000000000000000,531230.637200177996419,178884.828405625012238,"20",0.0036663,200.000000,1917.04855,"3","0",0.1058530510,0.2241594020,0.00001,0.0152808720,0.0467143270,0.00001,2.00000,0.00001,3.00000,0.00001,1.00000
"Borough Road, Elephant & Castle",531948.137706595007330,179495.844849092012737,89.000000000000000,531948.137706595007330,179495.844849092012737,"41",0.0092794,200.000000,1454.60635,"4","0",0.0784557900,0.1892901610,9.06892,0.0303732560,0.0316862200,1.00000,1.00000,0.00001,3.00000,0.00001,0.00001
"Cloudesley Road, Angel",531256.391338131041266,183417.420939306990476,90.000000000000000,531256.391338131041266,183417.420939306990476,"37",0.0076057,200.000000,1539.49403,"5","0",0.0859277700,0.1394769610,15.56614,0.0050568290,0.0272196960,1.00000,1.00000,1.00000,5.00000,0.00001,4.00000
"Bricklayers Arms, Borough",532975.366984214982949,179079.150643687986303,91.000000000000000,532975.366984214982949,179079.150643687986303,"28",0.0031605,200.000000,1847.99425,"7","0",0.1344956410,0.2453300120,12.02760,0.0227214600,0.0519768180,0.00001,1.00000,0.00001,2.00000,0.00001,0.00001
"Aldersgate Street, Barbican",532097.620148101006635,181928.946067389013479,92.000000000000000,532097.620148101006635,181928.946067389013479,"15",0.0033606,200.000000,2469.19894,"5","1",0.1793275210,0.3412204230,3.93179,0.0600541680,0.0516805870,0.00001,5.00000,0.00001,7.00000,1.00000,2.00000
"Falkirk Street, Hoxton",533372.734966002055444,183088.069121973996516,93.000000000000000,533372.734966002055444,183088.069121973996516,"26",0.0049831,200.000000,2220.61638,"8","0",0.0523038600,0.1780821910,2.82598,0.0097945510,0.0312005980,4.00000,2.00000,0.00001,5.00000,0.00001,7.00000
"Gloucester Road (North), Kensington",526169.579975374974310,179228.129714801005321,94.000000000000000,526169.579975374974310,179228.129714801005321,"18",0.0034799,200.000000,2075.44933,"3","0",0.1145703610,0.2366127020,10.71994,0.0158898480,0.0313036860,0.00001,4.00000,2.00000,7.00000,0.00001,7.00000
"Hampstead Road, Euston",529246.875973423011601,182368.982886031997623,95.000000000000000,529246.875973423011601,182368.982886031997623,"54",0.0145285,200.000000,1337.02056,"11","2",0.1394769610,0.2851805720,11.03683,0.0397286090,0.0366648380,3.00000,5.00000,0.00001,2.00000,0.00001,2.00000
"Old Quebec Street, Marylebone",527896.515332111041062,181125.569140047009569,96.000000000000000,527896.515332111041062,181125.569140047009569,"16",0.0030864,200.000000,788.01025,"8","1",0.1855541710,0.3636363630,2.42575,0.0572557640,0.0476606670,1.00000,3.00000,4.00000,8.00000,0.00001,13.00000
"Albert Embankment, Vauxhall",530421.495915155974217,178502.404595272993902,97.000000000000000,530421.495915155974217,178502.404595272993902,"24",0.0042504,200.000000,718.03735,"4","0",0.0834371100,0.1955168120,0.00001,0.0282669110,0.0317516580,2.00000,0.00001,1.00000,0.00001,0.00001,2.00000
"Queen Street 1, Bank",532439.340334585052915,180903.318805743008852,98.000000000000000,532439.340334585052915,180903.318805743008852,"22",0.0219575,200.000000,118.87331,"9","3",0.4109589040,0.4831880440,5.16729,0.1626854050,0.0592923100,0.00001,6.00000,8.00000,2.00000,0.00001,7.00000
"Jewry Street, Aldgate",533554.241011832025833,181140.980333295010496,99.000000000000000,533554.241011832025833,181140.980333295010496,"17",0.0044391,200.000000,255.39726,"10","1",0.1693648810,0.2789539220,4.56005,0.0530981570,0.0426738140,0.00001,0.00001,1.00000,0.00001,0.00001,0.00001
"Vicarage Gate, Kensington",525538.589834286947735,179967.962807336007245,100.000000000000000,525538.589834286947735,179967.962807336007245,"18",0.0027672,200.000000,1911.33107,"2","0",0.0597758400,0.1257783310,0.00001,0.0069609530,0.0171226770,0.00001,1.00000,5.00000,2.00000,0.00001,0.00001
"Crosswall, Tower",533531.974979583057575,180932.680608978989767,101.000000000000000,533531.974979583057575,180932.680608978989767,"34",0.0061809,200.000000,147.93244,"6","2",0.2889165620,0.3262764630,2.69908,0.0630720780,0.0592404080,4.00000,12.00000,4.00000,5.00000,0.00001,17.00000
"Westbourne Grove, Bayswater",525670.716643817024305,181179.445554072997766,102.000000000000000,525670.716643817024305,181179.445554072997766,"26",0.0039263,200.000000,3476.04531,"3","0",0.0859277700,0.2229140720,0.00001,0.0098670810,0.0349156590,1.00000,3.00000,0.00001,12.00000,0.00001,7.00000
"Woodstock Street, Mayfair",528652.423115768004209,181089.407255321013508,103.000000000000000,528652.423115768004209,181089.407255321013508,"21",0.0075907,200.000000,550.51572,"7","2",0.0672478200,0.1718555410,18.75025,0.0244423260,0.0210748430,0.00001,1.00000,3.00000,22.00000,0.00001,4.00000
"Finsbury Leisure Centre, St. Luke's",532150.109448253992014,182504.014270251005655,104.000000000000000,532150.109448253992014,182504.014270251005655,"20",0.0039845,200.000000,1852.35500,"1","0",0.1581569110,0.3300124530,0.00001,0.0422000810,0.0565987590,1.00000,0.00001,0.00001,1.00000,1.00000,2.00000
"Abbey Orchard Street, Westminster",529757.754417145042680,179336.432131898007356,105.000000000000000,529757.754417145042680,179336.432131898007356,"29",0.0057888,200.000000,1756.34336,"10","0",0.1805728510,0.2826899120,0.00001,0.0863770450,0.0295685900,0.00001,3.00000,4.00000,9.00000,0.00001,7.00000
"Soho Square , Soho",529687.629798257956281,181291.327202746993862,106.000000000000000,529687.629798257956281,181291.327202746993862,"57",0.0137529,200.000000,429.64985,"5","2",0.1768368610,0.5691158150,15.52465,0.0687961540,0.0902334770,3.00000,3.00000,3.00000,15.00000,2.00000,4.00000
"Wellington Road, St. John's Wood",526847.222161786048673,183149.108790139987832,107.000000000000000,526847.222161786048673,183149.108790139987832,"17",0.0014767,200.000000,1431.52081,"4","0",0.0946450800,0.1631382310,0.00001,0.0231426090,0.0284762780,1.00000,1.00000,2.00000,8.00000,0.00001,1.00000
"Park Lane , Hyde Park",527977.211263324017636,180620.657651963992976,108.000000000000000,527977.211263324017636,180620.657651963992976,"28",0.0069788,200.000000,244.60212,"2","0",0.0697384800,0.2266500620,8.99570,0.0263908560,0.0245848280,0.00001,0.00001,2.00000,0.00001,0.00001,1.00000
"Stonecutter Street, Holborn",531565.810325755039230,181357.582457654003520,109.000000000000000,531565.810325755039230,181357.582457654003520,"21",0.0095267,200.000000,147.10785,"8","1",0.1145703610,0.1780821910,9.96563,0.0637230510,0.0073725940,1.00000,0.00001,0.00001,0.00001,0.00001,0.00001
"Gloucester Road (Central), South Kensington",526208.057603470981121,179059.902350810007192,110.000000000000000,526208.057603470981121,179059.902350810007192,"19",0.0042145,200.000000,1893.86501,"4","0",0.0759651300,0.1780821910,0.00001,0.0096401680,0.0217616760,0.00001,0.00001,2.00000,7.00000,0.00001,4.00000
"Park Road (Baker Street), The Regent's Park",527812.051618422963656,182222.423988967988407,111.000000000000000,527812.051618422963656,182222.423988967988407,"22",0.0032855,200.000000,1685.42237,"5","0",0.1145703610,0.2428393520,2.03756,0.0200473770,0.0391726290,1.00000,5.00000,4.00000,4.00000,1.00000,4.00000
"Braham Street, Aldgate",533768.228874349966645,181235.555967825988773,112.000000000000000,533768.228874349966645,181235.555967825988773,"34",0.0065365,200.000000,808.21367,"9","1",0.2154420920,0.4209215440,10.79168,0.0697413410,0.0592339790,2.00000,8.00000,2.00000,4.00000,0.00001,12.00000
"Little Argyll Street, West End",529064.106893528951332,181140.342528775014216,113.000000000000000,529064.106893528951332,181140.342528775014216,"21",0.0042925,200.000000,321.20806,"11","1",0.1656288910,0.5728518050,12.51552,0.0663823120,0.0797941340,4.00000,11.00000,5.00000,29.00000,3.00000,18.00000
"Lollard Street, Vauxhall",530962.875472784042358,178790.225615962990560,114.000000000000000,530962.875472784042358,178790.225615962990560,"25",0.0046070,200.000000,1713.64603,"0","0",0.0958904110,0.2727272720,13.34011,0.0150046200,0.0611230320,0.00001,3.00000,0.00001,1.00000,0.00001,0.00001
"Rochester Row, Westminster",529533.524318787967786,179076.004986193991499,115.000000000000000,529533.524318787967786,179076.004986193991499,"13",0.0035627,200.000000,1699.97447,"3","0",0.0797011200,0.1830635110,0.00001,0.0242118910,0.0253941560,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Bath Street, St. Luke's",532534.121835979982279,182501.795353738008998,116.000000000000000,532534.121835979982279,182501.795353738008998,"18",0.0052665,200.000000,2419.21748,"4","0",0.1606475710,0.2739726020,19.09379,0.0583378530,0.0483009370,1.00000,3.00000,0.00001,1.00000,0.00001,3.00000
"The Guildhall, Guildhall",532410.381985328975134,181368.905615252006100,117.000000000000000,532410.381985328975134,181368.905615252006100,"17",0.0046074,200.000000,147.42560,"1","0",0.1070983810,0.1755915310,10.30478,0.0550506570,0.0161802500,0.00001,2.00000,2.00000,0.00001,0.00001,1.00000
"Baker Street, Marylebone",528030.809891868964769,181611.603013952000765,118.000000000000000,528030.809891868964769,181611.603013952000765,"22",0.0056134,200.000000,1700.06932,"3","0",0.1544209210,0.2814445820,0.00001,0.0560169770,0.0278000030,2.00000,8.00000,9.00000,38.00000,0.00001,17.00000
"Norton Folgate, Liverpool Street",533388.438670958043076,181991.331568152003456,119.000000000000000,533388.438670958043076,181991.331568152003456,"23",0.0081660,200.000000,383.95604,"11","0",0.1519302610,0.2503113320,9.29303,0.0746382570,0.0312787940,3.00000,2.00000,0.00001,2.00000,0.00001,3.00000
"St. John Street, Finsbury",531568.801374712958932,182751.894993941998109,120.000000000000000,531568.801374712958932,182751.894993941998109,"18",0.0042754,200.000000,2573.10062,"6","0",0.0684931500,0.1357409710,5.63402,0.0133630990,0.0258380900,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Eaton Square, Belgravia",528449.674277262995020,179127.573660255991854,121.000000000000000,528449.674277262995020,179127.573660255991854,"20",0.0031899,200.000000,825.75549,"0","0",0.0859277700,0.1618929010,0.00001,0.0297264610,0.0148283280,0.00001,5.00000,8.00000,0.00001,0.00001,0.00001
"Borough High Street, The Borough",532359.756657119025476,179698.732562652992783,122.000000000000000,532359.756657119025476,179698.732562652992783,"21",0.0049123,200.000000,2754.46543,"6","1",0.1120797010,0.2303860520,1.89256,0.0386561210,0.0422885210,0.00001,1.00000,2.00000,6.00000,0.00001,3.00000
"Museum of London, Barbican",532164.557665896951221,181590.060172786994372,123.000000000000000,532164.557665896951221,181590.060172786994372,"52",0.0131702,200.000000,692.65568,"7","0",0.1830635110,0.2914072220,8.51173,0.0985604930,0.0286563950,0.00001,2.00000,4.00000,2.00000,0.00001,1.00000
"Wood Street, Guildhall",532348.969931507948786,181510.109467925009085,124.000000000000000,532348.969931507948786,181510.109467925009085,"17",0.0049157,200.000000,192.11532,"3","0",0.1083437110,0.1743462010,8.51173,0.0534445030,0.0139587840,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Emperor's Gate, South Kensington",526073.609123984002508,178945.523342914006207,125.000000000000000,526073.609123984002508,178945.523342914006207,"22",0.0042989,200.000000,1755.45748,"6","1",0.0884184300,0.1892901610,11.40145,0.0115021550,0.0272588260,0.00001,1.00000,1.00000,6.00000,1.00000,9.00000
"Golden Square, Soho",529377.566884403000586,180866.738108507008292,126.000000000000000,529377.566884403000586,180866.738108507008292,"18",0.0042027,200.000000,696.65093,"2","0",0.1207970110,0.3374844330,0.00001,0.0549424680,0.0460230360,2.00000,8.00000,9.00000,25.00000,0.00001,48.00000
"Tower Gardens , Tower",533653.019851900986396,180708.127551478013629,127.000000000000000,533653.019851900986396,180708.127551478013629,"24",0.0034007,200.000000,251.12668,"10","2",0.1830635110,0.3275217930,5.62012,0.0460019500,0.0488407240,1.00000,7.00000,2.00000,3.00000,0.00001,1.00000
"Eversholt Street , Camden Town",529322.459256906993687,183205.371427033998771,128.000000000000000,529322.459256906993687,183205.371427033998771,"16",0.0022325,200.000000,2717.13357,"7","1",0.0660024900,0.1481942710,14.07581,0.0055051510,0.0250682330,0.00001,0.00001,2.00000,5.00000,0.00001,0.00001
"Bethnal Green Road, Shoreditch",533658.456516077974811,182289.773151085013524,129.000000000000000,533658.456516077974811,182289.773151085013524,"38",0.0071539,200.000000,1311.42330,"5","1",0.1656288910,0.4371108340,50.65566,0.0501623730,0.0771578160,1.00000,9.00000,0.00001,4.00000,0.00001,8.00000
"Derry Street, Kensington",525629.105969466036186,179599.645377957989695,130.000000000000000,525629.105969466036186,179599.645377957989695,"18",0.0038493,200.000000,1079.40308,"5","1",0.1768368610,0.3810709830,38.45042,0.0431855740,0.0506354430,0.00001,6.00000,8.00000,34.00000,0.00001,13.00000
"Wapping High Street, Wapping",534182.416970619000494,180204.772692291007843,131.000000000000000,534182.416970619000494,180204.772692291007843,"20",0.0027773,200.000000,1341.46221,"1","0",0.0410958900,0.0996264010,98.83221,0.0053919870,0.0184029700,0.00001,0.00001,1.00000,0.00001,0.00001,1.00000
"Clerkenwell Green, Clerkenwell",531586.975341091980226,182185.922407356003532,132.000000000000000,531586.975341091980226,182185.922407356003532,"21",0.0043326,200.000000,1194.46221,"5","0",0.1394769610,0.3511830630,30.78601,0.0543853790,0.0564352220,1.00000,3.00000,2.00000,3.00000,0.00001,5.00000
"Queen Victoria Street, St. Paul's",532120.548487368039787,180942.791268587985542,133.000000000000000,532120.548487368039787,180942.791268587985542,"32",0.0081894,200.000000,131.31040,"8","1",0.1581569110,0.2515566620,12.35404,0.0776683670,0.0320365710,0.00001,0.00001,1.00000,0.00001,0.00001,0.00001
"Green Street, Mayfair",527959.224811736028641,180862.545134059007978,134.000000000000000,527959.224811736028641,180862.545134059007978,"19",0.0036768,200.000000,620.44259,"12","1",0.1008717310,0.2565379820,4.06672,0.0276491940,0.0294963120,2.00000,5.00000,3.00000,3.00000,0.00001,4.00000
"Lambeth Road, Vauxhall",530742.306914433953352,179013.148455926013412,135.000000000000000,530742.306914433953352,179013.148455926013412,"18",0.0033659,200.000000,534.80680,"7","0",0.1245330010,0.1606475710,3.26035,0.0550773970,0.0223652330,0.00001,1.00000,1.00000,1.00000,0.00001,2.00000
"Finsbury Square , Moorgate",532908.972569403005764,181964.165553053986514,136.000000000000000,532908.972569403005764,181964.165553053986514,"33",0.0137335,200.000000,310.81447,"9","0",0.1481942710,0.2528019920,7.53774,0.0620617550,0.0353502760,2.00000,0.00001,1.00000,3.00000,0.00001,2.00000
"Chapel Place, Marylebone",528659.771725150989369,181220.543516726000234,137.000000000000000,528659.771725150989369,181220.543516726000234,"29",0.0107056,200.000000,609.00962,"9","1",0.1195516810,0.2976338730,0.00001,0.0551231980,0.0371797560,2.00000,7.00000,9.00000,44.00000,0.00001,7.00000
"West Cromwell Road, Earl's Court",525175.536920423037373,178729.498842133005382,138.000000000000000,525175.536920423037373,178729.498842133005382,"24",0.0031247,200.000000,2785.79747,"2","0",0.0722291400,0.1830635110,3.27504,0.0101089790,0.0262592560,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Pont Street, Knightsbridge",527736.791856730007567,179160.016496553987963,139.000000000000000,527736.791856730007567,179160.016496553987963,"24",0.0035781,200.000000,1308.90005,"2","0",0.1270236610,0.2353673720,0.00001,0.0482689700,0.0292059280,0.00001,1.00000,6.00000,2.00000,0.00001,2.00000
"Kennington Cross, Kennington",531215.415095631964505,178351.787476919009350,140.000000000000000,531215.415095631964505,178351.787476919009350,"47",0.0095175,200.000000,1887.21989,"7","0",0.1643835610,0.3349937730,1.39797,0.0233356910,0.0666698190,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Ilchester Place, Kensington",524840.514824002049863,179508.137874395994004,141.000000000000000,524840.514824002049863,179508.137874395994004,"24",0.0034330,200.000000,338.10071,"0","0",0.0311332500,0.0784557900,11.66657,0.0035452260,0.0106350990,0.00001,1.00000,5.00000,0.00001,0.00001,0.00001
"Vauxhall Bridge , Pimlico",529974.600497570005246,178263.160331474995473,142.000000000000000,529974.600497570005246,178263.160331474995473,"35",0.0051636,200.000000,919.02221,"5","0",0.0473225400,0.1008717310,9.96601,0.0114381920,0.0186145380,0.00001,7.00000,1.00000,1.00000,0.00001,0.00001
"Tachbrook Street, Victoria",529336.434255921980366,178660.549064402992371,143.000000000000000,529336.434255921980366,178660.549064402992371,"16",0.0043524,200.000000,2632.17538,"5","0",0.1046077210,0.2415940220,8.97651,0.0289671780,0.0489797380,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Kennington Road Post Office, Oval",531275.198416061000898,177901.737362440995639,144.000000000000000,531275.198416061000898,177901.737362440995639,"18",0.0021067,200.000000,1603.34594,"5","0",0.1021170610,0.1743462010,2.51543,0.0103653940,0.0361265280,1.00000,1.00000,1.00000,3.00000,1.00000,2.00000
"Holy Trinity Brompton, Knightsbridge",527201.772608755971305,179157.080974801006960,145.000000000000000,527201.772608755971305,179157.080974801006960,"28",0.0045454,200.000000,1157.34368,"4","0",0.1046077210,0.2353673720,0.00001,0.0269751290,0.0313847220,1.00000,3.00000,7.00000,10.00000,0.00001,5.00000
"Chepstow Villas, Notting Hill",524893.141065326984972,180778.755336531990906,146.000000000000000,524893.141065326984972,180778.755336531990906,"26",0.0034869,200.000000,1830.99665,"2","0",0.0759651300,0.1357409710,0.00001,0.0101258150,0.0186751170,0.00001,3.00000,2.00000,9.00000,0.00001,1.00000
"Hampton Street, Walworth",531892.485071297967806,178731.555965075996937,147.000000000000000,531892.485071297967806,178731.555965075996937,"21",0.0034932,200.000000,1887.14389,"4","0",0.1320049810,0.2453300120,6.20290,0.0158319150,0.0480136160,0.00001,0.00001,0.00001,6.00000,0.00001,6.00000
"Bayswater Road, Hyde Park",526778.557477717055008,180803.537200594000751,148.000000000000000,526778.557477717055008,180803.537200594000751,"27",0.0033099,200.000000,1061.83725,"6","1",0.1432129510,0.3075965130,15.01741,0.0206252980,0.0437999890,0.00001,1.00000,1.00000,2.00000,0.00001,5.00000
"Waterloo Station 3, Waterloo",531076.324308439041488,180004.177484321000520,149.000000000000000,531076.324308439041488,180004.177484321000520,"35",0.0360042,200.000000,458.84399,"20","2",0.3735990030,0.4844333740,7.91992,0.0304276380,0.1082812220,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Lexham Gardens, Kensington",525607.817295558983460,178989.786911509989295,150.000000000000000,525607.817295558983460,178989.786911509989295,"19",0.0067040,200.000000,2345.09776,"1","0",0.1108343710,0.1880448310,0.00001,0.0152491250,0.0307067250,0.00001,2.00000,3.00000,8.00000,0.00001,0.00001
"New Kent Road, The Borough",532494.541349124046974,179000.066448205005145,151.000000000000000,532494.541349124046974,179000.066448205005145,"33",0.0052771,200.000000,1780.69720,"2","0",0.0597758400,0.2079701120,3.35445,0.0173931410,0.0405036340,1.00000,4.00000,0.00001,4.00000,0.00001,2.00000
"Wright's Lane, Kensington",525515.548208144027740,179489.733734856999945,152.000000000000000,525515.548208144027740,179489.733734856999945,"37",0.0085528,200.000000,1683.86437,"6","1",0.1556662510,0.2665006220,19.91190,0.0308758770,0.0380581410,0.00001,0.00001,0.00001,0.00001,0.00001,1.00000
