index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance,leisure,residence,shopping,university,restaurant
"Aston Street, Stepney",536187.145294909947552,181497.619419802998891,425.000000000000000,536187.145294909947552,181497.619419802998891,"26",0.0023002,200.000000,2425.09575,"0","0",0.0523038600,0.1133250310,6.44831,0.0033869160,0.0140104030,0.00001,4.00000,1.00000,1.00000,0.00001,0.00001
"Bonny Street, Camden Town",529164.088816617033444,184168.013810387987178,426.000000000000000,529164.088816617033444,184168.013810387987178,"45",0.0038437,200.000000,1751.03320,"10","1",0.1444582810,0.2328767120,27.11795,0.0204046180,0.0430652160,0.00001,2.00000,2.00000,5.00000,0.00001,3.00000
"Thurtle Road, Haggerston",533833.700061041978188,183525.787945196003420,427.000000000000000,533833.700061041978188,183525.787945196003420,"22",0.0035819,200.000000,2562.91304,"2","0",0.0572851800,0.1070983810,1.63672,0.0077438800,0.0183660720,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"St. Mary & St. Michael Church, Stepney",535261.414885943988338,181269.576299704000121,428.000000000000000,535261.414885943988338,181269.576299704000121,"25",0.0037779,200.000000,2550.52578,"5","0",0.0199252800,0.0410958900,0.00001,0.0027943600,0.0081579580,1.00000,0.00001,0.00001,0.00001,0.00001,0.00001
"Pitfield Street North,Hoxton",533090.704700876958668,183598.664738936990034,429.000000000000000,533090.704700876958668,183598.664738936990034,"28",0.0032945,200.000000,2582.09489,"0","0",0.1892901610,0.2814445820,9.14527,0.0293690320,0.0525019310,0.00001,2.00000,0.00001,5.00000,0.00001,0.00001
"Whiston Road, Haggerston",533518.749987710034475,183487.454168592987116,430.000000000000000,533518.749987710034475,183487.454168592987116,"21",0.0029958,200.000000,2250.09096,"6","0",0.0523038600,0.1394769610,55.02864,0.0105499940,0.0227424190,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Southern Grove, Bow",536720.756255434942432,182349.629035143996589,431.000000000000000,536720.756255434942432,182349.629035143996589,"17",0.0016946,200.000000,2229.80889,"0","0",0.0523038600,0.1046077210,99.49241,0.0021222970,0.0147391810,1.00000,26.00000,2.00000,0.00001,0.00001,0.00001
"Cantrell Road, Bow",537278.421581989969127,182143.746066813997459,432.000000000000000,537278.421581989969127,182143.746066813997459,"24",0.0019134,200.000000,1545.47266,"0","0",0.0386052300,0.0635118300,0.00001,0.0028371830,0.0107245660,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Lindfield Street, Poplar",537456.024071773979813,181285.344827885011910,433.000000000000000,537456.024071773979813,181285.344827885011910,"44",0.0031478,200.000000,2017.93725,"3","0",0.0523038600,0.1183063510,15.73057,0.0051691490,0.0174680200,0.00001,0.00001,0.00001,2.00000,0.00001,0.00001
"Mostyn Grove, Bow",537060.976358894957229,183142.187952884996776,434.000000000000000,537060.976358894957229,183142.187952884996776,"46",0.0043180,200.000000,3521.29343,"2","0",0.0572851800,0.0971357410,3.92513,0.0035300540,0.0121128140,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Hewison Street, Old Ford",536867.035497043048963,183435.414311236003414,435.000000000000000,536867.035497043048963,183435.414311236003414,"19",0.0014625,200.000000,2245.77004,"2","0",0.0622665000,0.1569115810,39.92913,0.0017726320,0.0261790300,1.00000,1.00000,2.00000,1.00000,0.00001,1.00000
"Malmesbury Road, Bow",536912.183104205993004,183019.514454646006925,436.000000000000000,536912.183104205993004,183019.514454646006925,"21",0.0022188,200.000000,4000.11585,"1","0",0.0236612700,0.0460772100,0.00001,0.0024312030,0.0063893780,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Millharbour, Millwall",537594.578451995970681,179325.124868100014282,437.000000000000000,537594.578451995970681,179325.124868100014282,"19",0.0011720,200.000000,1684.38809,"0","0",0.0186799500,0.0323785800,15.34777,0.0002109640,0.0042282780,0.00001,1.00000,0.00001,0.00001,0.00001,1.00000
"Gascoyne Road, Victoria Park",536118.351821311051026,184334.408640348992776,438.000000000000000,536118.351821311051026,184334.408640348992776,"20",0.0006816,200.000000,535.88625,"1","0",0.0398505600,0.1133250310,19.79912,0.0053909320,0.0168793350,0.00001,2.00000,0.00001,0.00001,0.00001,0.00001
"Lightermans Road, Millwall",537521.632046408951283,179643.068844008987071,439.000000000000000,537521.632046408951283,179643.068844008987071,"31",0.0021309,200.000000,4195.39475,"2","0",0.0498132000,0.0784557900,0.00001,0.0051537670,0.0115752850,1.00000,6.00000,1.00000,3.00000,1.00000,3.00000
"Stebondale Street, Cubitt Town",538309.034166204975918,178562.659137331997044,440.000000000000000,538309.034166204975918,178562.659137331997044,"29",0.0014096,200.000000,1304.62721,"5","1",0.0136986300,0.0373599000,14.14757,0.0042240140,0.0038664070,0.00001,2.00000,1.00000,3.00000,0.00001,1.00000
"Spindrift Avenue, Millwall",537645.694074459024705,178761.893762294988846,441.000000000000000,537645.694074459024705,178761.893762294988846,"36",0.0016396,200.000000,2958.82045,"2","0",0.0323785800,0.0610211700,0.00001,0.0035245660,0.0089091730,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Stepney Green Station, Stepney",535615.846700876951218,182133.144104375009192,442.000000000000000,535615.846700876951218,182133.144104375009192,"21",0.0021340,200.000000,2498.79083,"9","1",0.1158156910,0.2851805720,26.81865,0.0141581010,0.0440580680,2.00000,1.00000,0.00001,5.00000,0.00001,5.00000
"Pott Street, Bethnal Green",534810.779856267035939,182707.890821401990252,443.000000000000000,534810.779856267035939,182707.890821401990252,"20",0.0061572,200.000000,2436.46170,"4","0",0.0734744700,0.2067247820,7.20302,0.0074078570,0.0392447460,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Flamborough Street, Limehouse",536173.490876134950668,181149.479103979014326,444.000000000000000,536173.490876134950668,181149.479103979014326,"25",0.0018457,200.000000,1631.00163,"4","2",0.1220423410,0.2403486920,18.55118,0.0095465450,0.0380878500,2.00000,1.00000,1.00000,3.00000,1.00000,1.00000
"Saunders Ness Road, Cubitt Town",538331.017190517974086,178346.500541637011338,445.000000000000000,538331.017190517974086,178346.500541637011338,"35",0.0013969,200.000000,953.14442,"4","1",0.0373599000,0.0884184300,14.14757,0.0034078740,0.0097490690,0.00001,1.00000,1.00000,2.00000,0.00001,0.00001
"Exhibition Road Museums 2, South Kensington",526874.533145535970107,179025.876387388008879,446.000000000000000,526874.533145535970107,179025.876387388008879,"14",0.0129491,200.000000,532.27757,"6","0",0.0635118300,0.2266500620,0.00001,0.0181502390,0.0226702610,0.00001,2.00000,0.00001,8.00000,0.00001,5.00000
"Albert Gardens, Stepney",535564.255924712051637,181189.441036961012287,447.000000000000000,535564.255924712051637,181189.441036961012287,"33",0.0034076,200.000000,3006.83339,"3","0",0.0684931500,0.1407222910,0.00001,0.0039196640,0.0260638330,0.00001,1.00000,0.00001,2.00000,0.00001,0.00001
"Bromley High Street, Bow",537917.888147340971045,182978.373409363994142,448.000000000000000,537917.888147340971045,182978.373409363994142,"24",0.0009644,200.000000,2313.12913,"3","0",0.0610211700,0.0821917800,0.89538,0.0027593950,0.0131069950,0.00001,6.00000,0.00001,0.00001,0.00001,0.00001
"Old Ford Road, Bethnal Green",535492.380418663960882,183165.932232479011873,449.000000000000000,535492.380418663960882,183165.932232479011873,"24",0.0024065,200.000000,2268.80893,"1","0",0.0597758400,0.1033623910,0.00001,0.0056444960,0.0132017320,0.00001,1.00000,1.00000,1.00000,0.00001,1.00000
"Granby Street, Shoreditch",534015.514449730049819,182515.258523994009010,450.000000000000000,534015.514449730049819,182515.258523994009010,"37",0.0057626,200.000000,2637.68977,"2","0",0.0971357410,0.2515566620,144.55088,0.0119683860,0.0441785750,0.00001,1.00000,0.00001,4.00000,0.00001,5.00000
"Canton Street, Poplar",537103.889091672957875,181056.353427085996373,451.000000000000000,537103.889091672957875,181056.353427085996373,"23",0.0017192,200.000000,3209.71077,"7","0",0.0211706100,0.0772104600,26.04592,0.0059889680,0.0104330870,1.00000,0.00001,0.00001,2.00000,0.00001,1.00000
"Reardon Street, Wapping",534830.330649737967178,180454.972110764996614,452.000000000000000,534830.330649737967178,180454.972110764996614,"22",0.0025107,200.000000,1514.21701,"3","0",0.0821917800,0.1880448310,35.17936,0.0080403690,0.0334195800,3.00000,3.00000,1.00000,3.00000,0.00001,1.00000
"Pennington Street, Wapping",534380.239241164992563,180635.482920406997437,453.000000000000000,534380.239241164992563,180635.482920406997437,"45",0.0063966,200.000000,1101.55283,"4","0",0.0660024900,0.0983810710,0.00001,0.0146401240,0.0149036400,1.00000,0.00001,0.00001,0.00001,0.00001,0.00001
"Queen Mary's, Mile End",535978.073615098954178,182219.644053861004068,454.000000000000000,535978.073615098954178,182219.644053861004068,"45",0.0051065,200.000000,2200.90810,"5","0",0.1095890410,0.2166874220,1.13156,0.0123220180,0.0216957300,0.00001,1.00000,0.00001,0.00001,1.00000,0.00001
"Maplin Street, Mile End",536601.375948844011873,182568.645483422995312,455.000000000000000,536601.375948844011873,182568.645483422995312,"39",0.0041686,200.000000,2020.23043,"7","1",0.0921544200,0.1755915310,19.90321,0.0064113300,0.0215056370,0.00001,1.00000,0.00001,3.00000,0.00001,0.00001
"Bow Church Station, Bow",537535.348587992950343,182887.613776546000736,456.000000000000000,537535.348587992950343,182887.613776546000736,"39",0.0022560,200.000000,2262.74421,"8","1",0.0909090900,0.1793275210,51.14018,0.0030477300,0.0300482160,1.00000,4.00000,3.00000,6.00000,0.00001,1.00000
"Devons Road, Bow",537757.418344823992811,182553.779736916010734,457.000000000000000,537757.418344823992811,182553.779736916010734,"39",0.0019188,200.000000,3069.52244,"0","0",0.0448318800,0.1158156910,0.00001,0.0077058050,0.0147176310,0.00001,3.00000,2.00000,0.00001,0.00001,0.00001
"Merchant Street, Bow",536923.912872669985518,182695.538617190992227,458.000000000000000,536923.912872669985518,182695.538617190992227,"27",0.0031612,200.000000,2538.51421,"4","1",0.0510585300,0.1046077210,2.30153,0.0026479650,0.0172828180,1.00000,0.00001,2.00000,1.00000,0.00001,0.00001
"Bow Road Station, Bow",537080.578948845039122,182754.528155386011349,459.000000000000000,537080.578948845039122,182754.528155386011349,"41",0.0045102,200.000000,2608.59908,"3","1",0.0821917800,0.1432129510,57.20531,0.0071853350,0.0235334900,0.00001,1.00000,2.00000,0.00001,0.00001,0.00001
"Furze Green, Bow",537374.398698784993030,181897.553861377004068,460.000000000000000,537374.398698784993030,181897.553861377004068,"36",0.0027078,200.000000,2391.97963,"6","0",0.0734744700,0.1407222910,0.00001,0.0047709390,0.0202880610,0.00001,0.00001,0.00001,2.00000,0.00001,0.00001
"Ansell House, Stepney",535083.643256288021803,181918.954950543993618,461.000000000000000,535083.643256288021803,181918.954950543993618,"41",0.0052709,200.000000,2497.40652,"5","0",0.0896637600,0.2141967620,7.70897,0.0082275020,0.0320608500,2.00000,3.00000,4.00000,4.00000,0.00001,4.00000
"Cephas Street, Bethnal Green",535042.516371113946661,182194.174907860986423,462.000000000000000,535042.516371113946661,182194.174907860986423,"24",0.0030917,200.000000,3134.40149,"4","0",0.0697384800,0.1818181810,0.00001,0.0168109570,0.0374632430,1.00000,0.00001,0.00001,2.00000,0.00001,1.00000
"Bonner Gate, Victoria Park",535375.694480145000853,183411.429137013008585,463.000000000000000,535375.694480145000853,183411.429137013008585,"21",0.0017041,200.000000,1052.24106,"1","0",0.0933997500,0.2054794520,2.59328,0.0065709430,0.0336282700,0.00001,9.00000,0.00001,1.00000,0.00001,0.00001
"Cleveland Way, Stepney",535289.056690540048294,182018.850447951990645,464.000000000000000,535289.056690540048294,182018.850447951990645,"36",0.0044889,200.000000,2471.54820,"3","0",0.1133250310,0.2665006220,74.76056,0.0143252370,0.0478910450,1.00000,0.00001,0.00001,2.00000,0.00001,0.00001
"St. John's Park, Cubitt Town",538269.721704057999887,179379.470930782001233,465.000000000000000,538269.721704057999887,179379.470930782001233,"30",0.0015164,200.000000,2825.57056,"3","0",0.0273972600,0.0386052300,0.00001,0.0027417770,0.0018425610,1.00000,1.00000,0.00001,1.00000,0.00001,0.00001
"Ackroyd Drive, Bow",536996.459041113033891,182006.513730103004491,466.000000000000000,536996.459041113033891,182006.513730103004491,"29",0.0024741,200.000000,1974.76847,"2","0",0.0684931500,0.1332503110,7.35535,0.0040697550,0.0174099340,0.00001,9.00000,0.00001,1.00000,0.00001,0.00001
"Bell Lane, Liverpool Street",533599.351768122985959,181592.354143664008006,467.000000000000000,533599.351768122985959,181592.354143664008006,"23",0.0051595,200.000000,1572.56518,"5","0",0.1245330010,0.2316313820,0.00001,0.0433972430,0.0360782750,3.00000,17.00000,1.00000,13.00000,2.00000,18.00000
"Clarkson Street, Bethnal Green",534730.856603675056249,182878.609930756007088,468.000000000000000,534730.856603675056249,182878.609930756007088,"31",0.0053953,200.000000,2687.73869,"1","0",0.0498132000,0.0896637600,40.25917,0.0050988880,0.0168483310,2.00000,2.00000,0.00001,3.00000,0.00001,0.00001
"Fournier Street, Whitechapel",533692.058649859973229,181806.134078520000912,469.000000000000000,533692.058649859973229,181806.134078520000912,"18",0.0045824,200.000000,1177.42401,"5","0",0.0946450800,0.3125778330,0.00001,0.0280198310,0.0533087650,1.00000,1.00000,0.00001,1.00000,0.00001,0.00001
"Fore Street, Guildhall",532615.210756035987288,181608.484600230993237,470.000000000000000,532615.210756035987288,181608.484600230993237,"19",0.0067602,200.000000,409.90873,"5","1",0.1120797010,0.1917808210,19.17095,0.0581291000,0.0196895970,1.00000,2.00000,0.00001,0.00001,1.00000,0.00001
"Westferry DLR, Limehouse",537085.522710543009453,180777.351797223993344,471.000000000000000,537085.522710543009453,180777.351797223993344,"41",0.0029357,200.000000,1995.76968,"4","1",0.0896637600,0.1917808210,2.05635,0.0148687670,0.0294138280,0.00001,2.00000,0.00001,0.00001,0.00001,1.00000
"Sutton Street, Shadwell",535159.381261880975217,180923.460162711999146,472.000000000000000,535159.381261880975217,180923.460162711999146,"33",0.0046263,200.000000,3080.99961,"5","1",0.0809464500,0.1942714810,49.71775,0.0090344050,0.0329694270,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Pritchard's Road, Bethnal Green",534569.238735188031569,183248.835434315988095,473.000000000000000,534569.238735188031569,183248.835434315988095,"30",0.0033277,200.000000,2964.90693,"2","0",0.1643835610,0.2951432130,13.32499,0.0280984560,0.0499295550,1.00000,0.00001,0.00001,2.00000,0.00001,0.00001
"Watney Market, Stepney",535015.069832582026720,181282.480905787990196,474.000000000000000,535015.069832582026720,181282.480905787990196,"51",0.0079015,200.000000,3125.68187,"3","0",0.0386052300,0.1444582810,14.17487,0.0033972690,0.0235679260,2.00000,2.00000,0.00001,12.00000,0.00001,0.00001
"Portman Square, Marylebone",528077.479524601949379,181312.904144205997000,475.000000000000000,528077.479524601949379,181312.904144205997000,"17",0.0040407,200.000000,657.71973,"6","0",0.1282689910,0.2129514320,0.00001,0.0456311920,0.0158143130,2.00000,1.00000,0.00001,1.00000,0.00001,1.00000
"Russell Gardens, Olympia",524253.182324527006131,179419.557104704988888,476.000000000000000,524253.182324527006131,179419.557104704988888,"24",0.0028292,200.000000,2234.75998,"2","0",0.0485678700,0.0859277700,9.42338,0.0047188750,0.0143969230,0.00001,1.00000,0.00001,1.00000,0.00001,2.00000
"Chrisp Street Market, Poplar",537881.992136679007672,181011.238943500997266,477.000000000000000,537881.992136679007672,181011.238943500997266,"18",0.0011117,200.000000,1970.51963,"7","1",0.0311332500,0.0971357410,6.62819,0.0022461920,0.0114236840,2.00000,10.00000,1.00000,10.00000,1.00000,2.00000
"Ford Road, Old Ford",536524.424074604990892,183341.655336291005369,478.000000000000000,536524.424074604990892,183341.655336291005369,"18",0.0014878,200.000000,2354.40391,"4","0",0.0784557900,0.1743462010,0.00001,0.0089655670,0.0331763790,0.00001,1.00000,0.00001,10.00000,0.00001,2.00000
"Antill Road, Mile End",536235.905088686035015,182855.992835838987958,479.000000000000000,536235.905088686035015,182855.992835838987958,"30",0.0026610,200.000000,1833.94291,"4","0",0.0697384800,0.1569115810,2.97502,0.0045846290,0.0249752850,1.00000,7.00000,1.00000,1.00000,0.00001,0.00001
"Teviot Street, Poplar",538058.670087837963365,181862.176992369000800,480.000000000000000,538058.670087837963365,181862.176992369000800,"33",0.0014046,200.000000,2031.27732,"6","0",0.0124533000,0.0460772100,18.39040,0.0003361630,0.0042759950,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Bancroft Road, Bethnal Green",535565.659416805021465,182594.084554608998587,481.000000000000000,535565.659416805021465,182594.084554608998587,"21",0.0020194,200.000000,2159.31588,"2","0",0.0846824400,0.1544209210,5.72741,0.0068504500,0.0234542230,0.00001,0.00001,1.00000,2.00000,0.00001,0.00001
"Driffield Road, Old Ford",536220.385019673034549,183516.592324346012902,482.000000000000000,536220.385019673034549,183516.592324346012902,"19",0.0013447,200.000000,2169.43805,"0","0",0.1021170610,0.1880448310,4.08882,0.0043759610,0.0316506300,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Clinton Road, Mile End",536341.433420351007953,182607.647407657001168,483.000000000000000,536341.433420351007953,182607.647407657001168,"36",0.0036461,200.000000,1147.78446,"10","1",0.0635118300,0.1544209210,1.63240,0.0058772080,0.0257986710,2.00000,13.00000,2.00000,0.00001,0.00001,0.00001
"Langdon Park, Poplar",537936.612780484952964,181487.284148706006818,484.000000000000000,537936.612780484952964,181487.284148706006818,"24",0.0012669,200.000000,1283.46139,"8","1",0.0149439600,0.0410958900,3.41391,0.0001476980,0.0050186580,0.00001,1.00000,1.00000,1.00000,0.00001,0.00001
"Lancaster Gate , Bayswater",526415.490626452025026,180763.572516943007940,485.000000000000000,526415.490626452025026,180763.572516943007940,"38",0.0051681,200.000000,2111.26339,"3","0",0.1021170610,0.1892901610,0.00001,0.0041006390,0.0278029280,0.00001,0.00001,3.00000,0.00001,0.00001,0.00001
"Blythe Road, Olympia",524107.970646599016618,179069.525756780989468,486.000000000000000,524107.970646599016618,179069.525756780989468,"24",0.0025330,200.000000,1872.06407,"0","0",0.0473225400,0.1270236610,0.00001,0.0018717490,0.0178767560,0.00001,1.00000,0.00001,8.00000,0.00001,4.00000
"Lancaster Drive, Blackwall",538313.886314130038954,180123.046027625998249,487.000000000000000,538313.886314130038954,180123.046027625998249,"27",0.0011174,200.000000,664.71390,"3","0",0.0211706100,0.0510585300,28.66133,0.0022962080,0.0040438140,0.00001,2.00000,0.00001,1.00000,0.00001,0.00001
"Hansard Mews, Holland Park",523929.819870917010121,179826.908214375987882,488.000000000000000,523929.819870917010121,179826.908214375987882,"20",0.0036690,200.000000,2578.99715,"6","1",0.0510585300,0.1830635110,1.52837,0.0046073810,0.0292627550,1.00000,1.00000,0.00001,3.00000,0.00001,1.00000
"Clarges Street, Mayfair",528776.748310668976046,180340.309619294013828,489.000000000000000,528776.748310668976046,180340.309619294013828,"16",0.0249122,200.000000,691.16748,"1","0",0.0909090900,0.1407222910,0.00001,0.0336668590,0.0112697800,2.00000,4.00000,15.00000,17.00000,0.00001,25.00000
"Manresa Road, Chelsea",527089.610021851025522,178024.938723444007337,490.000000000000000,527089.610021851025522,178024.938723444007337,"18",0.0026959,200.000000,911.65577,"4","0",0.0946450800,0.1980074720,0.00001,0.0198802220,0.0204200490,0.00001,1.00000,8.00000,10.00000,1.00000,7.00000
"Newby Place, Poplar",538029.345304923946969,180753.748794715997064,491.000000000000000,538029.345304923946969,180753.748794715997064,"18",0.0011155,200.000000,2246.31892,"5","1",0.0273972600,0.0585305100,54.78333,0.0017140290,0.0071591020,0.00001,1.00000,0.00001,2.00000,0.00001,1.00000
"Twig Folly Bridge, Mile End",535864.870585088967346,183075.499055830005091,492.000000000000000,535864.870585088967346,183075.499055830005091,"21",0.0017406,200.000000,2288.23827,"3","0",0.1158156910,0.1818181810,2.27769,0.0126372560,0.0336937690,0.00001,7.00000,0.00001,0.00001,0.00001,1.00000
"Jubilee Plaza, Canary Wharf",537502.181565155973658,180128.018881889991462,493.000000000000000,537502.181565155973658,180128.018881889991462,"63",0.0099091,200.000000,112.97848,"12","3",0.1207970110,0.1706102110,0.00001,0.0524312690,0.0082203930,6.00000,10.00000,0.00001,14.00000,0.00001,12.00000
"Wellington Row, Bethnal Green",533994.931043933960609,182798.343200909992447,494.000000000000000,533994.931043933960609,182798.343200909992447,"33",0.0048180,200.000000,3061.25984,"0","0",0.0871731000,0.1955168120,3.46683,0.0109631240,0.0334868410,0.00001,3.00000,0.00001,12.00000,0.00001,2.00000
"Goldsmith's Row, Haggerston",534246.989092490985058,183209.773067086003721,495.000000000000000,534246.989092490985058,183209.773067086003721,"27",0.0032669,200.000000,1982.73392,"2","0",0.0946450800,0.2204234120,7.67134,0.0130208190,0.0420550300,0.00001,1.00000,0.00001,2.00000,0.00001,1.00000
"Gloucester Avenue, Camden Town",528595.671452019014396,183668.569605884986231,496.000000000000000,528595.671452019014396,183668.569605884986231,"24",0.0029923,200.000000,1182.50169,"3","0",0.0672478200,0.1606475710,2.84152,0.0049082180,0.0257259720,0.00001,3.00000,2.00000,0.00001,0.00001,1.00000
"Queensbridge Road, Haggerston",533962.259256773977540,183425.183751253003720,497.000000000000000,533962.259256773977540,183425.183751253003720,"35",0.0052895,200.000000,2010.55992,"4","0",0.0610211700,0.1432129510,4.36295,0.0043416370,0.0288576370,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Old Montague Street, Whitechapel",534152.772345453966409,181654.716297620005207,498.000000000000000,534152.772345453966409,181654.716297620005207,"18",0.0026772,200.000000,2373.13647,"2","0",0.0896637600,0.1955168120,89.49937,0.0199873630,0.0330438890,3.00000,2.00000,1.00000,2.00000,0.00001,3.00000
"Naval Row, Blackwall",538401.696115114958957,180770.260324920003768,499.000000000000000,538401.696115114958957,180770.260324920003768,"21",0.0010437,200.000000,1228.90847,"4","1",0.0261519300,0.0958904110,24.05330,0.0046544690,0.0151085880,2.00000,4.00000,0.00001,4.00000,0.00001,1.00000
"Hoxton Station, Hoxton",533560.195725159952417,183107.817056737985695,500.000000000000000,533560.195725159952417,183107.817056737985695,"22",0.0036338,200.000000,1390.87755,"9","1",0.1133250310,0.2191780820,36.35747,0.0215570060,0.0375934240,0.00001,1.00000,1.00000,2.00000,0.00001,0.00001
"Albany Street, The Regent's Park",528821.443817641003989,182675.075806990003912,501.000000000000000,528821.443817641003989,182675.075806990003912,"27",0.0032161,200.000000,2786.24926,"4","0",0.0909090900,0.2004981320,10.48006,0.0115153750,0.0321724290,1.00000,4.00000,3.00000,10.00000,0.00001,0.00001
"Green Park Station, Mayfair",528985.068370325025171,180265.606821477995254,502.000000000000000,528985.068370325025171,180265.606821477995254,"28",0.0055760,200.000000,201.94035,"7","1",0.2017434620,0.4234122040,0.00001,0.0803644190,0.0513187710,2.00000,1.00000,2.00000,3.00000,0.00001,4.00000
"Salmon Lane, Limehouse",536533.410734992008656,181291.737795530003496,503.000000000000000,536533.410734992008656,181291.737795530003496,"33",0.0025360,200.000000,2233.50386,"3","0",0.0697384800,0.1481942710,3.59715,0.0101640780,0.0235245380,1.00000,1.00000,0.00001,6.00000,0.00001,0.00001
"Lansdowne Walk, Ladbroke Grove",524688.904461257974617,180485.631660390994512,504.000000000000000,524688.904461257974617,180485.631660390994512,"21",0.0028757,200.000000,910.85061,"2","0",0.0386052300,0.0635118300,6.23504,0.0040773680,0.0079846960,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Percival Street, Finsbury",531750.781804546946660,182504.578755382011877,505.000000000000000,531750.781804546946660,182504.578755382011877,"22",0.0054299,200.000000,2818.89434,"6","0",0.0921544200,0.1706102110,6.06804,0.0215628230,0.0341980680,0.00001,0.00001,1.00000,0.00001,0.00001,0.00001
"Arlington Road, Camden Town",528722.207070708973333,183967.999629842001013,506.000000000000000,528722.207070708973333,183967.999629842001013,"24",0.0034994,200.000000,1253.23497,"4","1",0.0672478200,0.1457036110,10.28923,0.0165037660,0.0227572500,4.00000,4.00000,3.00000,36.00000,0.00001,19.00000
"New Fetter Lane, Holborn",531380.282385278958827,181528.488518856989685,507.000000000000000,531380.282385278958827,181528.488518856989685,"21",0.0093960,200.000000,322.19796,"10","0",0.1344956410,0.2652552920,16.09287,0.0653453120,0.0277621270,0.00001,1.00000,0.00001,4.00000,0.00001,0.00001
"East India DLR, Blackwall",538732.295541301951744,180838.098200584005099,508.000000000000000,538732.295541301951744,180838.098200584005099,"51",0.0018045,200.000000,1940.79262,"4","1",0.0211706100,0.0635118300,3.29738,0.0024656580,0.0090242900,1.00000,3.00000,1.00000,3.00000,0.00001,2.00000
"Westminster Bridge Road, Elephant & Castle",531432.312526694033295,179418.284408286999678,509.000000000000000,531432.312526694033295,179418.284408286999678,"26",0.0062445,200.000000,1694.93060,"4","0",0.0261519300,0.0647571600,20.26901,0.0078493610,0.0103173040,0.00001,0.00001,0.00001,3.00000,0.00001,1.00000
"Gaywood  Street, Elephant & Castle",531696.313744726008736,179156.616713530995185,510.000000000000000,531696.313744726008736,179156.616713530995185,"45",0.0112359,200.000000,1677.94290,"7","0",0.0684931500,0.1917808210,9.93456,0.0128003140,0.0378901450,0.00001,1.00000,0.00001,2.00000,0.00001,0.00001
"Harford Street, Mile End",536135.450392129947431,182117.007844005012885,511.000000000000000,536135.450392129947431,182117.007844005012885,"23",0.0025901,200.000000,2001.66976,"4","0",0.0622665000,0.1021170610,9.89212,0.0043000820,0.0156136750,1.00000,0.00001,1.00000,1.00000,0.00001,0.00001
"Import Dock, Canary Wharf",537758.777118545025587,180406.375784192001447,512.000000000000000,537758.777118545025587,180406.375784192001447,"39",0.0027000,200.000000,178.87322,"3","1",0.0709838100,0.1519302610,1.63579,0.0137836640,0.0106672750,6.00000,4.00000,2.00000,16.00000,0.00001,10.00000
"Watney Street, Shadwell",534954.647719593020156,180969.597429432003992,513.000000000000000,534954.647719593020156,180969.597429432003992,"27",0.0107799,200.000000,4449.53497,"6","2",0.0722291400,0.2042341220,57.03843,0.0079896430,0.0355067010,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Regent's Row , Haggerston",534471.673634783946909,183641.732797959004529,514.000000000000000,534471.673634783946909,183641.732797959004529,"24",0.0030145,200.000000,2068.34488,"4","0",0.1643835610,0.3250311330,5.40856,0.0247322470,0.0621117010,0.00001,0.00001,1.00000,0.00001,0.00001,0.00001
"Aberfeldy Street, Poplar",538489.237862820038572,181289.175085775990738,515.000000000000000,538489.237862820038572,181289.175085775990738,"16",0.0005893,200.000000,1897.95083,"8","0",0.0286425900,0.0660024900,0.00001,0.0054105540,0.0064799690,1.00000,1.00000,0.00001,3.00000,0.00001,0.00001
"Heron Quays DLR, Canary Wharf",537418.051748260040767,180045.815492705994984,516.000000000000000,537418.051748260040767,180045.815492705994984,"27",0.0037200,200.000000,259.88832,"7","1",0.0298879200,0.0523038600,10.43998,0.0096340140,0.0015937860,4.00000,4.00000,0.00001,0.00001,0.00001,8.00000
"King Edward Street, St Pauls",532033.905803526984528,181391.135706970002502,517.000000000000000,532033.905803526984528,181391.135706970002502,"20",0.0079289,200.000000,129.52256,"8","1",0.0958904110,0.2017434620,5.09110,0.0536711930,0.0164580310,2.00000,8.00000,10.00000,5.00000,0.00001,3.00000
"Page Street, Westminster",530082.356153717963025,178886.295090113009792,518.000000000000000,530082.356153717963025,178886.295090113009792,"24",0.0055294,200.000000,1511.83573,"6","0",0.1706102110,0.2764632620,0.00001,0.0578120400,0.0359825550,0.00001,1.00000,0.00001,1.00000,0.00001,1.00000
