index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,finance,food_drink,hospital,residence,leisure,shopping,school,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance1,leisure1,residence1,restaurant,university,shopping1,tube_acce
"Manresa Road, Chelsea",527089.61,178024.9387,490,527089.61,178024.9387,18,0.0026959,200,0.00001,9,2,8,1,10,1,911.65577,4,0.00001,0.09464508,0.198007472,0.00001,0.019880222,0.020420049,0.00001,0.00001,0.00001,7,1,7,0.05333
"Newby Place, Poplar",538029.3453,180753.7488,491,538029.3453,180753.7488,18,0.0011155,200,0.00001,4,0.00001,0.00001,1,2,0.00001,2246.31892,5,1,0.02739726,0.05853051,54.78333,0.001714029,0.007159102,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.08908
"Twig Folly Bridge, Mile End",535864.8706,183075.4991,492,535864.8706,183075.4991,21,0.0017406,200,0.00001,2,0.00001,0.00001,7,0.00001,0.00001,2288.23827,3,0.00001,0.115815691,0.181818181,2.27769,0.012637256,0.033693769,0.00001,1,0.00001,1,0.00001,0.00001,0.05648
"Jubilee Plaza, Canary Wharf",537502.1816,180128.0189,493,537502.1816,180128.0189,63,0.0099091,200,6,35,2,0.00001,10,17,0.00001,112.97848,12,3,0.120797011,0.170610211,0.00001,0.052431269,0.008220393,6,0.00001,0.00001,12,0.00001,5,1.34981
"Wellington Row, Bethnal Green",533994.931,182798.3432,494,533994.931,182798.3432,33,0.004818,200,0.00001,8,1,0.00001,3,15,0.00001,3061.25984,0,0.00001,0.0871731,0.195516812,3.46683,0.010963124,0.033486841,0.00001,0.00001,0.00001,2,0.00001,7,0.06377
"Goldsmith's Row, Haggerston",534246.9891,183209.7731,495,534246.9891,183209.7731,27,0.0032669,200,0.00001,2,0.00001,0.00001,1,2,0.00001,1982.73392,2,0.00001,0.09464508,0.220423412,7.67134,0.013020819,0.04205503,0.00001,0.00001,0.00001,1,0.00001,1,0.05391
"Gloucester Avenue, Camden Town",528595.6715,183668.5696,496,528595.6715,183668.5696,24,0.0029923,200,0.00001,3,0.00001,2,3,0.00001,0.00001,1182.50169,3,0.00001,0.06724782,0.160647571,2.84152,0.004908218,0.025725972,0.00001,0.00001,1,1,0.00001,0.00001,0.0624
"Queensbridge Road, Haggerston",533962.2593,183425.1838,497,533962.2593,183425.1838,35,0.0052895,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1,2010.55992,4,0.00001,0.06102117,0.143212951,4.36295,0.004341637,0.028857637,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05078
"Old Montague Street, Whitechapel",534152.7723,181654.7163,498,534152.7723,181654.7163,18,0.0026772,200,3,9,1,1,2,2,0.00001,2373.13647,2,0.00001,0.08966376,0.195516812,89.49937,0.019987363,0.033043889,3,1,1,3,0.00001,0.00001,0.11204
"Naval Row, Blackwall",538401.6961,180770.2603,499,538401.6961,180770.2603,21,0.0010437,200,2,5,2,0.00001,4,6,0.00001,1228.90847,4,1,0.02615193,0.095890411,24.0533,0.004654469,0.015108588,2,0.00001,0.00001,1,0.00001,1,0.13868
"Hoxton Station, Hoxton",533560.1957,183107.8171,500,533560.1957,183107.8171,22,0.0036338,200,0.00001,4,0.00001,1,1,2,0.00001,1390.87755,9,1,0.113325031,0.219178082,36.35747,0.021557006,0.037593424,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.35256
"Albany Street, The Regent's Park",528821.4438,182675.0758,501,528821.4438,182675.0758,27,0.0032161,200,1,4,2,3,4,11,0.00001,2786.24926,4,0.00001,0.09090909,0.200498132,10.48006,0.011515375,0.032172429,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.09955
"Green Park Station, Mayfair",528985.0684,180265.6068,502,528985.0684,180265.6068,28,0.005576,200,2,9,1,2,1,3,0.00001,201.94035,7,1,0.201743462,0.423412204,0.00001,0.080364419,0.051318771,2,0.00001,0.00001,4,0.00001,1,241.09585
"Salmon Lane, Limehouse",536533.4107,181291.7378,503,536533.4107,181291.7378,33,0.002536,200,1,3,1,0.00001,1,6,0.00001,2233.50386,3,0.00001,0.06973848,0.148194271,3.59715,0.010164078,0.023524538,1,0.00001,0.00001,0.00001,0.00001,1,0.08818
"Lansdowne Walk, Ladbroke Grove",524688.9045,180485.6317,504,524688.9045,180485.6317,21,0.0028757,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,910.85061,2,0.00001,0.03860523,0.06351183,6.23504,0.004077368,0.007984696,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0821
"Percival Street, Finsbury",531750.7818,182504.5788,505,531750.7818,182504.5788,22,0.0054299,200,0.00001,1,0.00001,1,0.00001,0.00001,1,2818.89434,6,0.00001,0.09215442,0.170610211,6.06804,0.021562823,0.034198068,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.06752
"Arlington Road, Camden Town",528722.2071,183967.9996,506,528722.2071,183967.9996,24,0.0034994,200,4,40,1,3,4,38,0.00001,1253.23497,4,1,0.06724782,0.145703611,10.28923,0.016503766,0.02275725,4,1,1,19,0.00001,27,0.13182
"New Fetter Lane, Holborn",531380.2824,181528.4885,507,531380.2824,181528.4885,21,0.009396,200,0.00001,2,0.00001,0.00001,1,4,0.00001,322.19796,10,0.00001,0.134495641,0.265255292,16.09287,0.065345312,0.027762127,0.00001,0.00001,0.00001,0.00001,0.00001,2,0.10348
"East India DLR, Blackwall",538732.2955,180838.0982,508,538732.2955,180838.0982,51,0.0018045,200,1,4,0.00001,1,3,3,0.00001,1940.79262,4,1,0.02117061,0.06351183,3.29738,0.002465658,0.00902429,1,0.00001,1,2,0.00001,0.00001,17.36625
"Westminster Bridge Road, Elephant & Castle",531432.3125,179418.2844,509,531432.3125,179418.2844,26,0.0062445,200,0.00001,4,1,0.00001,0.00001,3,0.00001,1694.9306,4,0.00001,0.02615193,0.06475716,20.26901,0.007849361,0.010317304,0.00001,0.00001,0.00001,1,0.00001,1,0.28207
"Gaywood  Street, Elephant & Castle",531696.3137,179156.6167,510,531696.3137,179156.6167,45,0.0112359,200,0.00001,5,1,1,1,2,0.00001,1677.9429,7,0.00001,0.06849315,0.191780821,9.93456,0.012800314,0.037890145,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.30094
"Harford Street, Mile End",536135.4504,182117.0078,511,536135.4504,182117.0078,23,0.0025901,200,1,0.00001,0.00001,2,0.00001,1,0.00001,2001.66976,4,0.00001,0.0622665,0.102117061,9.89212,0.004300082,0.015613675,1,0.00001,0.00001,0.00001,0.00001,1,0.0804
"Import Dock, Canary Wharf",537758.7771,180406.3758,512,537758.7771,180406.3758,39,0.0027,200,6,34,2,2,4,17,1,178.87322,3,1,0.07098381,0.151930261,1.63579,0.013783664,0.010667275,6,1,0.00001,10,0.00001,11,0.21326
"Watney Street, Shadwell",534954.6477,180969.5974,513,534954.6477,180969.5974,27,0.0107799,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,4449.53497,6,2,0.07222914,0.204234122,57.03843,0.007989643,0.035506701,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,4.69674
"Regent's Row , Haggerston",534471.6736,183641.7328,514,534471.6736,183641.7328,24,0.0030145,200,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,2068.34488,4,0.00001,0.164383561,0.325031133,5.40856,0.024732247,0.062111701,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0438
"Aberfeldy Street, Poplar",538489.2379,181289.1751,515,538489.2379,181289.1751,16,0.0005893,200,1,3,2,0.00001,1,3,1,1897.95083,8,0.00001,0.02864259,0.06600249,0.00001,0.005410554,0.006479969,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.04597
"Heron Quays DLR, Canary Wharf",537418.0517,180045.8155,516,537418.0517,180045.8155,27,0.00372,200,4,21,0.00001,0.00001,4,0.00001,0.00001,259.88832,7,1,0.02988792,0.05230386,10.43998,0.009634014,0.001593786,4,0.00001,0.00001,8,0.00001,0.00001,1.22942
"King Edward Street, St Pauls",532033.9058,181391.1357,517,532033.9058,181391.1357,20,0.0079289,200,2,15,4,10,8,5,0.00001,129.52256,8,1,0.095890411,0.201743462,5.0911,0.053671193,0.016458031,2,1,0.00001,3,0.00001,2,0.31055
"Page Street, Westminster",530082.3562,178886.2951,518,530082.3562,178886.2951,24,0.0055294,200,0.00001,3,3,0.00001,1,2,0.00001,1511.83573,6,0.00001,0.170610211,0.276463262,0.00001,0.05781204,0.035982555,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.15904
"Abbotsbury Road, Holland Park",524617.567,179575.897,519,524617.567,179575.897,24,0.0030417,200,0.00001,0.00001,0.00001,1,6,0.00001,0.00001,578.08557,0,0.00001,0.02864259,0.07098381,0.00001,0.003021702,0.006381158,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06343
"Ladbroke Grove Central, Ladbroke Grove",524588.5116,180711.0799,520,524588.5116,180711.0799,21,0.0026833,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,1,1232.59412,1,0.00001,0.02864259,0.04856787,6.23504,0.002213491,0.006255128,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.05937
"Rectory Square, Stepney",535853.3225,181753.1532,521,535853.3225,181753.1532,22,0.0020333,200,0.00001,0.00001,0.00001,2,0.00001,0.00001,1,1810.90479,3,0.00001,0.05603985,0.117061021,6.89056,0.009734482,0.0175213,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.08039
"Bury Place, Holborn",530307.0923,181506.5081,522,530307.0923,181506.5081,21,0.0069943,200,4,10,0.00001,1,2,3,2,1758.29999,9,0.00001,0.109589041,0.222914072,7.62573,0.060861364,0.03181236,4,0.00001,1,5,1,1,0.13245
"Preston's Road, Cubitt Town",538285.4353,179694.4341,523,538285.4353,179694.4341,26,0.001207,200,1,2,1,0.00001,1,4,0.00001,1641.14082,5,0.00001,0.02615193,0.06102117,4.9564,0.003760604,0.004750642,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.05494
"Somerset House, Strand",530725.2231,180682.71,524,530725.2231,180682.71,41,0.0126996,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,1,154.74999,2,0.00001,0.132004981,0.247820672,5.56423,0.058002759,0.034676634,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.2364
"Selby Street, Whitechapel",534456.4034,182109.1024,525,534456.4034,182109.1024,17,0.0023271,200,0.00001,0.00001,0.00001,1,2,1,0.00001,2144.13066,3,0.00001,0.05853051,0.144458281,0.00001,0.010311889,0.025633047,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.12288
"Westfield Ariel Way, White City",523344.3027,180408.8623,526,523344.3027,180408.8623,42,0.0025372,200,2,9,1,0.00001,3,31,0.00001,168.9809,8,1,0.08592777,0.210460772,0.00001,0.008786139,0.024610419,2,1,0.00001,5,0.00001,24,0.16939
"Bishop's Bridge Road West, Bayswater",525894.2551,181256.2148,527,525894.2551,181256.2148,18,0.0031256,200,0.00001,16,4,0.00001,4,14,2,3816.44303,7,0.00001,0.0871731,0.307596513,0.00001,0.007879738,0.047843688,0.00001,0.00001,0.00001,12,0.00001,0.00001,0.07275
"Pitfield Street Central, Hoxton",533063.2408,183210.2951,528,533063.2408,183210.2951,30,0.0049646,200,1,0.00001,0.00001,0.00001,1,3,0.00001,3090.39397,7,0.00001,0.07721046,0.160647571,3.8745,0.012559285,0.035112489,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.0543
"Upper Bank Street, Canary Wharf",537682.6923,180107.9344,529,537682.6923,180107.9344,36,0.0035334,200,0.00001,3,1,0.00001,4,1,2,216.23438,9,1,0.104607721,0.153175591,0.00001,0.039271617,0.007934944,0.00001,0.00001,0.00001,1,0.00001,0.00001,2.56061
"Westfield Southern Terrace ,Shepherd's Bush",523746.3447,180094.8192,530,523746.3447,180094.8192,29,0.0040695,200,0.00001,14,0.00001,0.00001,1,26,0.00001,1504.66842,5,1,0.03486924,0.113325031,19.4013,0.003830448,0.017938427,0.00001,0.00001,0.00001,7,0.00001,23,3.11001
"Greenland Road, Camden Town",528972.8946,183876.7408,531,528972.8946,183876.7408,36,0.0050377,200,5,14,2,0.00001,3,11,0.00001,1314.17145,12,1,0.08219178,0.261519302,1.5036,0.006799319,0.047008409,5,0.00001,0.00001,3,0.00001,1,0.57995
"Limerston Street, West Chelsea",526384.9687,177863.3339,532,526384.9687,177863.3339,18,0.0023646,200,1,12,3,0.00001,1,8,0.00001,1833.13479,2,0.00001,0.215442092,0.392278953,0.00001,0.033800421,0.049245027,1,0.00001,0.00001,5,0.00001,1,0.04959
"Eagle Wharf Road, Hoxton",532359.315,183345.6337,533,532359.315,183345.6337,45,0.0056582,200,0.00001,1,0.00001,0.00001,2,1,2,2506.38696,0,0.00001,0.193026151,0.318804483,28.99806,0.03391898,0.062140771,0.00001,0.00001,1,1,1,0.00001,0.04798
"Alpha Grove, Millwall",537341.5267,179448.7211,534,537341.5267,179448.7211,23,0.0014152,200,0.00001,6,0.00001,1,0.00001,3,0.00001,3731.47922,0,0.00001,0.03860523,0.05977584,0.00001,0.009034578,0.006407946,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06606
"Globe Town Market, Bethnal Green",535532.0043,182913.3953,535,535532.0043,182913.3953,20,0.0020796,200,4,3,2,0.00001,1,3,0.00001,3192.48166,4,0.00001,0.09215442,0.163138231,19.48915,0.007923968,0.028344858,4,0.00001,0.00001,1,0.00001,0.00001,0.07389
"Hollybush Gardens, Bethnal Green",534876.4923,182756.0405,536,534876.4923,182756.0405,32,0.0103046,200,2,13,1,0.00001,0.00001,5,0.00001,2191.26982,6,1,0.05479452,0.128268991,7.20302,0.007101878,0.026987368,2,0.00001,0.00001,3,0.00001,0.00001,0.31882
"Queen Street 2, Bank",532433.8469,180868.7698,537,532433.8469,180868.7698,36,0.0357818,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,110.19032,6,3,0.286425902,0.425902864,5.16729,0.126027855,0.046654205,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.27505
"Doddington Grove, Kennington",531804.2335,178149.6696,538,531804.2335,178149.6696,36,0.0037188,200,0.00001,1,0.00001,0.00001,0.00001,2,0.00001,2101.72428,0,0.00001,0.124533001,0.191780821,21.72338,0.014188861,0.042069827,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.15882
"New Cavendish Street, Marylebone",528591.9968,181657.0139,539,528591.9968,181657.0139,18,0.0034359,200,0.00001,2,6,13,2,5,1,1401.03703,0,0.00001,0.124533001,0.260273972,0.00001,0.048284744,0.035803585,0.00001,0.00001,0.00001,2,0.00001,4,0.09542
"Abingdon Green, Westminster",530181.6776,179300.4938,540,530181.6776,179300.4938,20,0.0035578,200,1,4,1,4,9,2,0.00001,289.30651,3,0.00001,0.165628891,0.272727272,0.00001,0.084173235,0.031965759,1,3,0.00001,3,0.00001,2,0.17713
"Ilchester Gardens, Bayswater",525624.4326,180828.9228,541,525624.4326,180828.9228,21,0.0043664,200,0.00001,6,0.00001,1,1,5,1,1940.70172,1,1,0.122042341,0.205479452,0.00001,0.014638804,0.02887475,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.12542
"Mudchute DLR, Cubitt Town",537944.0516,178728.506,542,537944.0516,178728.506,31,0.0015196,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,875.29098,5,1,0.01369863,0.03486924,5.622,0.001378605,0.001679775,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.18153
"Monument Street, Monument",532998.0013,180715.7805,543,532998.0013,180715.7805,22,0.0163055,200,0.00001,2,0.00001,0.00001,0.00001,1,0.00001,50.0038,8,1,0.244084682,0.362391033,0.00001,0.085389353,0.05100797,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.23723
"Hoxton Street, Hoxton",533274.4767,182933.7653,544,533274.4767,182933.7653,27,0.0052091,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,2348.69273,6,0.00001,0.02988792,0.09339975,9.65289,0.006424279,0.015850728,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.06536
"Drayton Gardens, West Chelsea",526508.5819,178046.7265,545,526508.5819,178046.7265,18,0.0025729,200,0.00001,19,0.00001,5,3,16,0.00001,2353.84855,2,0.00001,0.159402241,0.308841843,0.00001,0.034418544,0.040156445,0.00001,0.00001,0.00001,10,0.00001,6,0.05401
"Greenberry Street, St.John's Wood",527122.8453,183104.9043,546,527122.8453,183104.9043,26,0.0030947,200,0.00001,7,3,1,5,15,0.00001,2076.53884,2,0.00001,0.04234122,0.07098381,0.00001,0.006154549,0.009473591,0.00001,0.00001,0.00001,4,0.00001,9,0.03597
"Bishop's Bridge Road East, Bayswater",526117.3432,181358.2418,547,526117.3432,181358.2418,20,0.0056103,200,0.00001,0.00001,0.00001,1,1,0.00001,0.00001,3204.76029,4,0.00001,0.06973848,0.113325031,0.00001,0.010798567,0.01564061,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06757
"Northdown Street, King's Cross",530546.7549,183026.6666,548,530546.7549,183026.6666,21,0.0053974,200,0.00001,7,1,0.00001,3,2,0.00001,2065.08593,5,0.00001,0.05853051,0.133250311,15.58289,0.007353975,0.022156961,0.00001,0.00001,0.00001,5,0.00001,1,0.0627
"Kingsway Southbound, Strand",530702.648,181117.0623,549,530702.648,181117.0623,33,0.0205284,200,0.00001,3,0.00001,0.00001,0.00001,0.00001,0.00001,500.20652,5,0.00001,0.118306351,0.295143213,0.00001,0.063585123,0.040939076,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.14179
"Hammersmith Road, Hammersmith",523678.6971,178642.5104,550,523678.6971,178642.5104,22,0.0020119,200,0.00001,6,4,0.00001,4,2,0.00001,1042.04542,4,0.00001,0.136986301,0.239103362,17.2244,0.022716963,0.028729754,0.00001,1,0.00001,2,0.00001,0.00001,0.05121
"Parson's Green , Parson's Green",525127.6281,176401.2754,551,525127.6281,176401.2754,21,0.0023128,200,0.00001,1,0.00001,0.00001,0.00001,1,0.00001,1534.98512,4,0.00001,0.113325031,0.242839352,9.00187,0.015907433,0.034939903,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0828
"Fulham Park Road, Fulham",524561.768,176471.915,552,524561.768,176471.915,27,0.0023668,200,2,5,0.00001,0.00001,1,1,1,2246.2887,2,0.00001,0.06973848,0.146948941,0.00001,0.001604364,0.021749347,2,0.00001,0.00001,1,0.00001,0.00001,0.05015
"Southerton Road, Hammersmith",523095.3905,178768.6909,553,523095.3905,178768.6909,38,0.0025329,200,0.00001,4,0.00001,0.00001,2,0.00001,1,1511.49851,2,0.00001,0.103362391,0.164383561,0.00001,0.01407186,0.02420949,0.00001,1,0.00001,1,0.00001,0.00001,0.0361
"Manbre Road, Hammersmith",523436.0573,177805.714,554,523436.0573,177805.714,28,0.0027261,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,1631.26465,0,0.00001,0.05105853,0.120797011,1.45913,0.003470317,0.01374198,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.02902
"South Lambeth Road, Vauxhall",530329.6525,177531.3933,555,530329.6525,177531.3933,21,0.0020422,200,0.00001,4,0.00001,0.00001,2,1,0.00001,1008.75515,4,0.00001,0.136986301,0.252801992,9.41404,0.015524076,0.055743771,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.21172
"BBC White City, White City",523204.1992,181028.7928,556,523204.1992,181028.7928,36,0.0014493,200,0.00001,11,0.00001,0.00001,1,3,1,407.35952,3,0.00001,0.097135741,0.180572851,30.76403,0.020973606,0.016854561,0.00001,0.00001,1,2,0.00001,1,0.0361
"Union Grove, Wandsworth Road",529694.221,176544.5465,557,529694.221,176544.5465,45,0.0062637,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,1882.84341,4,0.00001,0.07721046,0.164383561,3.95543,0.002022872,0.032314381,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.07391
"Caldwell Street, Stockwell",530889.4287,177116.7907,558,530889.4287,177116.7907,44,0.004631,200,0.00001,2,0.00001,0.00001,0.00001,4,0.00001,2843.06939,3,0.00001,0.115815691,0.202988792,16.62951,0.012071912,0.045451257,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.10989
"St Martins Close, Camden Town",529200.7833,183856.1265,559,529200.7833,183856.1265,18,0.0019604,200,0.00001,0.00001,0.00001,0.00001,4,0.00001,0.00001,1785.06888,4,0.00001,0.04109589,0.07970112,18.48585,0.006120418,0.012850985,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.08767
"Seymour Place, Marylebone",527501.3022,181754.5174,560,527501.3022,181754.5174,29,0.0057409,200,0.00001,8,2,1,5,15,0.00001,2372.7459,2,0.00001,0.104607721,0.231631382,55.48716,0.017753411,0.0360234,0.00001,0.00001,0.00001,4,0.00001,1,0.2042
"Addison Road, Holland Park",524267.8408,179883.9073,561,524267.8408,179883.9073,26,0.0030351,200,0.00001,0.00001,0.00001,3,0.00001,0.00001,3,986.33351,1,0.00001,0.0622665,0.114570361,13.69155,0.00808148,0.016436657,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.11504
"Putney Bridge Station, Fulham",524405.0403,175945.326,562,524405.0403,175945.326,21,0.0018207,200,2,10,0.00001,0.00001,11,7,0.00001,638.5151,11,1,0.07098381,0.141967621,3.56598,0.003524488,0.017238818,2,0.00001,0.00001,1,0.00001,1,0.22326
"Colet Gardens, Hammersmith",523916.6591,178412.8643,563,523916.6591,178412.8643,30,0.0042856,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1441.74109,1,1,0.02366127,0.02864259,4.43952,0.001279692,0.004168049,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.17851
"Sugden Road, Clapham",528064.4874,175625.2641,564,528064.4874,175625.2641,19,0.0013999,200,1,18,1,2,3,11,0.00001,2143.17545,4,0.00001,0.09090909,0.134495641,0.00001,0.007506103,0.024438773,1,0.00001,0.00001,7,0.00001,2,0.0371
"Danvers Street, West Chelsea",527023.236,177541.0545,565,527023.236,177541.0545,21,0.0023531,200,0.00001,2,0.00001,4,4,0.00001,0.00001,781.85041,4,0.00001,0.0747198,0.155666251,0.00001,0.007476799,0.020763851,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.04284
"Princedale Road , Holland Park",524430.2512,180136.1235,566,524430.2512,180136.1235,20,0.0025354,200,0.00001,1,1,1,1,4,0.00001,1371.48791,3,0.00001,0.07098381,0.151930261,15.23373,0.006646341,0.018204063,0.00001,0.00001,0.00001,1,0.00001,1,0.10785
"Wandsworth Rd, Isley Court, Wandsworth Road",529166.5927,176108.994,567,529166.5927,176108.994,30,0.0020079,200,0.00001,1,0.00001,0.00001,5,2,0.00001,1577.42347,4,0.00001,0.07098381,0.136986301,19.23316,0.005475525,0.023728229,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.0541
"Woodstock Grove, Shepherd's Bush",523818.7536,179850.9785,568,523818.7536,179850.9785,24,0.0044005,200,4,9,1,1,3,13,0.00001,2262.78846,12,2,0.08343711,0.216687422,1.52837,0.006231617,0.032089346,4,1,0.00001,0.00001,0.00001,3,2.30811
"London Fields, Hackney Central",534716.7581,184261.1284,569,534716.7581,184261.1284,21,0.0011705,200,0.00001,5,0.00001,0.00001,1,3,0.00001,693.74663,1,1,0.171855541,0.343711083,6.12024,0.028749866,0.067766752,0.00001,0.00001,0.00001,2,0.00001,0.00001,0.23353
"Finlay Street, Fulham",523992.2822,176831.9805,570,523992.2822,176831.9805,24,0.0014138,200,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1805.75568,3,0.00001,0.07721046,0.159402241,0.00001,0.003230431,0.020199772,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.02764
"Aintree Street, Fulham",524399.7549,177303.2603,571,524399.7549,177303.2603,24,0.0023351,200,0.00001,3,0.00001,0.00001,0.00001,3,0.00001,2738.98549,3,0.00001,0.118306351,0.184308841,0.00001,0.006140592,0.026451222,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03669
"Elysium Place, Fulham",524573.287,176204.1164,572,524573.287,176204.1164,21,0.0021925,200,0.00001,1,0.00001,0.00001,0.00001,4,1,1943.33987,2,0.00001,0.06849315,0.100871731,12.71163,0.006587992,0.012540452,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.06134
