index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,finance,food_drink,hospital,residence,leisure,shopping,school,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance1,leisure1,residence1,restaurant,university,shopping1,tube_acce
"South Parade, Chelsea",526785.7632,178253.0948,396,526785.7632,178253.0948,18,0.0027864,200,0.00001,2,0.00001,2,1,6,0.00001,1244.21046,3,0.00001,0.08219178,0.180572851,0.00001,0.020180117,0.019727444,0.00001,0.00001,0.00001,1,0.00001,4,0.06364
"Crinan Street, King's Cross",530338.0705,183406.4834,397,530338.0705,183406.4834,20,0.0031911,200,0.00001,9,0.00001,1,4,5,0.00001,1073.79754,5,0.00001,0.04483188,0.133250311,10.51636,0.008756733,0.020072147,0.00001,0.00001,1,3,0.00001,3,0.05485
"Exhibition Road Museums 1, South Kensington",526865.4291,179083.5906,398,526865.4291,179083.5906,13,0.0078608,200,0.00001,11,2,4,2,3,0.00001,358.4938,3,0.00001,0.07222914,0.300124533,0.00001,0.021545317,0.026141861,0.00001,0.00001,0.00001,6,0.00001,2,0.12283
"Wren Street, Holborn",530783.4521,182313.6859,399,530783.4521,182313.6859,33,0.0067069,200,0.00001,7,0.00001,7,1,0.00001,1,2156.51191,4,0.00001,0.109589041,0.190535491,6.4316,0.045447615,0.031710837,0.00001,0.00001,4,0.00001,0.00001,0.00001,0.07415
"Kennington Station, Kennington",531630.0379,178352.0388,400,531630.0379,178352.0388,23,0.0033362,200,0.00001,0.00001,0.00001,0.00001,1,1,0.00001,2792.37027,6,1,0.08219178,0.158156911,21.72338,0.008496718,0.033330089,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1.0049
"Red Lion Street, Holborn",530774.5452,181604.6948,401,530774.5452,181604.6948,36,0.0092497,200,2,5,0.00001,2,1,4,0.00001,535.82078,4,0.00001,0.139476961,0.327521793,8.6521,0.078195999,0.036561396,2,0.00001,1,2,0.00001,1,0.11426
"Vauxhall Walk, Vauxhall",530563.8051,178248.3903,402,530563.8051,178248.3903,27,0.0058016,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1153.05116,3,0.00001,0.06724782,0.129514321,7.51072,0.021486832,0.024862146,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.41018
"Killick Street, King's Cross",530581.9016,183331.4982,403,530581.9016,183331.4982,22,0.0037263,200,0.00001,6,0.00001,2,3,4,0.00001,2075.48986,3,0.00001,0.02988792,0.08841843,4.67958,0.005602279,0.019541849,0.00001,0.00001,0.00001,3,0.00001,2,0.05347
"Kennington Oval, Oval",531114.4988,177708.6957,404,531114.4988,177708.6957,33,0.0037479,200,1,4,1,2,4,2,1,1829.97541,7,1,0.115815691,0.199252802,17.79517,0.017690482,0.040965006,1,0.00001,1,0.00001,0.00001,0.00001,0.26878
"Sail Street, Vauxhall",530969.2708,179098.0181,405,530969.2708,179098.0181,24,0.0048443,200,0.00001,1,0.00001,1,1,1,0.00001,1646.29673,4,0.00001,0.06724782,0.140722291,2.59934,0.017143346,0.029508972,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.20492
"Walmer Road, Avondale",524225.6673,180536.9646,406,524225.6673,180536.9646,24,0.0030877,200,0.00001,1,0.00001,2,0.00001,5,0.00001,1622.37005,0,0.00001,0.04234122,0.0871731,11.60619,0.004285014,0.011223144,0.00001,0.00001,0.00001,1,0.00001,1,0.07532
"Philpot Street, Whitechapel",534799.0681,181377.2968,407,534799.0681,181377.2968,30,0.0039453,200,5,3,4,0.00001,3,2,0.00001,1718.68376,2,0.00001,0.095890411,0.155666251,14.17487,0.012799538,0.02315342,5,1,0.00001,0.00001,0.00001,1,0.10094
"Bethnal Green Garden, Bethnal Green",535012.2088,182545.453,408,535012.2088,182545.453,24,0.0035182,200,1,5,0.00001,0.00001,2,0.00001,0.00001,2631.96815,5,1,0.06973848,0.179327521,0.00001,0.007290613,0.031112462,1,1,0.00001,1,0.00001,0.00001,0.31681
"Cheshire Street, Bethnal Green",534334.8053,182325.4711,409,534334.8053,182325.4711,28,0.0040203,200,0.00001,0.00001,1,0.00001,0.00001,2,0.00001,2061.03344,4,0.00001,0.07098381,0.141967621,10.12466,0.00734158,0.025688217,0.00001,0.00001,0.00001,0.00001,0.00001,2,0.10976
"York Hall, Bethnal Green",534950.1583,182901.6185,410,534950.1583,182901.6185,27,0.0044984,200,0.00001,7,0.00001,0.00001,1,0.00001,3,1636.54039,6,0.00001,0.109589041,0.205479452,18.03181,0.014396542,0.038127803,0.00001,0.00001,2,1,1,0.00001,0.2221
"Jubilee Crescent, Cubitt Town",538422.5799,179046.7702,411,538422.5799,179046.7702,54,0.0020698,200,0.00001,1,0.00001,0.00001,1,0.00001,0.00001,1642.59167,4,0.00001,0.02864259,0.04234122,0.00001,0.003907103,0.00321435,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03946
"Fisherman's Walk West, Canary Wharf",537305.5876,180440.8132,412,537305.5876,180440.8132,36,0.0026382,200,0.00001,21,3,1,23,23,0.00001,109.90258,6,2,0.05728518,0.141967621,144.54827,0.021320297,0.010559052,0.00001,1,0.00001,6,0.00001,15,0.14443
"Shadwell Station, Shadwell",534917.9355,180921.1395,413,534917.9355,180921.1395,35,0.0137014,200,2,7,1,1,6,5,0.00001,3391.7389,6,2,0.099626401,0.199252802,57.03843,0.014895615,0.036342011,2,0.00001,0.00001,0.00001,0.00001,0.00001,12.25488
"Jubilee Street, Stepney",535186.6666,181468.2753,414,535186.6666,181468.2753,28,0.0040735,200,1,0.00001,0.00001,0.00001,1,0.00001,0.00001,3343.55418,2,0.00001,0.07347447,0.133250311,0.00001,0.010791316,0.024062261,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.08532
"Hermitage Court, Wapping",534495.1523,180198.1764,415,534495.1523,180198.1764,16,0.0017278,200,0.00001,2,1,0.00001,2,2,0.00001,1801.90409,4,0.00001,0.08966376,0.133250311,3.01377,0.01107558,0.029618677,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.09756
"St. Katharine's Way, Tower",534006.3457,180295.0787,416,534006.3457,180295.0787,24,0.0033386,200,0.00001,9,0.00001,0.00001,5,3,0.00001,699.38148,0,0.00001,0.099626401,0.160647571,0.00001,0.016705045,0.023667016,0.00001,1,0.00001,5,0.00001,1,0.11642
"Garnet Street, Shadwell",535068.5948,180628.3062,417,535068.5948,180628.3062,24,0.0026768,200,0.00001,0.00001,0.00001,0.00001,1,1,0.00001,1575.36692,0,0.00001,0.05853051,0.114570361,166.0388,0.009871523,0.021653138,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.13412
"Napier Avenue, Millwall",537456.3846,178379.5515,418,537456.3846,178379.5515,20,0.0005101,200,0.00001,1,0.00001,0.00001,2,0.00001,0.00001,1332.77548,3,0.00001,0.02366127,0.03611457,0.00001,0.000340378,0.003410236,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.033
"East Ferry Road, Cubitt Town",537943.0989,179148.9515,419,537943.0989,179148.9515,17,0.0008993,200,1,2,2,0.00001,6,3,0.00001,662.52539,6,1,0.01369863,0.05105853,53.6478,0.002595024,0.005260475,1,1,0.00001,0.00001,0.00001,0.00001,0.11741
"Parkway, Camden Town",528775.7878,183756.3244,420,528775.7878,183756.3244,33,0.0047049,200,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,1515.84207,6,0.00001,0.06351183,0.128268991,2.84152,0.004773426,0.028391763,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.12197
"Castlehaven Road, Camden Town",528712.8381,184208.0736,421,528712.8381,184208.0736,29,0.0030358,200,1,5,0.00001,1,9,5,0.00001,959.13811,5,0.00001,0.0871731,0.234122042,54.79563,0.008448346,0.043639985,1,2,0.00001,1,0.00001,3,0.06352
"Wapping Lane, Wapping",534917.4505,180218.8643,422,534917.4505,180218.8643,28,0.0026143,200,0.00001,5,0.00001,0.00001,1,3,0.00001,1998.50496,8,1,0.108343711,0.194271481,0.00001,0.021462615,0.035873832,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.20258
"Gunmakers Lane, Old Ford",536498.8049,183633.8464,423,536498.8049,183633.8464,17,0.0012526,200,0.00001,2,0.00001,0.00001,4,1,0.00001,2438.24683,2,0.00001,0.07222914,0.144458281,24.12727,0.001707734,0.024537265,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04393
"Burdett Road, Mile End",536843.0612,181536.4992,424,536843.0612,181536.4992,33,0.0025995,200,1,0.00001,0.00001,0.00001,1,0.00001,0.00001,2242.64495,6,0.00001,0.09464508,0.178082191,0.00001,0.008049025,0.030886658,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.06072
"Aston Street, Stepney",536187.1453,181497.6194,425,536187.1453,181497.6194,26,0.0023002,200,0.00001,1,0.00001,1,4,1,0.00001,2425.09575,0,0.00001,0.05230386,0.113325031,6.44831,0.003386916,0.014010403,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.09897
"Bonny Street, Camden Town",529164.0888,184168.0138,426,529164.0888,184168.0138,45,0.0038437,200,0.00001,7,2,2,2,5,0.00001,1751.0332,10,1,0.144458281,0.232876712,27.11795,0.020404618,0.043065216,0.00001,0.00001,0.00001,3,0.00001,1,0.42185
"Thurtle Road, Haggerston",533833.7001,183525.7879,427,533833.7001,183525.7879,22,0.0035819,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,2562.91304,2,0.00001,0.05728518,0.107098381,1.63672,0.00774388,0.018366072,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05252
"St. Mary & St. Michael Church, Stepney",535261.4149,181269.5763,428,535261.4149,181269.5763,25,0.0037779,200,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,2550.52578,5,0.00001,0.01992528,0.04109589,0.00001,0.00279436,0.008157958,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.09516
"Pitfield Street North,Hoxton",533090.7047,183598.6647,429,533090.7047,183598.6647,28,0.0032945,200,0.00001,3,0.00001,0.00001,2,5,0.00001,2582.09489,0,0.00001,0.189290161,0.281444582,9.14527,0.029369032,0.052501931,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04569
"Whiston Road, Haggerston",533518.75,183487.4542,430,533518.75,183487.4542,21,0.0029958,200,0.00001,1,1,0.00001,0.00001,0.00001,0.00001,2250.09096,6,0.00001,0.05230386,0.139476961,55.02864,0.010549994,0.022742419,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0585
"Southern Grove, Bow",536720.7563,182349.629,431,536720.7563,182349.629,17,0.0016946,200,1,0.00001,0.00001,2,26,0.00001,0.00001,2229.80889,0,0.00001,0.05230386,0.104607721,99.49241,0.002122297,0.014739181,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.14659
"Cantrell Road, Bow",537278.4216,182143.7461,432,537278.4216,182143.7461,24,0.0019134,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1,1545.47266,0,0.00001,0.03860523,0.06351183,0.00001,0.002837183,0.010724566,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06149
"Lindfield Street, Poplar",537456.0241,181285.3448,433,537456.0241,181285.3448,44,0.0031478,200,0.00001,0.00001,0.00001,0.00001,0.00001,2,0.00001,2017.93725,3,0.00001,0.05230386,0.118306351,15.73057,0.005169149,0.01746802,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06064
"Mostyn Grove, Bow",537060.9764,183142.188,434,537060.9764,183142.188,46,0.004318,200,0.00001,0.00001,0.00001,0.00001,1,1,0.00001,3521.29343,2,0.00001,0.05728518,0.097135741,3.92513,0.003530054,0.012112814,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.07806
"Hewison Street, Old Ford",536867.0355,183435.4143,435,536867.0355,183435.4143,19,0.0014625,200,1,4,0.00001,2,1,1,1,2245.77004,2,0.00001,0.0622665,0.156911581,39.92913,0.001772632,0.02617903,1,0.00001,0.00001,1,0.00001,0.00001,0.05344
"Malmesbury Road, Bow",536912.1831,183019.5145,436,536912.1831,183019.5145,21,0.0022188,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,4000.11585,1,0.00001,0.02366127,0.04607721,0.00001,0.002431203,0.006389378,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.09231
"Millharbour, Millwall",537594.5785,179325.1249,437,537594.5785,179325.1249,19,0.001172,200,0.00001,3,0.00001,0.00001,1,0.00001,0.00001,1684.38809,0,0.00001,0.01867995,0.03237858,15.34777,0.000210964,0.004228278,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.06957
"Gascoyne Road, Victoria Park",536118.3518,184334.4086,438,536118.3518,184334.4086,20,0.0006816,200,0.00001,0.00001,0.00001,0.00001,2,0.00001,0.00001,535.88625,1,0.00001,0.03985056,0.113325031,19.79912,0.005390932,0.016879335,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03188
"Lightermans Road, Millwall",537521.632,179643.0688,439,537521.632,179643.0688,31,0.0021309,200,1,3,0.00001,1,6,3,2,4195.39475,2,0.00001,0.0498132,0.07845579,0.00001,0.005153767,0.011575285,1,1,2,3,1,0.00001,0.10052
"Stebondale Street, Cubitt Town",538309.0342,178562.6591,440,538309.0342,178562.6591,29,0.0014096,200,0.00001,3,1,1,2,3,0.00001,1304.62721,5,1,0.01369863,0.0373599,14.14757,0.004224014,0.003866407,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.09871
"Spindrift Avenue, Millwall",537645.6941,178761.8938,441,537645.6941,178761.8938,36,0.0016396,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,2958.82045,2,0.00001,0.03237858,0.06102117,0.00001,0.003524566,0.008909173,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05581
"Stepney Green Station, Stepney",535615.8467,182133.1441,442,535615.8467,182133.1441,21,0.002134,200,2,10,1,0.00001,1,5,0.00001,2498.79083,9,1,0.115815691,0.285180572,26.81865,0.014158101,0.044058068,2,1,0.00001,5,0.00001,0.00001,11.0953
"Pott Street, Bethnal Green",534810.7799,182707.8908,443,534810.7799,182707.8908,20,0.0061572,200,0.00001,1,0.00001,0.00001,0.00001,1,0.00001,2436.4617,4,0.00001,0.07347447,0.206724782,7.20302,0.007407857,0.039244746,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.21799
"Flamborough Street, Limehouse",536173.4909,181149.4791,444,536173.4909,181149.4791,25,0.0018457,200,2,2,0.00001,1,1,4,1,1631.00163,4,2,0.122042341,0.240348692,18.55118,0.009546545,0.03808785,2,0.00001,1,1,1,0.00001,1387.75155
"Saunders Ness Road, Cubitt Town",538331.0172,178346.5005,445,538331.0172,178346.5005,35,0.0013969,200,0.00001,1,0.00001,1,1,2,1,953.14442,4,1,0.0373599,0.08841843,14.14757,0.003407874,0.009749069,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.09324
"Exhibition Road Museums 2, South Kensington",526874.5331,179025.8764,446,526874.5331,179025.8764,14,0.0129491,200,0.00001,12,2,0.00001,2,8,0.00001,532.27757,6,0.00001,0.06351183,0.226650062,0.00001,0.018150239,0.022670261,0.00001,0.00001,0.00001,5,0.00001,2,0.16385
"Albert Gardens, Stepney",535564.2559,181189.441,447,535564.2559,181189.441,33,0.0034076,200,0.00001,1,0.00001,0.00001,1,2,0.00001,3006.83339,3,0.00001,0.06849315,0.140722291,0.00001,0.003919664,0.026063833,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.08331
"Bromley High Street, Bow",537917.8881,182978.3734,448,537917.8881,182978.3734,24,0.0009644,200,0.00001,0.00001,0.00001,0.00001,6,0.00001,0.00001,2313.12913,3,0.00001,0.06102117,0.08219178,0.89538,0.002759395,0.013106995,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05719
"Old Ford Road, Bethnal Green",535492.3804,183165.9322,449,535492.3804,183165.9322,24,0.0024065,200,0.00001,2,0.00001,1,1,2,0.00001,2268.80893,1,0.00001,0.05977584,0.103362391,0.00001,0.005644496,0.013201732,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.0599
"Granby Street, Shoreditch",534015.5144,182515.2585,450,534015.5144,182515.2585,37,0.0057626,200,0.00001,11,0.00001,0.00001,1,4,0.00001,2637.68977,2,0.00001,0.097135741,0.251556662,144.55088,0.011968386,0.044178575,0.00001,0.00001,0.00001,5,0.00001,1,0.07368
"Canton Street, Poplar",537103.8891,181056.3534,451,537103.8891,181056.3534,23,0.0017192,200,1,5,1,1,0.00001,2,0.00001,3209.71077,7,0.00001,0.02117061,0.07721046,26.04592,0.005988968,0.010433087,1,0.00001,0.00001,1,0.00001,0.00001,0.08605
"Reardon Street, Wapping",534830.3306,180454.9721,452,534830.3306,180454.9721,22,0.0025107,200,3,3,1,1,3,3,0.00001,1514.21701,3,0.00001,0.08219178,0.188044831,35.17936,0.008040369,0.03341958,3,0.00001,0.00001,1,0.00001,0.00001,0.1128
"Pennington Street, Wapping",534380.2392,180635.4829,453,534380.2392,180635.4829,45,0.0063966,200,1,1,0.00001,0.00001,0.00001,0.00001,0.00001,1101.55283,4,0.00001,0.06600249,0.098381071,0.00001,0.014640124,0.01490364,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.10417
"Queen Mary's, Mile End",535978.0736,182219.6441,454,535978.0736,182219.6441,45,0.0051065,200,0.00001,3,0.00001,0.00001,1,0.00001,1,2200.9081,5,0.00001,0.109589041,0.216687422,1.13156,0.012322018,0.02169573,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.08647
"Maplin Street, Mile End",536601.3759,182568.6455,455,536601.3759,182568.6455,39,0.0041686,200,0.00001,2,1,0.00001,1,3,0.00001,2020.23043,7,1,0.09215442,0.175591531,19.90321,0.00641133,0.021505637,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1.14647
"Bow Church Station, Bow",537535.3486,182887.6138,456,537535.3486,182887.6138,39,0.002256,200,1,6,1,3,4,6,0.00001,2262.74421,8,1,0.09090909,0.179327521,51.14018,0.00304773,0.030048216,1,0.00001,1,1,0.00001,1,0.13359
"Devons Road, Bow",537757.4183,182553.7797,457,537757.4183,182553.7797,39,0.0019188,200,0.00001,1,3,2,3,0.00001,2,3069.52244,0,0.00001,0.04483188,0.115815691,0.00001,0.007705805,0.014717631,0.00001,0.00001,2,0.00001,0.00001,0.00001,0.0585
"Merchant Street, Bow",536923.9129,182695.5386,458,536923.9129,182695.5386,27,0.0031612,200,1,0.00001,0.00001,2,0.00001,1,0.00001,2538.51421,4,1,0.05105853,0.104607721,2.30153,0.002647965,0.017282818,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.18396
"Bow Road Station, Bow",537080.5789,182754.5282,459,537080.5789,182754.5282,41,0.0045102,200,0.00001,1,1,2,1,0.00001,1,2608.59908,3,1,0.08219178,0.143212951,57.20531,0.007185335,0.02353349,0.00001,0.00001,1,0.00001,0.00001,0.00001,2.07265
"Furze Green, Bow",537374.3987,181897.5539,460,537374.3987,181897.5539,36,0.0027078,200,0.00001,0.00001,0.00001,0.00001,0.00001,2,0.00001,2391.97963,6,0.00001,0.07347447,0.140722291,0.00001,0.004770939,0.020288061,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05337
"Ansell House, Stepney",535083.6433,181918.955,461,535083.6433,181918.955,41,0.0052709,200,2,7,1,4,3,5,0.00001,2497.40652,5,0.00001,0.08966376,0.214196762,7.70897,0.008227502,0.03206085,2,0.00001,0.00001,4,0.00001,0.00001,0.09229
"Cephas Street, Bethnal Green",535042.5164,182194.1749,462,535042.5164,182194.1749,24,0.0030917,200,1,4,1,0.00001,0.00001,2,0.00001,3134.40149,4,0.00001,0.06973848,0.181818181,0.00001,0.016810957,0.037463243,1,0.00001,0.00001,1,0.00001,0.00001,0.13147
"Bonner Gate, Victoria Park",535375.6945,183411.4291,463,535375.6945,183411.4291,21,0.0017041,200,0.00001,0.00001,0.00001,0.00001,9,1,0.00001,1052.24106,1,0.00001,0.09339975,0.205479452,2.59328,0.006570943,0.03362827,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04994
"Cleveland Way, Stepney",535289.0567,182018.8504,464,535289.0567,182018.8504,36,0.0044889,200,1,0.00001,0.00001,0.00001,0.00001,2,0.00001,2471.5482,3,0.00001,0.113325031,0.266500622,74.76056,0.014325237,0.047891045,1,0.00001,0.00001,0.00001,0.00001,1,0.10015
"St. John's Park, Cubitt Town",538269.7217,179379.4709,465,538269.7217,179379.4709,30,0.0015164,200,1,1,1,0.00001,1,1,0.00001,2825.57056,3,0.00001,0.02739726,0.03860523,0.00001,0.002741777,0.001842561,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.05468
"Ackroyd Drive, Bow",536996.459,182006.5137,466,536996.459,182006.5137,29,0.0024741,200,0.00001,0.00001,0.00001,0.00001,9,1,0.00001,1974.76847,2,0.00001,0.06849315,0.133250311,7.35535,0.004069755,0.017409934,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.06335
"Bell Lane, Liverpool Street",533599.3518,181592.3541,467,533599.3518,181592.3541,23,0.0051595,200,3,39,1,1,17,14,3,1572.56518,5,0.00001,0.124533001,0.231631382,0.00001,0.043397243,0.036078275,3,3,1,18,2,6,0.12616
"Clarkson Street, Bethnal Green",534730.8566,182878.6099,468,534730.8566,182878.6099,31,0.0053953,200,2,4,0.00001,0.00001,2,3,0.00001,2687.73869,1,0.00001,0.0498132,0.08966376,40.25917,0.005098888,0.016848331,2,0.00001,0.00001,0.00001,0.00001,0.00001,0.11909
"Fournier Street, Whitechapel",533692.0586,181806.1341,469,533692.0586,181806.1341,18,0.0045824,200,1,0.00001,0.00001,0.00001,1,1,0.00001,1177.42401,5,0.00001,0.09464508,0.312577833,0.00001,0.028019831,0.053308765,1,1,0.00001,0.00001,0.00001,1,0.09969
"Fore Street, Guildhall",532615.2108,181608.4846,470,532615.2108,181608.4846,19,0.0067602,200,1,2,0.00001,0.00001,2,0.00001,1,409.90873,5,1,0.112079701,0.191780821,19.17095,0.0581291,0.019689597,1,0.00001,0.00001,0.00001,1,0.00001,0.70646
"Westferry DLR, Limehouse",537085.5227,180777.3518,471,537085.5227,180777.3518,41,0.0029357,200,0.00001,2,1,0.00001,2,1,0.00001,1995.76968,4,1,0.08966376,0.191780821,2.05635,0.014868767,0.029413828,0.00001,1,0.00001,1,0.00001,0.00001,1.19369
"Sutton Street, Shadwell",535159.3813,180923.4602,472,535159.3813,180923.4602,33,0.0046263,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,3080.99961,5,1,0.08094645,0.194271481,49.71775,0.009034405,0.032969427,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.20017
"Pritchard's Road, Bethnal Green",534569.2387,183248.8354,473,534569.2387,183248.8354,30,0.0033277,200,1,2,0.00001,0.00001,0.00001,2,0.00001,2964.90693,2,0.00001,0.164383561,0.295143213,13.32499,0.028098456,0.049929555,1,0.00001,0.00001,0.00001,0.00001,1,0.05765
"Watney Market, Stepney",535015.0698,181282.4809,474,535015.0698,181282.4809,51,0.0079015,200,2,5,1,0.00001,2,13,0.00001,3125.68187,3,0.00001,0.03860523,0.144458281,14.17487,0.003397269,0.023567926,2,0.00001,0.00001,0.00001,0.00001,8,0.11883
"Portman Square, Marylebone",528077.4795,181312.9041,475,528077.4795,181312.9041,17,0.0040407,200,2,1,0.00001,0.00001,1,1,0.00001,657.71973,6,0.00001,0.128268991,0.212951432,0.00001,0.045631192,0.015814313,2,0.00001,0.00001,1,0.00001,1,0.09723
"Russell Gardens, Olympia",524253.1823,179419.5571,476,524253.1823,179419.5571,24,0.0028292,200,0.00001,5,3,0.00001,1,1,0.00001,2234.75998,2,0.00001,0.04856787,0.08592777,9.42338,0.004718875,0.014396923,0.00001,0.00001,0.00001,2,0.00001,0.00001,0.07259
"Chrisp Street Market, Poplar",537881.9921,181011.2389,477,537881.9921,181011.2389,18,0.0011117,200,2,15,2,1,10,10,1,1970.51963,7,1,0.03113325,0.097135741,6.62819,0.002246192,0.011423684,2,0.00001,0.00001,2,1,2,0.10901
"Ford Road, Old Ford",536524.4241,183341.6553,478,536524.4241,183341.6553,18,0.0014878,200,0.00001,14,1,0.00001,2,12,0.00001,2354.40391,4,0.00001,0.07845579,0.174346201,0.00001,0.008965567,0.033176379,0.00001,0.00001,0.00001,2,0.00001,3,0.05295
"Antill Road, Mile End",536235.9051,182855.9928,479,536235.9051,182855.9928,30,0.002661,200,1,0.00001,0.00001,1,7,1,0.00001,1833.94291,4,0.00001,0.06973848,0.156911581,2.97502,0.004584629,0.024975285,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.08625
"Teviot Street, Poplar",538058.6701,181862.177,480,538058.6701,181862.177,33,0.0014046,200,0.00001,1,0.00001,0.00001,1,1,0.00001,2031.27732,6,0.00001,0.0124533,0.04607721,18.3904,0.000336163,0.004275995,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04675
"Bancroft Road, Bethnal Green",535565.6594,182594.0846,481,535565.6594,182594.0846,21,0.0020194,200,0.00001,0.00001,0.00001,1,0.00001,2,0.00001,2159.31588,2,0.00001,0.08468244,0.154420921,5.72741,0.00685045,0.023454223,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.08646
"Driffield Road, Old Ford",536220.385,183516.5923,482,536220.385,183516.5923,19,0.0013447,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,2169.43805,0,0.00001,0.102117061,0.188044831,4.08882,0.004375961,0.03165063,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04443
"Clinton Road, Mile End",536341.4334,182607.6474,483,536341.4334,182607.6474,36,0.0036461,200,2,0.00001,0.00001,2,13,0.00001,0.00001,1147.78446,10,1,0.06351183,0.154420921,1.6324,0.005877208,0.025798671,2,0.00001,1,0.00001,0.00001,0.00001,0.24266
"Langdon Park, Poplar",537936.6128,181487.2841,484,537936.6128,181487.2841,24,0.0012669,200,0.00001,2,0.00001,1,1,2,0.00001,1283.46139,8,1,0.01494396,0.04109589,3.41391,0.000147698,0.005018658,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.57236
"Lancaster Gate , Bayswater",526415.4906,180763.5725,485,526415.4906,180763.5725,38,0.0051681,200,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.00001,2111.26339,3,0.00001,0.102117061,0.189290161,0.00001,0.004100639,0.027802928,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.09137
"Blythe Road, Olympia",524107.9706,179069.5258,486,524107.9706,179069.5258,24,0.002533,200,0.00001,7,1,0.00001,1,8,1,1872.06407,0,0.00001,0.04732254,0.127023661,0.00001,0.001871749,0.017876756,0.00001,0.00001,0.00001,4,0.00001,1,0.0587
"Lancaster Drive, Blackwall",538313.8863,180123.046,487,538313.8863,180123.046,27,0.0011174,200,0.00001,0.00001,0.00001,0.00001,2,1,0.00001,664.7139,3,0.00001,0.02117061,0.05105853,28.66133,0.002296208,0.004043814,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06315
"Hansard Mews, Holland Park",523929.8199,179826.9082,488,523929.8199,179826.9082,20,0.003669,200,1,2,1,0.00001,1,3,0.00001,2578.99715,6,1,0.05105853,0.183063511,1.52837,0.004607381,0.029262755,1,0.00001,0.00001,1,0.00001,1,0.48799
"Clarges Street, Mayfair",528776.7483,180340.3096,489,528776.7483,180340.3096,16,0.0249122,200,2,44,1,15,4,18,0.00001,691.16748,1,0.00001,0.09090909,0.140722291,0.00001,0.033666859,0.01126978,2,0.00001,1,25,0.00001,7,0.13494
