Start.station,End.station,Counts
"William IV Street, Strand","Howick Place, Westminster",1
"William IV Street, Strand","Malet Street, Bloomsbury",1
"Albany Street, The Regent's Park","Waterloo Place, St. James's",1
"Albert Bridge Road, Battersea Park","Battersea Church Road, Battersea",1
"Albany Street, The Regent's Park","William IV Street, Strand",1
"Albert Bridge Road, Battersea Park","Abyssinia Close, Clapham Junction",1
"Albert Bridge Road, Battersea Park","Albert Bridge Road, Battersea Park",1
"Albert Bridge Road, Battersea Park","Albert Embankment, Vauxhall",1
"William IV Street, Strand","Rathbone Street, Fitzrovia",1
"William IV Street, Strand","Queen's Gate, Kensington Gardens",1
"Albert Bridge Road, Battersea Park","Allington Street, Victoria",1
"William IV Street, Strand","Queen Street 2, Bank",1
"Albert Bridge Road, Battersea Park","Baker Street, Marylebone",1
"Albert Bridge Road, Battersea Park","Bank of England Museum, Bank",1
"William IV Street, Strand","Northington Street , Holborn",1
"William IV Street, Strand","New North Road 2, Hoxton",1
"William IV Street, Strand","New Cavendish Street, Marylebone",1
"William IV Street, Strand","Murray Grove , Hoxton",1
"William IV Street, Strand","Moor Street, Soho",1
"Albert Bridge Road, Battersea Park","Cadogan Place, Knightsbridge",1
"William IV Street, Strand","Baker Street, Marylebone",1
"William IV Street, Strand","Allington Street, Victoria",1
"Whitehall Place, Strand","Wright's Lane, Kensington",1
"Whitehall Place, Strand","Pall Mall East, West End",1
"Albert Bridge Road, Battersea Park","Elizabeth Bridge, Victoria",1
"Whitehall Place, Strand","New Kent Road, The Borough",1
"Whitehall Place, Strand","New Globe Walk, Bankside",1
"Whitehall Place, Strand","Moor Street, Soho",1
"Albert Bridge Road, Battersea Park","Ethelburga Estate, Battersea Park",1
"Albert Bridge Road, Battersea Park","Felsham Road, Putney",1
"Albert Bridge Road, Battersea Park","Flood Street, Chelsea",1
"Whitehall Place, Strand","Macclesfield Rd, St Lukes",1
"Whitehall Place, Strand","Lower Thames Street, Monument",1
"Whitehall Place, Strand","Lots Road, West Chelsea",1
"Whitehall Place, Strand","Leman Street, Aldgate",1
"Albert Bridge Road, Battersea Park","Frampton Street, Paddington",1
"Whitehall Place, Strand","Imperial College, Knightsbridge",1
"Whitehall Place, Strand","Howland Street, Fitzrovia",1
"Whitehall Place, Strand","Pennington Street, Wapping",1
"Albert Bridge Road, Battersea Park","Eaton Square (South), Belgravia",1
"Whitehall Place, Strand","Queen Street 1, Bank",1
"Whitehall Place, Strand","St. Martin's Street, West End",1
"Whitehall Place, Strand","Wormwood Street, Liverpool Street",1
"Albert Bridge Road, Battersea Park","Cleveland Gardens, Bayswater",1
"Whitehall Place, Strand","Warwick Row, Westminster",1
"Whitehall Place, Strand","Upcerne Road, West Chelsea",1
"Whitehall Place, Strand","Stonecutter Street, Holborn",1
"Albert Bridge Road, Battersea Park","Devonshire Square, Liverpool Street",1
"Whitehall Place, Strand","St. George's Square, Pimlico",1
"Whitehall Place, Strand","Queen's Gate, Kensington Gardens",1
"Whitehall Place, Strand","St Mary's Hospital, Paddington",1
"Whitehall Place, Strand","Southerton Road, Hammersmith",1
"Whitehall Place, Strand","South Parade, Chelsea",1
"Whitehall Place, Strand","Smith Square, Westminster",1
"Albert Bridge Road, Battersea Park","Drayton Gardens, West Chelsea",1
"Whitehall Place, Strand","Sedding Street, Sloane Square",1
"William IV Street, Strand","Stanhope Gate, Mayfair",1
"William IV Street, Strand","Sun Street, Liverpool Street",1
"Albany Street, The Regent's Park","Bedford Way, Bloomsbury",1
"Windsor Terrace, Hoxton","Goswell Road (City Uni), Finsbury",1
"Albany Street, The Regent's Park","Coram Street, Bloomsbury",1
"Windsor Terrace, Hoxton","Durant Street, Bethnal Green",1
"Albany Street, The Regent's Park","Craven Street, Strand",1
"Windsor Terrace, Hoxton","Doric Way , Somers Town",1
"Albany Street, The Regent's Park","Drummond Street , Euston",1
"Windsor Terrace, Hoxton","Columbia Road, Shoreditch",1
"Albany Street, The Regent's Park","Earnshaw Street , Covent Garden",1
"Albany Street, The Regent's Park","Eastbourne Mews, Paddington",1
"Albany Street, The Regent's Park","Endsleigh Gardens, Euston",1
"Windsor Terrace, Hoxton","Bunhill Row, Moorgate",1
"Albany Street, The Regent's Park","George Street, Marylebone",1
"Windsor Terrace, Hoxton","Bolsover Street, Fitzrovia",1
"Windsor Terrace, Hoxton","Birkenhead Street, King's Cross",1
"Windsor Terrace, Hoxton","Bank of England Museum, Bank",1
"Albany Street, The Regent's Park","Gower Place , Euston",1
"Windsor Terrace, Hoxton","Fore Street Avenue, Guildhall",1
"Windsor Terrace, Hoxton","Gower Place , Euston",1
"William IV Street, Strand","Taviton Street, Bloomsbury",1
"Windsor Terrace, Hoxton","Great Tower Street, Monument",1
"Windsor Terrace, Hoxton","Strand, Strand",1
"Windsor Terrace, Hoxton","St. John Street, Finsbury",1
"Windsor Terrace, Hoxton","Southampton Place, Holborn",1
"Albany Street, The Regent's Park","Bell Street , Marylebone",1
"Albany Street, The Regent's Park","Bouverie Street, Temple",1
"Windsor Terrace, Hoxton","Old Street Station, St. Luke's",1
"Windsor Terrace, Hoxton","Northdown Street, King's Cross",1
"Windsor Terrace, Hoxton","New North Road 2, Hoxton",1
"Windsor Terrace, Hoxton","New Cavendish Street, Marylebone",1
"Windsor Terrace, Hoxton","Leman Street, Aldgate",1
"Albany Street, The Regent's Park","Brunswick Square, Bloomsbury",1
"Albany Street, The Regent's Park","Bunhill Row, Moorgate",1
"Windsor Terrace, Hoxton","Hinde Street, Marylebone",1
"Windsor Terrace, Hoxton","High Holborn , Covent Garden",1
"Albany Street, The Regent's Park","Charlotte Street, Fitzrovia",1
"Windsor Terrace, Hoxton","Arlington Road, Camden Town",1
"Windsor Terrace, Hoxton","Albert Embankment, Vauxhall",1
"William Morris Way, Sands End","Westminster Pier, Westminster",1
"William Morris Way, Sands End","Wellington Road, St. John's Wood",1
"Albany Street, The Regent's Park","Russell Square Station, Bloomsbury",1
"William Morris Way, Sands End","Flood Street, Chelsea",1
"Albany Street, The Regent's Park","Seymour Place, Marylebone",1
"William Morris Way, Sands End","Cadogan Gardens, Chelsea",1
"William Morris Way, Sands End","Bayley Street , Bloomsbury",1
"William Morris Way, Sands End","Battersea Power Station, Battersea Park",1
"Albany Street, The Regent's Park","Southwark Station 2, Southwark",1
"Albany Street, The Regent's Park","Tavistock Place, Bloomsbury",1
"William Morris Way, Sands End","Allington Street, Victoria",1
"Albany Street, The Regent's Park","Triangle Car Park, Hyde Park",1
"William IV Street, Strand","Wellington Arch, Hyde Park",1
"William IV Street, Strand","Webber Street , Southwark",1
"William IV Street, Strand","Waterloo Station 1, Waterloo",1
"William IV Street, Strand","Waterloo Road, South Bank",1
"Albany Street, The Regent's Park","Vincent Street, Pimlico",1
"William Morris Way, Sands End","Hortensia Road, West Brompton",1
"William Morris Way, Sands End","Hurlingham Park, Parsons Green",1
"William Morris Way, Sands End","Imperial College, Knightsbridge",1
"William Morris Way, Sands End","Red Lion Square, Holborn",1
"William Morris Way, Sands End","Warren Street Station, Euston",1
"William Morris Way, Sands End","Southerton Road, Hammersmith",1
"William Morris Way, Sands End","South Kensington Station, South Kensington",1
"William Morris Way, Sands End","Sedding Street, Sloane Square",1
"William Morris Way, Sands End","Sandilands Road, Walham Green",1
"William Morris Way, Sands End","Royal Avenue 2, Chelsea",1
"Albany Street, The Regent's Park","Margery Street, Clerkenwell",1
"Albany Street, The Regent's Park","Royal London Hospital, Whitechapel",1
"William Morris Way, Sands End","Old Brompton Road, South Kensington",1
"Albany Street, The Regent's Park","Moor Street, Soho",1
"William Morris Way, Sands End","Natural History Museum, South Kensington",1
"Albany Street, The Regent's Park","New Cavendish Street, Marylebone",1
"William Morris Way, Sands End","Little Argyll Street, West End",1
"Albany Street, The Regent's Park","Queen Street 1, Bank",1
"Wormwood Street, Liverpool Street","Howick Place, Westminster",1
"Wormwood Street, Liverpool Street","Imperial College, Knightsbridge",1
"Wormwood Street, Liverpool Street","Kennington Lane Rail Bridge, Vauxhall",1
"Wynne Road, Stockwell","The Guildhall, Guildhall",1
"Wynne Road, Stockwell","Saltoun Road, Brixton",1
"Wynne Road, Stockwell","Queen Street 1, Bank",1
"Wynne Road, Stockwell","Portman Square, Marylebone",1
"Wynne Road, Stockwell","Old Street Station, St. Luke's",1
"Wynne Road, Stockwell","New Fetter Lane, Holborn",1
"Aberfeldy Street, Poplar","Chrisp Street Market, Poplar",1
"Aberfeldy Street, Poplar","Houndsditch, Aldgate",1
"Wynne Road, Stockwell","Kingsway Southbound, Strand",1
"Wynne Road, Stockwell","Houndsditch, Aldgate",1
"Wynne Road, Stockwell","Hampton Street, Walworth",1
"Wynne Road, Stockwell","Great Tower Street, Monument",1
"Aberfeldy Street, Poplar","Jubilee Plaza, Canary Wharf",1
"Aberfeldy Street, Poplar","Philpot Street, Whitechapel",1
"Aberfeldy Street, Poplar","Queen Mary's, Mile End",1
"Wynne Road, Stockwell","Exhibition Road Museums 2, South Kensington",1
"Wynne Road, Stockwell","South Park, Sands End",1
"Wynne Road, Stockwell","Vauxhall Street, Vauxhall",1
"Aberdeen Place, St. John's Wood","Newgate Street , St. Paul's",1
"Wynne Road, Stockwell","Westminster Pier, Westminster",1
"Aberdeen Place, St. John's Wood","North Wharf Road, Paddington",1
"York Hall, Bethnal Green","Clarkson Street, Bethnal Green",1
"York Hall, Bethnal Green","Charlotte Street, Fitzrovia",1
"York Hall, Bethnal Green","Chapel Place, Marylebone",1
"York Hall, Bethnal Green","Cephas Street, Bethnal Green",1
"Aberdeen Place, St. John's Wood","Rathbone Street, Fitzrovia",1
"Aberdeen Place, St. John's Wood","Sackville Street, Mayfair",1
"York Hall, Bethnal Green","Brick Lane Market, Shoreditch",1
"York Hall, Bethnal Green","Braham Street, Aldgate",1
"Aberdeen Place, St. John's Wood","Storey's Gate, Westminster",1
"York Hall, Bethnal Green","Baylis Road, Waterloo",1
"York Hall, Bethnal Green","Bankside Mix, Bankside",1
"York Hall, Bethnal Green","Ada Street, Hackney Central",1
"York Hall, Bethnal Green","Abingdon Green, Westminster",1
"Aberfeldy Street, Poplar","Burdett Road, Mile End",1
"Aberfeldy Street, Poplar","Upper Bank Street, Canary Wharf",1
"Wynne Road, Stockwell","Empire Square, The Borough",1
"Wynne Road, Stockwell","Doddington Grove, Kennington",1
"Wynne Road, Stockwell","Concert Hall Approach 1, South Bank",1
"Wright's Lane, Kensington","Vereker Road, West Kensington",1
"Wright's Lane, Kensington","Trebovir Road, Earl's Court",1
"Abingdon Green, Westminster","Panton Street, West End",1
"Wright's Lane, Kensington","St. Luke's Church, Chelsea",1
"Wright's Lane, Kensington","St. George Street, Mayfair",1
"Abingdon Green, Westminster","Queen Street 2, Bank",1
"Wright's Lane, Kensington","South Kensington Station, South Kensington",1
"Wright's Lane, Kensington","Sedding Street, Sloane Square",1
"Abingdon Green, Westminster","Queen Victoria Street, St. Paul's",1
"Wright's Lane, Kensington","Prince Consort Road, Knightsbridge",1
"Wright's Lane, Kensington","Portman Square, Marylebone",1
"Wright's Lane, Kensington","Phillimore Gardens, Kensington",1
"Wright's Lane, Kensington","Palace Gate, Kensington Gardens",1
"Wright's Lane, Kensington","Old Quebec Street, Marylebone",1
"Wright's Lane, Kensington","Notting Hill Gate Station, Notting Hill",1
"Abingdon Green, Westminster","Marylebone Lane, Marylebone",1
"Abingdon Green, Westminster","Kennington Road Post Office, Oval",1
"Abingdon Green, Westminster","Godliman Street, St. Paul's",1
"Wynne Road, Stockwell","Bermondsey Station, Bermondsey",1
"Wynne Road, Stockwell","Clifford Street, Mayfair",1
"Abingdon Green, Westminster","Abingdon Green, Westminster",1
"Wynne Road, Stockwell","Bruton Street, Mayfair",1
"Wynne Road, Stockwell","Borough High Street, The Borough",1
"Wynne Road, Stockwell","Blackfriars Road, Southwark",1
"Wynne Road, Stockwell","Berry Street, Clerkenwell",1
"Wynne Road, Stockwell","Belgrave Road, Victoria",1
"Wright's Lane, Kensington","Waterloo Station 1, Waterloo",1
"Abingdon Green, Westminster","Breams Buildings, Holborn",1
"Abingdon Green, Westminster","British Museum, Bloomsbury",1
"Abingdon Green, Westminster","Claverton Street, Pimlico",1
"Abingdon Green, Westminster","Eaton Square (South), Belgravia",1
"Abingdon Green, Westminster","Farringdon Street, Holborn",1
"Wright's Lane, Kensington","West Cromwell Road, Earl's Court",1
"York Hall, Bethnal Green","Dunston Road , Haggerston",1
"York Hall, Bethnal Green","Finsbury Library , Finsbury",1
"Abingdon Green, Westminster","Storey's Gate, Westminster",1
"York Way, Kings Cross","Hatton Wall, Holborn",1
"Abbey Orchard Street, Westminster","Temple Gardens, Temple",1
"York Way, Kings Cross","Green Park Station, Mayfair",1
"York Way, Kings Cross","Gower Place , Euston",1
"Abbey Orchard Street, Westminster","William IV Street, Strand",1
"York Way, Kings Cross","Fore Street, Guildhall",1
"York Way, Kings Cross","Finsbury Square , Moorgate",1
"Abbey Orchard Street, Westminster","Wren Street, Holborn",1
"York Way, Kings Cross","Farringdon Lane, Clerkenwell",1
"York Way, Kings Cross","Falkirk Street, Hoxton",1
"Abbotsbury Road, Holland Park","Argyll Road, Kensington",1
"York Way, Kings Cross","Duke Street Hill, London Bridge",1
"Abbotsbury Road, Holland Park","Beaumont Street, Marylebone",1
"York Way, Kings Cross","Dock Street, Wapping",1
"Abbotsbury Road, Holland Park","Drayton Gardens, West Chelsea",1
"York Way, Kings Cross","Crosswall, Tower",1
"Abbey Orchard Street, Westminster","Tavistock Place, Bloomsbury",1
"York Way, Kings Cross","Howland Street, Fitzrovia",1
"Aberdeen Place, St. John's Wood","New Cavendish Street, Marylebone",1
"York Way, Kings Cross","Islington Green, Angel",1
"Abbey Orchard Street, Westminster","Frith Street, Soho",1
"Abbey Orchard Street, Westminster","Guildhouse Street, Victoria",1
"York Way, Kings Cross","Tooley Street, Bermondsey",1
"Abbey Orchard Street, Westminster","Hartington Road, Stockwell",1
"Abbey Orchard Street, Westminster","Hereford Road, Bayswater",1
"York Way, Kings Cross","Sun Street, Liverpool Street",1
"York Way, Kings Cross","Strand, Strand",1
"Abbey Orchard Street, Westminster","Heron Quays DLR, Canary Wharf",1
"Abbey Orchard Street, Westminster","Newgate Street , St. Paul's",1
"York Way, Kings Cross","St. Mary Axe, Aldgate",1
"Abbey Orchard Street, Westminster","Poured Lines, Bankside",1
"Abbey Orchard Street, Westminster","Royal Avenue 2, Chelsea",1
"York Way, Kings Cross","Old Montague Street, Whitechapel",1
"York Way, Kings Cross","Little Argyll Street, West End",1
"Abbey Orchard Street, Westminster","Stonecutter Street, Holborn",1
"York Way, Kings Cross","Crinan Street, King's Cross",1
"Abbotsbury Road, Holland Park","Finlay Street, Fulham",1
"Abbotsbury Road, Holland Park","Kensington Town Hall, Kensington",1
"York Way, Kings Cross","Brunswick Square, Bloomsbury",1
"Aberdeen Place, St. John's Wood","Crinan Street, King's Cross",1
"York Hall, Bethnal Green","Philpot Street, Whitechapel",1
"Aberdeen Place, St. John's Wood","Euston Road, Euston",1
"York Hall, Bethnal Green","Page Street, Westminster",1
"Aberdeen Place, St. John's Wood","Exhibition Road, Knightsbridge",1
"Aberdeen Place, St. John's Wood","Gloucester Road (North), Kensington",1
"York Hall, Bethnal Green","Import Dock, Canary Wharf",1
"York Hall, Bethnal Green","Hoxton Street, Hoxton",1
"Aberdeen Place, St. John's Wood","Hinde Street, Marylebone",1
"Aberdeen Place, St. John's Wood","Holy Trinity Brompton, Knightsbridge",1
"York Hall, Bethnal Green","Hartington Road, Stockwell",1
"York Hall, Bethnal Green","Harper Road, The Borough",1
"Aberdeen Place, St. John's Wood","Lambeth Palace Road, Waterloo",1
"York Hall, Bethnal Green","Goldsmith's Row, Haggerston",1
"Aberdeen Place, St. John's Wood","Little Argyll Street, West End",1
"York Hall, Bethnal Green","Queen Mary's, Mile End",1
"York Hall, Bethnal Green","Queen Street 2, Bank",1
"York Hall, Bethnal Green","Queensbridge Road, Haggerston",1
"York Hall, Bethnal Green","Worship Street, Shoreditch",1
"Abbotsbury Road, Holland Park","Storey's Gate, Westminster",1
"York Way, Kings Cross","Belgrove Street , King's Cross",1
"York Way, Kings Cross","Bedford Way, Bloomsbury",1
"Abbotsbury Road, Holland Park","Turquoise Island, Notting Hill",1
"York Way, Kings Cross","Allington Street, Victoria",1
"Abbotsbury Road, Holland Park","Warwick Road, Olympia",1
"Aberdeen Place, St. John's Wood","Allington Street, Victoria",1
"York Hall, Bethnal Green","Roscoe Street, St. Luke's",1
"York Hall, Bethnal Green","Wapping Lane, Wapping",1
"York Hall, Bethnal Green","Vauxhall Street, Vauxhall",1
"York Hall, Bethnal Green","Tanner Street, Bermondsey",1
"York Hall, Bethnal Green","Snowsfields, London Bridge",1
"York Hall, Bethnal Green","Snow Hill, Farringdon",1
"Aberdeen Place, St. John's Wood","Craven Street, Strand",1
"Wright's Lane, Kensington","New Fetter Lane, Holborn",1
"Wright's Lane, Kensington","Little Brook Green, Brook Green",1
"Wormwood Street, Liverpool Street","Kennington Oval, Oval",1
"Ackroyd Drive, Bow","Queen Mary's, Mile End",1
"Wormwood Street, Liverpool Street","Wellington Street , Strand",1
"Wormwood Street, Liverpool Street","Wellington Arch, Hyde Park",1
"Wormwood Street, Liverpool Street","Waterloo Station 2, Waterloo",1
"Wormwood Street, Liverpool Street","Warwick Row, Westminster",1
"Wormwood Street, Liverpool Street","Wapping Lane, Wapping",1
"Wormwood Street, Liverpool Street","Vincent Street, Pimlico",1
"Wormwood Street, Liverpool Street","Vauxhall Walk, Vauxhall",1
"Ackroyd Drive, Bow","Tower Gardens , Tower",1
"Ackroyd Drive, Bow","Twig Folly Bridge, Mile End",1
"Ackroyd Drive, Bow","Wenlock Road , Hoxton",1
"Ada Street, Hackney Central","Ada Street, Hackney Central",1
"Wormwood Street, Liverpool Street","Temple Gardens, Temple",1
"Ada Street, Hackney Central","Bethnal Green Road, Shoreditch",1
"Ada Street, Hackney Central","Breams Buildings, Holborn",1
"Wormwood Street, Liverpool Street","Swan Street, The Borough",1
"Wormwood Street, Liverpool Street","West Smithfield Rotunda, Farringdon",1
"Wormwood Street, Liverpool Street","Westminster University, Marylebone",1
"Ackroyd Drive, Bow","George Street, Marylebone",1
"Ackroyd Drive, Bow","Pitfield Street North,Hoxton",1
"Worship Street, Shoreditch","Long Lane , Bermondsey",1
"Worship Street, Shoreditch","Hop Exchange, The Borough",1
"Ackroyd Drive, Bow","Godliman Street, St. Paul's",1
"Worship Street, Shoreditch","Harris Academy, Bermondsey",1
"Worship Street, Shoreditch","Goldsmith's Row, Haggerston",1
"Worship Street, Shoreditch","Finsbury Library , Finsbury",1
"Worship Street, Shoreditch","Earnshaw Street , Covent Garden",1
"Worship Street, Shoreditch","Duke Street Hill, London Bridge",1
"Worship Street, Shoreditch","Clifton Street, Shoreditch",1
"Worship Street, Shoreditch","Christopher Street, Liverpool Street",1
"Ackroyd Drive, Bow","Holy Trinity Brompton, Knightsbridge",1
"Worship Street, Shoreditch","Bermondsey Street, Bermondsey",1
"Wormwood Street, Liverpool Street","Wren Street, Holborn",1
"Wormwood Street, Liverpool Street","Worship Street, Shoreditch",1
"Ackroyd Drive, Bow","Mile End Stadium, Mile End",1
"Ada Street, Hackney Central","Cheapside, Bank",1
"Wormwood Street, Liverpool Street","Stamford Street, South Bank",1
"Wormwood Street, Liverpool Street","St. Peter's Terrace, Fulham",1
"Ada Street, Hackney Central","Clerkenwell Green, Clerkenwell",1
"Wormwood Street, Liverpool Street","Poured Lines, Bankside",1
"Wormwood Street, Liverpool Street","Panton Street, West End",1
"Wormwood Street, Liverpool Street","Page Street, Westminster",1
"Ada Street, Hackney Central","Lee Valley VeloPark, Queen Elizabeth Olympic Park",1
"Ada Street, Hackney Central","Leonard Circus , Shoreditch",1
"Wormwood Street, Liverpool Street","New Inn Yard, Shoreditch",1
"Wormwood Street, Liverpool Street","New Globe Walk, Bankside",1
"Ada Street, Hackney Central","London Fields, Hackney Central",1
"Wormwood Street, Liverpool Street","Milroy Walk, South Bank",1
"Ada Street, Hackney Central","Moorfields, Moorgate",1
"Ada Street, Hackney Central","Museum of London, Barbican",1
"Wormwood Street, Liverpool Street","Lambeth Road, Vauxhall",1
"Ada Street, Hackney Central","New Road 1 , Whitechapel",1
"Ada Street, Hackney Central","Old Street Station, St. Luke's",1
"Ada Street, Hackney Central","Ossulston Street, Somers Town",1
"Wormwood Street, Liverpool Street","Prince Albert Road, The Regent's Park",1
"Ada Street, Hackney Central","Houndsditch, Aldgate",1
"Ada Street, Hackney Central","Haggerston Road, Haggerston",1
"Wormwood Street, Liverpool Street","Snow Hill, Farringdon",1
"Ada Street, Hackney Central","Clifton Street, Shoreditch",1
"Ada Street, Hackney Central","Columbia Road, Shoreditch",1
"Ada Street, Hackney Central","Devons Road, Bow",1
"Ada Street, Hackney Central","Duke Street Hill, London Bridge",1
"Wormwood Street, Liverpool Street","Soho Square , Soho",1
"Wormwood Street, Liverpool Street","Snowsfields, London Bridge",1
"Ada Street, Hackney Central","Durant Street, Bethnal Green",1
"Wormwood Street, Liverpool Street","Queen Street 1, Bank",1
"Ada Street, Hackney Central","Fanshaw Street, Hoxton",1
"Ada Street, Hackney Central","Finsbury Square , Moorgate",1
"Wormwood Street, Liverpool Street","Sackville Street, Mayfair",1
"Ada Street, Hackney Central","Golden Lane, Barbican",1
"Ada Street, Hackney Central","Goldsmith's Row, Haggerston",1
"Wormwood Street, Liverpool Street","Queen Street 2, Bank",1
"Worship Street, Shoreditch","Macclesfield Rd, St Lukes",1
"Worship Street, Shoreditch","Old Street Station, St. Luke's",1
"Abingdon Green, Westminster","Tallis Street, Temple",1
"Abingdon Green, Westminster","Warren Street Station, Euston",1
"Wright's Lane, Kensington","Drayton Gardens, West Chelsea",1
"Wright's Lane, Kensington","De Vere Gardens, Kensington",1
"Wright's Lane, Kensington","Curzon Street, Mayfair",1
"Wright's Lane, Kensington","Cadogan Place, Knightsbridge",1
"Wright's Lane, Kensington","Butler Place, Westminster",1
"Wright's Lane, Kensington","Buckingham Gate, Westminster",1
"Wright's Lane, Kensington","Bramham Gardens, Earl's Court",1
"Abingdon Villas, Kensington","BBC White City, White City",1
"Wright's Lane, Kensington","Bishop's Avenue, Fulham",1
"Wright's Lane, Kensington","Battersea Church Road, Battersea",1
"Abingdon Villas, Kensington","Blenheim Crescent, Ladbroke Grove",1
"Wren Street, Holborn","Wormwood Street, Liverpool Street",1
"Abingdon Villas, Kensington","Kingsway, Covent Garden",1
"Abingdon Villas, Kensington","Pindar Street, Liverpool Street",1
"Wren Street, Holborn","Store Street, Bloomsbury",1
"Abingdon Green, Westminster","Whitehall Place, Strand",1
"Wright's Lane, Kensington","Elizabeth Bridge, Victoria",1
"Worship Street, Shoreditch","Queen Street 1, Bank",1
"Wright's Lane, Kensington","Farm Street, Mayfair",1
"Wright's Lane, Kensington","Lansdowne Walk, Ladbroke Grove",1
"Wright's Lane, Kensington","Kings Gate House, Westminster",1
"Wright's Lane, Kensington","Kensington Church Street, Kensington",1
"Wright's Lane, Kensington","Hoxton Station, Hoxton",1
"Wright's Lane, Kensington","Howick Place, Westminster",1
"Wright's Lane, Kensington","Harcourt Terrace, West Brompton",1
"Wright's Lane, Kensington","Hampstead Road, Euston",1
"Wright's Lane, Kensington","Green Street, Mayfair",1
"Abingdon Green, Westminster","Temple Gardens, Temple",1
"Wright's Lane, Kensington","Gloucester Road Station, South Kensington",1
"Wright's Lane, Kensington","Gloucester Road (North), Kensington",1
"Wright's Lane, Kensington","George Street, Marylebone",1
"Wright's Lane, Kensington","Fulham Broadway, Walham Green",1
"Wright's Lane, Kensington","Fore Street Avenue, Guildhall",1
"Wright's Lane, Kensington","Flood Street, Chelsea",1
"Wren Street, Holborn","St. Chad's Street, King's Cross",1
"Wren Street, Holborn","Sardinia Street, Holborn",1
"Wren Street, Holborn","Red Lion Street, Holborn",1
"Wren Street, Holborn","Queen Victoria Street, St. Paul's",1
"Wren Street, Holborn","Bonny Street, Camden Town",1
"Ackroyd Drive, Bow","Dunston Road , Haggerston",1
"Wren Street, Holborn","Belgrave Square, Belgravia",1
"Wren Street, Holborn","Barbican Centre, Barbican",1
"Wren Street, Holborn","Aldersgate Street, Barbican",1
"Ackroyd Drive, Bow","East Village, Queen Elizabeth Olympic Park",1
"Worship Street, Shoreditch","Worship Street, Shoreditch",1
"Worship Street, Shoreditch","Wormwood Street, Liverpool Street",1
"Ackroyd Drive, Bow","Finsbury Circus, Liverpool Street",1
"Worship Street, Shoreditch","Twig Folly Bridge, Mile End",1
"Ackroyd Drive, Bow","Fisherman's Walk West, Canary Wharf",1
"Worship Street, Shoreditch","Tate Modern, Bankside",1
"Worship Street, Shoreditch","Southwark Street, Bankside",1
"Worship Street, Shoreditch","Sadlers Sports Centre, Finsbury",1
"Worship Street, Shoreditch","Royal London Hospital, Whitechapel",1
"Ackroyd Drive, Bow","Devonshire Square, Liverpool Street",1
"Wren Street, Holborn","Bunhill Row, Moorgate",1
"Wren Street, Holborn","Calshot Street , King's Cross",1
"Wren Street, Holborn","Murray Grove , Hoxton",1
"Abingdon Villas, Kensington","Sloane Avenue, Knightsbridge",1
"Wren Street, Holborn","Pancras Road, King's Cross",1
"Abingdon Villas, Kensington","South Kensington Station, South Kensington",1
"Wren Street, Holborn","Norton Folgate, Liverpool Street",1
"Abingdon Villas, Kensington","St. Bride Street, Holborn",1
"Abingdon Villas, Kensington","St. James's Square, St. James's",1
"Wren Street, Holborn","Hop Exchange, The Borough",1
"Wren Street, Holborn","Cheapside, Bank",1
"Wren Street, Holborn","Holborn Circus, Holborn",1
"Wren Street, Holborn","Fore Street, Guildhall",1
"Wren Street, Holborn","Finsbury Square , Moorgate",1
"Wren Street, Holborn","Finsbury Leisure Centre, St. Luke's",1
"Ackroyd Drive, Bow","Cleveland Way, Stepney",1
"Wren Street, Holborn","Duke Street Hill, London Bridge",1
"Albert Bridge Road, Battersea Park","Grant Road East, Clapham Junction",1
"Whitehall Place, Strand","Hereford Road, Bayswater",1
"Wellington Row, Bethnal Green","Regent's Row , Haggerston",1
"West Smithfield Rotunda, Farringdon","Bunhill Row, Moorgate",1
"Alderney Street, Pimlico","Baylis Road, Waterloo",1
"West Smithfield Rotunda, Farringdon","Battersea Park Road, Nine Elms",1
"West Smithfield Rotunda, Farringdon","Bath Street, St. Luke's",1
"West Smithfield Rotunda, Farringdon","Allington Street, Victoria",1
"West Kensington Station, West Kensington","Westbridge Road, Battersea",1
"Alderney Street, Pimlico","Black Lion Gate, Kensington Gardens",1
"West Kensington Station, West Kensington","West Cromwell Road, Earl's Court",1
"West Kensington Station, West Kensington","Wellington Road, St. John's Wood",1
"Alderney Street, Pimlico","Blackfriars Road, Southwark",1
"West Kensington Station, West Kensington","Sumner Place, South Kensington",1
"West Kensington Station, West Kensington","St. Mark's Road, North Kensington",1
"West Kensington Station, West Kensington","St. Luke's Church, Chelsea",1
"West Kensington Station, West Kensington","South Parade, Chelsea",1
"West Kensington Station, West Kensington","Sopwith Way, Battersea Park",1
"Alderney Street, Pimlico","Bourne Street, Belgravia",1
"West Smithfield Rotunda, Farringdon","Brushfield Street, Liverpool Street",1
"West Smithfield Rotunda, Farringdon","Butler Place, Westminster",1
"West Kensington Station, West Kensington","Ram Street, Wandsworth",1
"West Smithfield Rotunda, Farringdon","Charlotte Street, Fitzrovia",1
"West Smithfield Rotunda, Farringdon","Jewry Street, Aldgate",1
"West Smithfield Rotunda, Farringdon","Holborn Circus, Holborn",1
"West Smithfield Rotunda, Farringdon","High Holborn , Covent Garden",1
"West Smithfield Rotunda, Farringdon","Golden Lane, Barbican",1
"Albert Square, Stockwell","Waterloo Road, South Bank",1
"Albert Square, Stockwell","Wormwood Street, Liverpool Street",1
