Start.station,End.station,Counts
"Ormonde Gate, Chelsea","Manresa Road, Chelsea",1
"Ormonde Gate, Chelsea","Lower Thames Street, Monument",1
"Ormonde Gate, Chelsea","Lots Road, West Chelsea",1
"Columbia Road, Shoreditch","Pindar Street, Liverpool Street",1
"Ormonde Gate, Chelsea","Holy Trinity Brompton, Knightsbridge",1
"Ormonde Gate, Chelsea","Grosvenor Square, Mayfair",1
"Ormonde Gate, Chelsea","Great Tower Street, Monument",1
"Ormonde Gate, Chelsea","Grant Road East, Clapham Junction",1
"Ormonde Gate, Chelsea","Godliman Street, St. Paul's",1
"Ormonde Gate, Chelsea","Gloucester Road (Central), South Kensington",1
"Ormonde Gate, Chelsea","Gas Holders, Battersea Park",1
"Ormonde Gate, Chelsea","Fulham Broadway, Walham Green",1
"Columbia Road, Shoreditch","Queen Mother Sports Centre, Victoria",1
"Ormonde Gate, Chelsea","Fore Street Avenue, Guildhall",1
"Columbia Road, Shoreditch","Queen Street 1, Bank",1
"Ormonde Gate, Chelsea","Millennium Hotel, Mayfair",1
"Ormonde Gate, Chelsea","Newgate Street , St. Paul's",1
"Columbia Road, Shoreditch","Shoreditch High Street, Shoreditch",1
"Ormonde Gate, Chelsea","Ormonde Gate, Chelsea",1
"Orsett Terrace, Bayswater","Allington Street, Victoria",1
"Ormonde Gate, Chelsea","Wormwood Street, Liverpool Street",1
"Ormonde Gate, Chelsea","World's End Place, West Chelsea",1
"Ormonde Gate, Chelsea","Warwick Square, Pimlico",1
"Ormonde Gate, Chelsea","Vereker Road, West Kensington",1
"Ormonde Gate, Chelsea","Spanish Road, Clapham Junction",1
"Columbia Road, Shoreditch","Finsbury Square , Moorgate",1
"Columbia Road, Shoreditch","Granby Street, Shoreditch",1
"Columbia Road, Shoreditch","Hatton Wall, Holborn",1
"Columbia Road, Shoreditch","Kennington Station, Kennington",1
"Ormonde Gate, Chelsea","Sancroft Street, Vauxhall",1
"Columbia Road, Shoreditch","Lower Thames Street, Monument",1
"Ormonde Gate, Chelsea","Red Lion Street, Holborn",1
"Ormonde Gate, Chelsea","Portland Place, Marylebone",1
"Columbia Road, Shoreditch","New Inn Yard, Shoreditch",1
"Ormonde Gate, Chelsea","Exhibition Road, Knightsbridge",1
"Ormonde Gate, Chelsea","Cheapside, Bank",1
"Collingham Gardens, Earl's Court","Hampstead Road, Euston",1
"Commercial Street, Shoreditch","Burgess Park Albany Road, Walworth",1
"Orbel Street, Battersea","Peterborough Road, Sands End",1
"Orbel Street, Battersea","Parson's Green , Parson's Green",1
"Commercial Street, Shoreditch","Christopher Street, Liverpool Street",1
"Orbel Street, Battersea","Pall Mall East, West End",1
"Orbel Street, Battersea","Old Brompton Road, South Kensington",1
"Orbel Street, Battersea","Notting Hill Gate Station, Notting Hill",1
"Orbel Street, Battersea","North Audley Street, Mayfair",1
"Commercial Street, Shoreditch","Dunston Road , Haggerston",1
"Orbel Street, Battersea","Millbank Tower, Pimlico",1
"Commercial Street, Shoreditch","Eccleston Place, Victoria",1
"Orbel Street, Battersea","Imperial College, Knightsbridge",1
"Commercial Street, Shoreditch","Finsbury Leisure Centre, St. Luke's",1
"Orbel Street, Battersea","Holden Street, Battersea",1
"Orbel Street, Battersea","Great Tower Street, Monument",1
"Orbel Street, Battersea","Grant Road East, Clapham Junction",1
"Orbel Street, Battersea","Prince Consort Road, Knightsbridge",1
"Orbel Street, Battersea","Sackville Street, Mayfair",1
"Ormonde Gate, Chelsea","Cadogan Gardens, Chelsea",1
"Commercial Street, Shoreditch","Bayley Street , Bloomsbury",1
"Ormonde Gate, Chelsea","Bourne Street, Belgravia",1
"Ormonde Gate, Chelsea","Ashley Place, Victoria",1
"Ormonde Gate, Chelsea","Albert Gate, Hyde Park",1
"Orbel Street, Battersea","William Morris Way, Sands End",1
"Orbel Street, Battersea","Westbridge Road, Battersea",1
"Columbia Road, Shoreditch","St. Katharine's Way, Tower",1
"Orbel Street, Battersea","Victoria & Albert Museum, South Kensington",1
"Orbel Street, Battersea","Surrey Lane, Battersea",1
"Columbia Road, Shoreditch","Union Street, The Borough",1
"Columbia Road, Shoreditch","Westminster Pier, Westminster",1
"Columbia Road, Shoreditch","Whiston Road, Haggerston",1
"Columbia Road, Shoreditch","Whitehall Place, Strand",1
"Columbia Road, Shoreditch","York Hall, Bethnal Green",1
"Commercial Street, Shoreditch","Aldersgate Street, Barbican",1
"Orbel Street, Battersea","Simpson Street, Clapham Junction",1
"Orsett Terrace, Bayswater","BBC White City, White City",1
"Orsett Terrace, Bayswater","Black Lion Gate, Kensington Gardens",1
"Columbia Road, Shoreditch","Finnis Street, Bethnal Green",1
"Ossulston Street, Somers Town","Broadcasting House, Marylebone",1
"Collingham Gardens, Earl's Court","Queen's Gate (North), Kensington",1
"Ossulston Street, Somers Town","Bayswater Road, Hyde Park",1
"Collingham Gardens, Earl's Court","Queen's Gate (South), South Kensington",1
"Collingham Gardens, Earl's Court","Ravenscourt Park Station, Hammersmith",1
"Ossulston Street, Somers Town","Allington Street, Victoria",1
"Collingham Gardens, Earl's Court","Sloane Avenue, Knightsbridge",1
"Collingham Gardens, Earl's Court","Storey's Gate, Westminster",1
"Osiers Road, Wandsworth","Upcerne Road, West Chelsea",1
"Collingham Gardens, Earl's Court","The Vale, Chelsea",1
"Collingham Gardens, Earl's Court","Triangle Car Park, Hyde Park",1
"Osiers Road, Wandsworth","Spencer Park, Wandsworth Common",1
"Collingham Gardens, Earl's Court","West Cromwell Road, Earl's Court",1
"Osiers Road, Wandsworth","Smugglers Way, Wandsworth",1
"Collingham Gardens, Earl's Court","Westminster Pier, Westminster",1
"Osiers Road, Wandsworth","Santos Road, Wandsworth",1
"Collingham Gardens, Earl's Court","Putney Rail Station, Putney",1
"Ossulston Street, Somers Town","Bury Place, Holborn",1
"Orsett Terrace, Bayswater","Howick Place, Westminster",1
"Ossulston Street, Somers Town","Cartwright Gardens , Bloomsbury",1
"Collingham Gardens, Earl's Court","Hansard Mews, Holland Park",1
"Ossulston Street, Somers Town","Great Titchfield Street, Fitzrovia",1
"Collingham Gardens, Earl's Court","Knaresborough Place, Earl's Court",1
"Ossulston Street, Somers Town","Gower Place , Euston",1
"Collingham Gardens, Earl's Court","Lavington Street, Bankside",1
"Ossulston Street, Somers Town","George Place Mews, Marylebone",1
"Collingham Gardens, Earl's Court","Limerston Street, West Chelsea",1
"Ossulston Street, Somers Town","Finsbury Leisure Centre, St. Luke's",1
"Collingham Gardens, Earl's Court","Normand Park, West Kensington",1
"Collingham Gardens, Earl's Court","Northumberland Avenue, Strand",1
"Ossulston Street, Somers Town","Clifton Road, Maida Vale",1
"Ossulston Street, Somers Town","Clapham Road, Lingham Street, Stockwell",1
"Ossulston Street, Somers Town","Cheapside, Bank",1
"Collingham Gardens, Earl's Court","Palace Gate, Kensington Gardens",1
"Ossulston Street, Somers Town","Charles II Street, West End",1
"Osiers Road, Wandsworth","Riverlight South, Nine Elms",1
"Columbia Road, Shoreditch","Aldersgate Street, Barbican",1
"Osiers Road, Wandsworth","Queen Street 2, Bank",1
"Osiers Road, Wandsworth","Queen Street 1, Bank",1
"Osiers Road, Wandsworth","Embankment (Savoy), Strand",1
"Osiers Road, Wandsworth","Disraeli Road, Putney2",1
"Columbia Road, Shoreditch","Cheshire Street, Bethnal Green",1
"Osiers Road, Wandsworth","Crisp Road, Hammersmith",1
"Osiers Road, Wandsworth","Chelsea Green, Chelsea",1
"Columbia Road, Shoreditch","Concert Hall Approach 2, South Bank",1
"Osiers Road, Wandsworth","Belgrove Street , King's Cross",1
"Osiers Road, Wandsworth","Abingdon Green, Westminster",1
"Orsett Terrace, Bayswater","Southampton Place, Holborn",1
"Orsett Terrace, Bayswater","Queensway, Kensington Gardens",1
"Orsett Terrace, Bayswater","Queen Victoria Street, St. Paul's",1
"Columbia Road, Shoreditch","Devonshire Square, Liverpool Street",1
"Columbia Road, Shoreditch","East Road, Hoxton",1
"Orsett Terrace, Bayswater","Kensington Church Street, Kensington",1
"Columbia Road, Shoreditch","Embankment (Savoy), Strand",1
"Osiers Road, Wandsworth","Emperor's Gate, South Kensington",1
"Osiers Road, Wandsworth","Ethelburga Estate, Battersea Park",1
"Osiers Road, Wandsworth","Felsham Road, Putney",1
"Columbia Road, Shoreditch","Birkenhead Street, King's Cross",1
"Columbia Road, Shoreditch","Austin Road, Battersea Park",1
"Columbia Road, Shoreditch","Bayley Street , Bloomsbury",1
"Osiers Road, Wandsworth","Parson's Green , Parson's Green",1
"Columbia Road, Shoreditch","Belgrove Street , King's Cross",1
"Osiers Road, Wandsworth","Northfields, Wandsworth",1
"Columbia Road, Shoreditch","Belvedere Road 1, South Bank",1
"Osiers Road, Wandsworth","Michael Road, Walham Green",1
"Columbia Road, Shoreditch","Chadwell Street, Angel",1
"Osiers Road, Wandsworth","Kensington Gore, Knightsbridge",1
"Columbia Road, Shoreditch","Bouverie Street, Temple",1
"Osiers Road, Wandsworth","Hibbert Street, Battersea",1
"Osiers Road, Wandsworth","Hatton Wall, Holborn",1
"Columbia Road, Shoreditch","Brunswick Square, Bloomsbury",1
"Osiers Road, Wandsworth","Gloucester Road Station, South Kensington",1
"Percival Street, Finsbury","Old Street Station, St. Luke's",1
"Clarkson Street, Bethnal Green","Wormwood Street, Liverpool Street",1
"Percival Street, Finsbury","Percival Street, Finsbury",1
"Putney Bridge Station, Fulham","Beryl Road, Hammersmith",1
"Putney Bridge Station, Fulham","Albert Bridge Road, Battersea Park",1
"Putney Bridge Road, East Putney","Vicarage Crescent, Battersea",1
"Chepstow Villas, Notting Hill","St. Bride Street, Holborn",1
"Putney Bridge Road, East Putney","Sopwith Way, Battersea Park",1
"Chepstow Villas, Notting Hill","St. Mary Axe, Aldgate",1
"Putney Bridge Road, East Putney","Riverlight North, Nine Elms",1
"Putney Bridge Road, East Putney","Ram Street, Wandsworth",1
"Putney Bridge Road, East Putney","Putney Rail Station, Putney",1
"Chepstow Villas, Notting Hill","Storey's Gate, Westminster",1
"Chepstow Villas, Notting Hill","Strand, Strand",1
"Putney Bridge Road, East Putney","Neville Gill Close, Wandsworth",1
"Putney Bridge Road, East Putney","Howick Place, Westminster",1
"Chepstow Villas, Notting Hill","Warwick Road, Olympia",1
"Putney Bridge Road, East Putney","Ferndale Road, Brixton",1
"Chepstow Villas, Notting Hill","Waterloo Station 1, Waterloo",1
"Putney Bridge Station, Fulham","Ashley Place, Victoria",1
"Putney Bridge Station, Fulham","Cheapside, Bank",1
"Chepstow Villas, Notting Hill","West Smithfield Rotunda, Farringdon",1
"Chepstow Villas, Notting Hill","Phillimore Gardens, Kensington",1
"Putney Bridge Station, Fulham","Pont Street, Knightsbridge",1
"Putney Bridge Station, Fulham","Osiers Road, Wandsworth",1
"Putney Bridge Station, Fulham","Montserrat Road , Putney",1
"Chepstow Villas, Notting Hill","Lansdowne Road, Ladbroke Grove",1
"Putney Bridge Station, Fulham","Michael Road, Walham Green",1
"Putney Bridge Station, Fulham","Manresa Road, Chelsea",1
"Chepstow Villas, Notting Hill","Little Brook Green, Brook Green",1
"Chepstow Villas, Notting Hill","London Street, Paddington",1
"Putney Bridge Station, Fulham","Grosvenor Square, Mayfair",1
"Chepstow Villas, Notting Hill","Millennium Hotel, Mayfair",1
"Chepstow Villas, Notting Hill","Palace Gate, Kensington Gardens",1
"Putney Bridge Station, Fulham","Flood Street, Chelsea",1
"Putney Bridge Station, Fulham","Exhibition Road, Knightsbridge",1
"Putney Bridge Station, Fulham","Eccleston Place, Victoria",1
"Chepstow Villas, Notting Hill","Panton Street, West End",1
"Chepstow Villas, Notting Hill","Waterloo Station 2, Waterloo",1
"Cheshire Street, Bethnal Green","Berry Street, Clerkenwell",1
"Putney Bridge Station, Fulham","Sedding Street, Sloane Square",1
"Pritchard's Road, Bethnal Green","Royal London Hospital, Whitechapel",1
"Cheshire Street, Bethnal Green","Harris Academy, Bermondsey",1
"Cheshire Street, Bethnal Green","Jewry Street, Aldgate",1
"Pritchard's Road, Bethnal Green","Podium, Queen Elizabeth Olympic Park",1
"Pritchard's Road, Bethnal Green","Pitfield Street North,Hoxton",1
"Pritchard's Road, Bethnal Green","Palissy Street, Shoreditch",1
"Pritchard's Road, Bethnal Green","Old Street Station, St. Luke's",1
"Cheshire Street, Bethnal Green","New Fetter Lane, Holborn",1
"Cheshire Street, Bethnal Green","New Road 1 , Whitechapel",1
"Pritchard's Road, Bethnal Green","Museum of London, Barbican",1
"Pritchard's Road, Bethnal Green","Moorfields, Moorgate",1
"Pritchard's Road, Bethnal Green","Monument Street, Monument",1
"Cheshire Street, Bethnal Green","Old Street Station, St. Luke's",1
"Cheshire Street, Bethnal Green","Pritchard's Road, Bethnal Green",1
"Pritchard's Road, Bethnal Green","Macclesfield Rd, St Lukes",1
"Cheshire Street, Bethnal Green","Queen Street 1, Bank",1
"Pritchard's Road, Bethnal Green","Regent's Row , Haggerston",1
"Cheshire Street, Bethnal Green","Finsbury Leisure Centre, St. Luke's",1
"Cheshire Street, Bethnal Green","Bethnal Green Road, Shoreditch",1
"Cheshire Street, Bethnal Green","Fashion Street, Whitechapel",1
"Putney Bridge Road, East Putney","Battersea Park Road, Nine Elms",1
"Putney Bridge Road, East Putney","Arlington Road, Camden Town",1
"Cheshire Street, Bethnal Green","Blackfriars Station, St. Paul's",1
"Cheshire Street, Bethnal Green","Bow Church Station, Bow",1
"Cheshire Street, Bethnal Green","Commercial Street, Shoreditch",1
"Pritchard's Road, Bethnal Green","West Smithfield Rotunda, Farringdon",1
"Pritchard's Road, Bethnal Green","Waterloo Station 1, Waterloo",1
"Pritchard's Road, Bethnal Green","Sutton Street, Shadwell",1
"Cheshire Street, Bethnal Green","Dock Street, Wapping",1
"Pritchard's Road, Bethnal Green","Strand, Strand",1
"Cheshire Street, Bethnal Green","Durant Street, Bethnal Green",1
"Pritchard's Road, Bethnal Green","St. Katharine's Way, Tower",1
"Pritchard's Road, Bethnal Green","Southwark Station 2, Southwark",1
"Pritchard's Road, Bethnal Green","Somerset House, Strand",1
"Cheshire Street, Bethnal Green","Fanshaw Street, Hoxton",1
"Putney Bridge Station, Fulham","Ravenscourt Park Station, Hammersmith",1
"Putney Bridge Station, Fulham","South Park, Sands End",1
"Pritchard's Road, Bethnal Green","Lavington Street, Bankside",1
"Putney Pier, Wandsworth","The Guildhall, Guildhall",1
"Putney Pier, Wandsworth","Spencer Park, Wandsworth Common",1
"Chelsea Green, Chelsea","Gas Holders, Battersea Park",1
"Putney Pier, Wandsworth","Smith Square, Westminster",1
"Putney Pier, Wandsworth","Richmond Way, Shepherd's Bush",1
"Chelsea Green, Chelsea","Halford Road, West Kensington",1
"Chelsea Green, Chelsea","Old Brompton Road, South Kensington",1
"Chelsea Green, Chelsea","Pont Street, Knightsbridge",1
"Putney Pier, Wandsworth","Queen Street 1, Bank",1
"Chelsea Green, Chelsea","Silverthorne Road, Battersea",1
"Chelsea Green, Chelsea","Simpson Street, Clapham Junction",1
"Chelsea Green, Chelsea","Sloane Avenue, Knightsbridge",1
"Putney Pier, Wandsworth","Phillimore Gardens, Kensington",1
"Putney Pier, Wandsworth","Parsons Green Station, Parsons Green",1
"Putney Pier, Wandsworth","Osiers Road, Wandsworth",1
"Putney Pier, Wandsworth","Northumberland Avenue, Strand",1
"Chelsea Green, Chelsea","Eaton Square (South), Belgravia",1
"Putney Pier, Wandsworth","Trebovir Road, Earl's Court",1
"Putney Pier, Wandsworth","Michael Road, Walham Green",1
"Putney Pier, Wandsworth","Wandsworth Town Station, Wandsworth",1
"Putney Rail Station, Putney","Queen's Gate (North), Kensington",1
"Putney Rail Station, Putney","Putney Rail Station, Putney",1
"Putney Rail Station, Putney","Phene Street, Chelsea",1
"Putney Rail Station, Putney","Peterborough Road, Sands End",1
"Putney Rail Station, Putney","Osiers Road, Wandsworth",1
"Chelsea Green, Chelsea","Bourne Street, Belgravia",1
"Chelsea Green, Chelsea","Cadogan Gardens, Chelsea",1
"Chelsea Green, Chelsea","Cheapside, Bank",1
"Putney Rail Station, Putney","Hurlingham Park, Parsons Green",1
"Putney Rail Station, Putney","Elysium Place, Fulham",1
"Putney Rail Station, Putney","Disraeli Road, Putney",1
"Putney Rail Station, Putney","Crisp Road, Hammersmith",1
"Putney Rail Station, Putney","Blythe Road, Olympia",1
"Putney Pier, Wandsworth","Woodstock Grove, Shepherd's Bush",1
"Chelsea Green, Chelsea","Derry Street, Kensington",1
"Putney Pier, Wandsworth","Millbank Tower, Pimlico",1
"Chelsea Green, Chelsea","Southampton Street, Strand",1
"Chepstow Villas, Notting Hill","Holborn Circus, Holborn",1
"Chepstow Villas, Notting Hill","Derry Street, Kensington",1
